PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata
AGRI_162,Agriculture,Livestock,"To prevent coccidiosis and mycoplasmosis in poultry, cattle, sheep, and goats: raise feeding and watering troughs above the ground to stop contamination from droppings, and keep livestock sheds dry and clean, since humid, unhygienic conditions favour infection with both diseases.","Ili kuzuia coccidiosis na mycoplasmosis katika kuku, ng'ombe, kondoo, na mbuzi: inua mabwawa ya kulisha na kumwagilia juu ya ardhi ili kuzuia uchafuzi kutoka kwa kinyesi, na kuweka mabanda ya mifugo kavu na safi, kwani hali ya unyevunyevu, isiyo safi inapendelea kuambukizwa na magonjwa yote mawili.",,"Farm Radio International, ""Managing livestock diseases: Mycoplasmosis and coccidiosis"" (scripts.farmradio.fm/radio-script/managing-livestock-diseases-mycoplasmosis-and-coccidiosis/)",2026-07-15,tone=advisory; platform=Farm Radio International backgrounder; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.233
AGRI_163,Agriculture,Sustainable Farming,"If you use improved fallows (planting a cover crop/shrub to rest and restore land) to improve soil fertility, remember to replace the phosphorus removed when you cut the shrubs before you plant your next crop - add compost or manure, or for best results apply a phosphate fertilizer (such as DAP, SSP, TSP, or rock phosphate).","Ikiwa unatumia magugu yaliyoboreshwa (kupanda mazao ya kufunika/mimea ya miche ili kupumzika na kurudisha udongo) ili kuboresha uzazi wa udongo, kumbuka kuchukua nafasi ya fosforasi iliyotolewa unapokatua miche kabla ya kupanda mazao yako ya pili - ongeza mbolea au uchafu, au kwa matokeo bora tumia mbolea ya phosphate (kama vile DAP, SSP, TSP, au phosphate ya mwamba).",,"Farm Radio International, ""Farmers who use improved fallows must replace phosphorous in soils"" (scripts.farmradio.fm/radio-script/farmers-who-use-improved-fallows-must-replace-phosphorous-in-soils/)",2026-07-15,tone=advisory; platform=Farm Radio International script; urgency=medium; translation=team; source_lang=en; qa_tool=nllb; qa_roundtrip=0.619
AGRI_164,Agriculture,Crop Production,"As a free, locally-available pesticide for pests and diseases in beans, some farmers grind the leaves of Tephrosia vogelii (known locally by various names), soak them in water for several hours, filter the water, and spray it on both infected and healthy bean plants. Note this method hasn't been scientifically tested for safety, so use with care.","Wakiwa huru, baadhi ya wakulima husaga majani ya Tephrosia vogelii (yajulikanayo kwa majina mbalimbali), hulowesha maji kwa muda wa saa kadhaa, huchuja maji, na kuyanyunyiza kwenye mimea iliyoambukizwa na inayofaa.",,"Farm Radio International, ""Women farmers use local methods to fight pests and diseases in beans"" (scripts.farmradio.fm/radio-script/women-farmers-use-local-methods-to-fight-pests-and-diseases-in-beans/), Kigoma Region, Tanzania",2026-07-15,tone=advisory; platform=Farm Radio International script; urgency=low; translation=team; source_lang=en; country=Tanzania; qa_tool=azure; qa_roundtrip=0.562
AGRI_165,Agriculture,Sustainable Farming,"Before planting, clear weeds and dig minimal-disturbance holes for seeds; while crops grow, use natural biopesticides first and chemical pesticides only for stubborn pests; add mulch, compost, and manure to boost soil fertility and retain moisture; and after harvest, rotate to an unrelated crop (for example, beans after maize) to improve soil health and reduce pests and diseases.","Kabla ya kupanda, futa magugu na uchimbe mashimo ya usumbufu mdogo kwa mbegu; wakati mazao yanakua, tumia viuatilifu vya asili kwanza na dawa za kemikali tu kwa wadudu wakaidi; ongeza matandazo, mbolea, na mbolea ili kuongeza rutuba ya udongo na kuhifadhi unyevu; na baada ya kuvuna, zungusha kwa mazao yasiyohusiana (kwa mfano, maharagwe baada ya mahindi) ili kuboresha afya ya udongo na kupunguza wadudu na magonjwa.",,"Farm Radio International, ""Radio spots on circular and regenerative agriculture"", Spot #1 (scripts.farmradio.fm/radio-script/radio-spots-on-circular-and-regenerative-agriculture/), Uganda",2026-07-15,tone=advisory; platform=Farm Radio International radio spot; urgency=low; translation=team; source_lang=en; country=Uganda; qa_tool=azure; qa_roundtrip=0.421
AGRI_167,Agriculture,Sustainable Farming,"To improve soil fertility and get a source of firewood, plant Gliricidia sepium trees (grown from seed or stem cuttings) in alley rows alongside your crops - space trees 100cm apart within rows, with 5 metres between rows, to allow enough sunlight and easy pruning and harvesting.","Ili kuboresha rutuba ya udongo na kupata chanzo cha kuni, panda miti ya sepium ya Gliricidia (iliyopandwa kutoka kwa vipandikizi vya mbegu au shina) katika safu za uchochoro kando ya mazao yako - weka miti 100cm mbali ndani ya safu, na mita 5 kati ya safu, ili kuruhusu mwanga wa jua wa kutosha na kupogoa na kuvuna kwa urahisi.",,"Farm Radio International, ""Plant Gliricidia sepium for soil fertility and fuelwood"" (scripts.farmradio.fm/radio-script/plant-gliricidia-sepium-for-soil-fertility-and-fuelwood/), Eastern Province, Zambia",2026-07-15,tone=advisory; platform=Farm Radio International script; urgency=low; translation=team; source_lang=en; country=Zambia; qa_tool=azure; qa_roundtrip=0.825
AGRI_168,Agriculture,Sustainable Farming,"During Uganda's May rains, farmers and communities are advised to monitor weather updates and early warnings, harvest rainwater to maximize agricultural production, secure roofs and structures before storms, and clear drainage channels to reduce flood damage to crops and property.","Wakati wa mvua za Mei za Uganda, wakulima na jamii wanashauriwa kufuatilia sasisho za hali ya hewa na maonyo ya mapema, kuvuna maji ya mvua ili kuongeza uzalishaji wa kilimo, kulinda paa na miundo kabla ya dhoruba, na kusafisha mifereji ya maji ili kupunguza uharibifu wa mafuriko kwa mazao na mali.",,"Uganda Ministry of Water and Environment, Weather Update for May 2026 (necoc.opm.go.ug/NRVA/May 2026 Monthly Weather Update.pdf), OCR-extracted, image-only PDF",2026-05-04,tone=advisory; platform=government meteorological bulletin; urgency=medium; translation=team; source_lang=en; country=Uganda; qa_tool=azure; qa_roundtrip=0.621
AGRI_169,Agriculture,Crop Production,"To prevent maize downy mildew disease (locally called 'nanzikambe' in Chichewa): till the field deeply before planting, use certified seed from licensed sellers, avoid planting maize near sugarcane, use recommended plant spacing for good airflow, rotate maize with legume crops, and treat seed with Metalaxyl fungicide (6g per kg of seed).","Ili kuzuia ugonjwa wa ukungu wa mahindi (unaojulikana Malawi kama 'nanzikambe'): lima shamba kwa kina kabla ya kupanda, tumia mbegu zilizothibitishwa kutoka kwa wauzaji walioidhinishwa, epuka kupanda mahindi karibu na miwa, panda kwa nafasi inayopendekezwa ili hewa ipite vizuri, badilisha mahindi na mazao ya jamii ya mikunde, na tibu mbegu kwa dawa ya kuvu ya Metalaxyl (gramu 6 kwa kilo ya mbegu).",,"Malawi Ministry of Agriculture, ""Kuzindikira ndi kulimbana ndi matenda a nanzikambe mu chimanga"" [Recognizing and fighting downy mildew disease in maize], dodma.gov.mw/newssingle/3",2025-12-31,"tone=advisory; platform=government news/extension article; urgency=medium; translation=team; source_lang=ny; country=Malawi; note=translated from Chichewa (not English), a new source language for this project - recommend a native-speaker check before final submission"
AGRI_170,Agriculture,Crop Production,"If your maize is infected with downy mildew disease: uproot and bury infected plants promptly, avoid walking through infected areas to prevent spreading the disease, remove volunteer sorghum shoots from the field, and after harvest burn or bury crop residues from affected fields; consult your nearest agricultural extension officer for more guidance.","Ikiwa mahindi yako yameshambuliwa na ugonjwa wa ukungu (nanzikambe): ng'oa na uzike mimea iliyoathirika mara moja, epuka kutembea kwenye maeneo yaliyoathirika ili kuzuia kuenea kwa ugonjwa, ondoa machipukizi ya mtama yanayojitokeza yenyewe shambani, na baada ya mavuno choma au zika mabaki ya mazao kutoka mashamba yaliyoathirika; wasiliana na afisa ugani wa kilimo aliye karibu nawe kwa ushauri zaidi.",,"Malawi Ministry of Agriculture, ""Kuzindikira ndi kulimbana ndi matenda a nanzikambe mu chimanga"" [Recognizing and fighting downy mildew disease in maize], dodma.gov.mw/newssingle/3",2025-12-31,"tone=advisory; platform=government news/extension article; urgency=medium; translation=team; source_lang=ny; country=Malawi; note=translated from Chichewa (not English), a new source language for this project - recommend a native-speaker check before final submission"
AGRI_171,Agriculture,Crop Production,"To avoid buying counterfeit maize seed, look for the scratch-code sticker on the seed packet, scratch it, and send the code to the toll-free verification number to confirm authenticity before planting - as KEPHIS Deputy Director for Seed Certification Ephraim Wachira put it, 'This sticker is what helps farmers distinguish between genuine and fake seed.'","Ili kuepuka kununua mbegu ghushi za mahindi, tafuta kibandiko cha msimbo wa mwanzo kwenye pakiti ya mbegu, uikwaruze, na utume msimbo kwa nambari ya uthibitishaji isiyolipishwa ili kuthibitisha uhalisi kabla ya kupanda - kama Naibu Mkurugenzi wa KEPHIS wa Udhibitisho wa Mbegu Ephraim Wachira alivyosema, 'Kibandiko hiki ndicho kinachowasaidia wakulima kutofautisha kati ya mbegu halisi na bandia.'",,"The Standard, ""Farmers risk losing half their harvest, agency warns"" (standardmedia.co.ke/counties/article/2001547918), quoting KEPHIS Deputy Director for Seed Certification Ephraim Wachira",2026-05-15,tone=warning; platform=news article with direct agency quote; urgency=high; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.348
AGRI_172,Agriculture,Crop Production,"To manage bacterial wilt in enset, sterilize cutting tools with 70% alcohol or bleach (or heat them until red-hot) before and after each plant, dig out and bury diseased plants deep in a pit, use disease-free seedlings, rotate with cereal or pulse crops (not banana), and fence the field to keep out animals that can spread the disease.","Ili kudhibiti kuharibika kwa bakteria katika enset, sterilize zana za kukata na 70% ya pombe au bleach (au joto yao hadi moto nyekundu) kabla na baada ya kila mmea, kuchimba nje na kuzikwa mimea wagonjwa kina kirefu katika shimo, kutumia mbegu zisizo na ugonjwa, kugeuka na nafaka au pulse mazao (si banana), na fence shamba ili kuweka nje wanyama ambao wanaweza kueneza ugonjwa.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Controlling bacterial wilt of enset using cultural methods"", Created in Ethiopia, August 2014, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20157800326.pdf)",2014-08-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=medium; translation=team; source_lang=en; country=Ethiopia; qa_tool=nllb; qa_roundtrip=0.419
AGRI_173,Agriculture,Crop Production,"To manage groundnut rosette disease, plant early with the first good rains (late planting attracts more aphids that spread the virus), use the correct plant spacing, plant resistant varieties (in Malawi: Nsinjilo, Chalimbana 2005, Chitala, Baka), and uproot and destroy (burn or bury) infected plants.","Ili kudhibiti ugonjwa wa rosette ya karanga, panda mapema na mvua nzuri ya kwanza (upandaji wa marehemu huvutia aphids zaidi zinazoeneza virusi), tumia nafasi sahihi ya mimea, aina zinazostahimili mimea (nchini Malawi: Nsinjilo, Chalimbana 2005, Chitala, Baka), na kung'oa na kuharibu (kuchoma au kuzika) mimea iliyoambukizwa.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Management of Rosette in Groundnuts"", Created in Malawi, July 2013, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20167800237.pdf)",2013-07-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=medium; translation=team; source_lang=en; country=Malawi; qa_tool=azure; qa_roundtrip=0.338
AGRI_174,Agriculture,Crop Production,"To control fruit flies in mango orchards, make simple traps from small plastic containers with a hanging cotton wick, drench the wick with a 10-20% pesticide solution (such as malathion, fenthion, or deltamethrin) plus a lure like methyl eugenol, and hang the traps in and around the orchard - flies are attracted by the lure and killed by the pesticide.","Ili kudhibiti nzi wa matunda kwenye bustani za embe, tengeneza mitego rahisi kutoka kwa vyombo vidogo vya plastiki na utambi wa pamba unaoning'inia, loweka utambi na suluhisho la dawa ya 10-20% (kama vile malathion, fenthion, au deltamethrin) pamoja na chambo kama methyl eugenol, na utundike mitego ndani na karibu na bustani - nzi huvutiwa na kivutio na kuuawa na dawa ya wadudu.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Management of fruit flies in mangoes using traps"", Created in Malawi, August 2014, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20167800330.pdf)",2014-08-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=medium; translation=team; source_lang=en; country=Malawi; qa_tool=azure; qa_roundtrip=0.488
AGRI_175,Agriculture,Crop Production,"Banana Xanthomonas wilt is not yet in Ghana, but if you spot it: immediately uproot infected plants, cut them into pieces and bury deep away from the farm; remove the male bud with a forked stick (not a cutlass) before it opens; disinfect farm tools with 10% bleach or fire; and never take planting material (suckers) from an infected farm.","Mnyauko wa ndizi Xanthomonas bado haujawa Ghana, lakini ukiiona: mara moja kung'oa mimea iliyoambukizwa, ikate vipande vipande na uzike mbali kabisa na shamba; ondoa bud ya kiume na fimbo iliyopigwa (sio cutlass) kabla ya kufungua; disinfect zana za shamba na 10% bleach au moto; na kamwe usichukue nyenzo za kupanda (suckers) kutoka kwa shamba lililoambukizwa.",,"CABI Plantwise ""Factsheets for Farmers"" - ""How to Recognise Banana Xanthomonas Wilt"", Created in Ghana, May 2016, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20167800917.pdf)",2016-05-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=high; translation=team; source_lang=en; country=Ghana; qa_tool=azure; qa_roundtrip=0.364
AGRI_176,Agriculture,Crop Production,"To limit the spread of eucalyptus gall wasp, never transport or distribute seedlings from an infected nursery to disease-free areas, remove and burn affected plant parts and fallen leaves (especially September-November), and be aware that registered chemical treatments for this pest are not yet available in Ethiopia.","Ili kupunguza kuenea kwa nyumbu ya gall ya eucalyptus, kamwe usafirishe au usambaze miche kutoka kwa kiota cha watoto kilichoambukizwa kwenda maeneo yasiyo na magonjwa, ondoa na kuchoma sehemu za mimea iliyoathiriwa na majani yaliyoanguka (haswa Septemba-Novemba), na ujue kuwa matibabu ya kemikali yaliyoorodheshwa kwa wadudu hawa bado hayapatikani Ethiopia.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Eucalyptus gall wasp (Blue gum chalcid)"", Created in Ethiopia, October 2015, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20167801209.pdf)",2015-10-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=low; translation=team; source_lang=en; country=Ethiopia; qa_tool=nllb; qa_roundtrip=0.691
AGRI_177,Agriculture,Crop Production,"To manage boron deficiency in pawpaw, apply 5-10kg of well-decomposed manure per plant annually at the start of the rainy season, and apply 0.5-5g of Borax fertilizer around the base of young plants; for mature plants, a foliar spray of water-soluble boron corrects the deficiency faster than soil application.","Ili kudhibiti upungufu wa boroni katika pawpaw, tumia 5-10kg ya mbolea iliyoharibika vizuri kwa kila mmea kila mwaka mwanzoni mwa msimu wa mvua, na tumia 0.5-5g ya mbolea ya Borax karibu na msingi wa mimea ya vijana; kwa mimea ya kukomaa, dawa ya majani ya boroni ya maji huondoa upungufu haraka kuliko matumizi ya udongo.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Prevention of boron deficiency in pawpaw"", Created in Malawi, July 2018, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20197800173.pdf)",2018-07-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=low; translation=team; source_lang=en; country=Malawi; qa_tool=nllb; qa_roundtrip=0.394
AGRI_178,Agriculture,Crop Production,"Plant certified seeds using the correct planting methods - as KALRO Director Robert Musyoki puts it, this is 'the best way' to address Kenya's food deficit; certified seeds 'guarantee improved productivity and resilience,' according to KALRO Research Officer Samuel Kiiru.","Panda mbegu zilizoidhinishwa kwa kutumia njia sahihi za kupanda - kama Mkurugenzi wa KALRO Robert Musyoki anavyosema, hii ndiyo 'njia bora' ya kushughulikia upungufu wa chakula nchini Kenya; mbegu zilizoidhinishwa 'zinahakikisha tija na uthabiti,' kulingana na Afisa Utafiti wa KALRO Samuel Kiiru.",,"Kenya News Agency, ""Plant certified seeds to enhance food Security, KALRO urges farmers"" (kenyanews.go.ke/plant-certified-seeds-to-enhance-food-security-kalro-urges-farmers-2/), quoting KALRO Director Robert Musyoki and Research Officer Samuel Kiiru",2025-03-12,tone=advisory; platform=news article with direct agency quotes; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.573
AGRI_179,Agriculture,Crop Production,"To control nematodes in tomatoes without chemicals, plant Red Sunhemp (2kg seed per lima) in the field 3-3.5 months before growing tomatoes - its roots release a chemical that repels nematodes. Remove or plough in the Sunhemp plants after harvesting their seed, then plant your tomatoes.","Ili kudhibiti nematodes katika nyanya bila kemikali, panda Red Sunhemp (mbegu ya kilo 2 kwa lima) shambani miezi 3-3.5 kabla ya kukua nyanya - mizizi yake hutoa kemikali ambayo hufukuza nematodes. Ondoa au lima kwenye mimea ya Sunhemp baada ya kuvuna mbegu zao, kisha panda nyanya zako.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Red Sunhemp against nematodes in tomatoes"", Created in Zambia, August 2013, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20147801411.pdf)",2013-08-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=low; translation=team; source_lang=en; country=Zambia; qa_tool=azure; qa_roundtrip=0.88
AGRI_180,Agriculture,Crop Production,"To manage black Sigatoka in bananas, check your field weekly from planting until the tree matures. If you see an infected leaf, cut it carefully, bag it, and burn or bury it away from the field; if a whole tree is badly infected, cut it down and destroy it immediately. Always clean your tools with ethanol, bleach, or fire between uses.","Ili kudhibiti Sigatoka nyeusi katika ndizi, angalia shamba lako kila wiki tangu kupanda hadi mti ukomavu. Ikiwa unaona jani lenye maambukizi, likatikane kwa uangalifu, lifungue, na ulichome au ulilifiche mbali na shamba; ikiwa mti mzima umeambukizwa vibaya, ukate na kuharibu mara moja. Daima safisha zana zako kwa ethanol, beluch, au moto kati ya matumizi.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Reducing Black Sigatoka in your Banana field"", Created in Congo (DRC), May 2014, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20157800101.pdf)",2014-05-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=medium; translation=team; source_lang=en; country=DR Congo; qa_tool=nllb; qa_roundtrip=0.03
AGRI_181,Agriculture,Crop Production,"To protect stored maize from insect pests using an airtight metal silo: load only clean, dry maize (13% moisture or less), place a lit candle inside on a tray, then seal the silo. The candle burns up the oxygen and goes out on its own (5-20 minutes), and the resulting low-oxygen environment kills the insects without chemicals.","Ili kulinda mahindi yaliyohifadhiwa dhidi ya wadudu wadudu kwa kutumia silo ya chuma isiyopitisha hewa: pakia mahindi safi tu, kavu (unyevu 13% au chini), weka mshumaa uliowashwa ndani kwenye trei, kisha uzibe silo. Mshumaa huchoma oksijeni na kwenda peke yake (dakika 5-20), na mazingira ya chini ya oksijeni huua wadudu bila kemikali.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Grain storage in metal silos against insect pests"", Created in Zambia, July 2014, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20157800264.pdf)",2014-07-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=low; translation=team; source_lang=en; country=Zambia; qa_tool=azure; qa_roundtrip=0.787
AGRI_182,Agriculture,Crop Production,"To manage bacterial black spot in mango, prune off and destroy diseased twigs (sterilizing your tools between cuts), spray copper oxychloride-based products as soon as the disease appears nearby - before it infects your trees. Avoid spraying during fruit set, and do not enter the orchard for at least a day after spraying.","Ili kudhibiti doa nyeusi la bakteria kwenye embe, kata na uharibu matawi yenye ugonjwa (kusafisha zana zako kati ya kupunguzwa), nyunyiza bidhaa za oksikloridi ya shaba mara tu ugonjwa unapoonekana karibu - kabla ya kuambukiza miti yako. Epuka kunyunyizia dawa wakati wa kuweka matunda, na usiingie kwenye bustani kwa angalau siku baada ya kunyunyizia dawa.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Copper against bacterial black spot in mango"", Created in Zambia, December 2014, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20167800022.pdf)",2014-12-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=medium; translation=team; source_lang=en; country=Zambia; qa_tool=azure; qa_roundtrip=0.473
AGRI_183,Agriculture,Crop Production,"To control mango pulp weevil, harvest fruits earlier than usual (before fully ripe), and remove and bury fallen fruit debris at least 50cm deep (or compost it under at least 1m of other material) to stop weevils hatching and reinfesting the crop.","Ili kudhibiti weevil ya massa ya embe, vuna matunda mapema kuliko kawaida (kabla ya kuiva kabisa), na uondoe na uzike uchafu wa matunda ulioanguka kwa kina cha angalau 50cm (au uiweke mbolea chini ya angalau 1m ya nyenzo zingine) ili kuzuia wadudu kuanguliwa na kurejesha mazao.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Cultural control of mango pulp weevil"", Created in Zambia, July 2015, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20167800147.pdf)",2015-07-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=low; translation=team; source_lang=en; country=Zambia; qa_tool=azure; qa_roundtrip=0.801
AGRI_184,Agriculture,Crop Production,"To control anthracnose in African eggplant, buy a Mancozeb-based fungicide from a registered agro-dealer (avoid Mancozeb-Metalaxyl mixes), mix 40g per 20 litres of water plus 2 tablespoons of liquid soap as a sticker, and spray mid-morning or late afternoon avoiding wind and drought-stressed plants; observe a two-week pre-harvest interval.","Ili kudhibiti anthracnose katika biringanya ya Kiafrika, nunua dawa ya kuua kuvu inayotokana na Mancozeb kutoka kwa muuzaji wa kilimo aliyesajiliwa (epuka mchanganyiko wa Mancozeb-Metalaxyl), changanya 40g kwa lita 20 za maji pamoja na vijiko 2 vya sabuni ya maji kama kibandiko, na nyunyiza katikati ya asubuhi au alasiri kuepuka mimea inayofadhaika kwa upepo na ukame; Zingatia muda wa wiki mbili kabla ya mavuno.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Protect African eggplant from anthracnose"", Created in Zambia, September 2014, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20167800027.pdf)",2014-09-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=medium; translation=team; source_lang=en; country=Zambia; qa_tool=azure; qa_roundtrip=0.723
AGRI_185,Agriculture,Crop Production,"To control powdery mildew in okra without synthetic chemicals, pound 1.5kg of fresh neem leaves and soak in 16 litres of water for 24 hours, sieve, add 50g of soft soap as a sticker, then spray the whole plant, repeating after 2 weeks if symptoms persist. Stop spraying 10-14 days before harvest.","Ili kudhibiti ukungu wa unga kwenye bamia bila kemikali za syntetisk, pauni kilo 1.5 za majani safi ya mwarobaini na loweka kwenye lita 16 za maji kwa masaa 24, ungo, ongeza 50g ya sabuni laini kama kibandiko, kisha nyunyiza mmea mzima, ukirudia baada ya wiki 2 ikiwa dalili zitaendelea. Acha kunyunyizia siku 10-14 kabla ya kuvuna.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Neem extract to control powdery mildew in okra"", Created in Zambia, September 2016, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20177800425.pdf)",2016-09-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=low; translation=team; source_lang=en; country=Zambia; qa_tool=azure; qa_roundtrip=0.722
AGRI_186,Agriculture,Crop Production,"To control Kapinga (Bermuda grass) in maize fields, spray glyphosate on actively growing weeds a few days after rain (240ml per 16L water) before planting, then plant maize a day or more later; before or after maize germinates, spray Atrazine over moist soil (320ml per 16L water). Always follow label instructions and wear protective equipment.","Ili kudhibiti Kapinga (nyasi za Bermuda) katika mashamba ya mahindi, nyunyiza glyphosate kwenye magugu yanayokua kikamilifu siku chache baada ya mvua (240ml kwa maji 16L) kabla ya kupanda, kisha panda mahindi siku moja au zaidi baadaye; kabla au baada ya mahindi kuota, nyunyiza Atrazine juu ya udongo wenye unyevunyevu (320ml kwa maji 16L). Daima fuata maagizo ya lebo na uvaa vifaa vya kinga.",,"CABI Plantwise ""Factsheets for Farmers"" - ""Kapinga management with herbicides in maize"", Created in Zambia, July 2017, CC-BY-SA 4.0 (factsheetadmin.plantwise.org/Uploads/PDFs/20177801256.pdf)",2017-07-01,tone=advisory; platform=CABI Plantwise factsheet; urgency=medium; translation=team; source_lang=en; country=Zambia; qa_tool=azure; qa_roundtrip=0.858
AGRI_187,Agriculture,Sustainable Farming,"Ahead of a forecast dry spell, Kenya's Meteorological Department and agriculture ministry advise crop farmers to heavily mulch their fields, practice minimum tillage, construct tied ridges, and invest in rainwater harvesting structures to conserve soil moisture.","Kabla ya kipindi cha ukame kinachotabiriwa, Idara ya Hali ya Hewa na wizara ya kilimo ya Kenya wanawashauri wakulima wa mashamba yao waweke mashamba mengi, wafanye kazi ya kulima, wajenge vilima vilivyofungwa, na wawekeze katika miundo ya kukusanya maji ya mvua ili kuhifadhi unyevu wa udongo.",,"Kenya Meteorological Department, monthly climate advisory reported in ""Farmers Told to Conserve Moisture as Kenya Met Predicts Cold, Dry Conditions Throughout July"" (kenyans.co.ke/news/124954)",2026-06-05,tone=advisory; platform=government meteorological advisory via news coverage; urgency=high; translation=team; source_lang=en; qa_tool=nllb; qa_roundtrip=0.261
AGRI_188,Agriculture,Livestock,"Ahead of a forecast dry spell, livestock keepers - especially in Kenya's arid and semi-arid areas - are advised to conserve existing fodder, manage water supplies carefully, and shield animals from temperature extremes.","Hapo awali, walinzi wa mifugo, hasa katika maeneo yenye ukame ya Kenya, wanashauriwa wahifadhi chakula cha mifugo, wasimamie maji kwa uangalifu, na kulinda wanyama kutokana na joto kali.",,"Kenya Meteorological Department, monthly climate advisory reported in ""Farmers Told to Conserve Moisture as Kenya Met Predicts Cold, Dry Conditions Throughout July"" (kenyans.co.ke/news/124954)",2026-06-05,tone=advisory; platform=government meteorological advisory via news coverage; urgency=high; translation=team; source_lang=en; qa_tool=opus; qa_roundtrip=0.603
AGRI_189,Agriculture,Crop Production,"Harvest tomatoes in the early morning or late evening when the temperature is around 20C and the weather is dry. For storage, keep tomatoes at 12C and 86-90% relative humidity - they spoil if kept below 10C for over 2 weeks, or below 5C for more than 6-8 days, but can last 2-3 weeks at 10C or above.","Vuna nyanya asubuhi na mapema au jioni wakati joto ni karibu 20C na hali ya hewa ni kavu. Kwa kuhifadhi, weka nyanya kwa 12C na unyevu wa jamaa wa 86-90% - huharibika ikiwa zimehifadhiwa chini ya 10C kwa zaidi ya wiki 2, au chini ya 5C kwa zaidi ya siku 6-8, lakini zinaweza kudumu wiki 2-3 kwa 10C au zaidi.",,"Farm Radio International, ""Backgrounder: Reducing post-harvest losses in tomatoes"" (scripts.farmradio.fm/radio-script/backgrounder-reducing-post-harvest-losses-in-tomatoes/)",2026-07-15,tone=advisory; platform=Farm Radio International backgrounder; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.856
AGRI_190,Agriculture,Crop Production,"Leaving common bean roots in the soil after harvest adds an extra 20-60kg of nitrogen per hectare, available for the next crop - equivalent to 3/4-2 free bags of urea. With good agricultural practices, common bean can yield over 800kg per acre.","Baada ya kuvuna, mizizi ya maharage hubakia kwenye udongo na huongeza kilo 20-60 zaidi za nitrojeni kwenye udongo kwa hekta moja, ambayo itatumika kwa zao litakalofuata - sawa na mifuko 3/4-2 zaidi ya urea. Kwa kutumia mbinu sahihi za kilimo bora cha maharage, mavuno yanaweza kuwa zaidi ya kilo 800 kwa ekari.",,"Farm Radio International, ""Backgrounder: Growing common bean"" (scripts.farmradio.fm/radio-script/backgrounder-growing-common-bean/, Swahili: scripts.farmradio.fm/sw/mwongozo-wa-redio/nakala-juu-ya-kilimo-cha-maharage/), Tanzania",2026-07-15,tone=advisory; platform=Farm Radio International backgrounder; urgency=low; country=Tanzania
AGRI_191,Agriculture,Training,Grow skills! Equip schools with agricultural training labs.,Ukuaji! tayarisha shule kwa maabara za mafunzo ya kilimo.,Kinia ochusi! Agacha chinyomba chiobosayansi bwoboremi  chisukuru.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Education; qa_tool=opus; qa_roundtrip=0.789; promoted_from=EKEGUSIICORPUS_417
