Column1,Column2,Column3
HEA_00430,Health,Public health advisory: Ministry of Health - Reproductive Health Unit warns of increased Rift Valley Fever risk in Mandera County and advises the public to report any suspected cases to community health volunteers.
HEA_00431,Health,SHA (Social Health Authority) reminds the public that free Rift Valley Fever screening is available at all public health centres in Kiambu County this March.
HEA_00432,Health,Notice: KEMSA confirms a HIV/AIDS outbreak alert for Mombasa County. Residents are advised to report any suspected cases to community health volunteers.
HEA_00433,Health,Public health advisory: KEMRI warns of increased cyclosporiasis risk in Meru County and advises the public to avoid contact with contaminated water sources.
HEA_00434,Health,Public health advisory: Division of Disease Surveillance and Response warns of increased malaria risk in Taita-Taveta County and advises the public to complete the full recommended vaccination dose.
HEA_00435,Health,Ministry of Health - Reproductive Health Unit reminds the public that free cholera screening is available at all public health centres in Murang'a County this April.
HEA_00436,Health,Notice: Kenya Medical Association confirms a typhoid outbreak alert for Machakos County. Residents are advised to report any suspected cases to community health volunteers.
HEA_00437,Health,Notice: Ministry of Health confirms a HIV/AIDS outbreak alert for Makueni County. Residents are advised to complete the full recommended vaccination dose.
HEA_00438,Health,SHA (Social Health Authority) urges residents of Baringo County to avoid contact with contaminated water sources following a rise in reported measles cases.
HEA_00439,Health,Public health advisory: Kenya Red Cross warns of increased typhoid risk in Kisii County and advises the public to report any suspected cases to community health volunteers.
HEA_00440,Health,Public health advisory: KEMRI warns of increased Rift Valley Fever risk in Kitui County and advises the public to complete the full recommended vaccination dose.
HEA_00441,Health,Division of Disease Surveillance and Response calls on parents in Uasin Gishu County to have children under five screened for dengue fever during the December outreach.
HEA_00442,Health,CDC calls on parents in Homa Bay County to have children under five screened for tuberculosis during the April outreach.
HEA_00443,Health,Public health advisory: SHA (Social Health Authority) warns of increased dengue fever risk in Kajiado County and advises the public to report any suspected cases to community health volunteers.
HEA_00444,Health,SHA (Social Health Authority) urges residents of Tana River County to complete the full recommended vaccination dose following a rise in reported dengue fever cases.
HEA_00445,Health,Public health advisory: CDC warns of increased HIV/AIDS risk in Marsabit County and advises the public to use insecticide-treated mosquito nets every night.
HEA_00446,Health,SHA (Social Health Authority) calls on parents in Migori County to have children under five screened for meningitis during the April outreach.
HEA_00447,Health,SHA (Social Health Authority) calls on parents in Narok County to have children under five screened for cholera during the August outreach.
HEA_00448,Health,KEMSA calls on parents in Narok County to have children under five screened for Rift Valley Fever during the July outreach.
HEA_00449,Health,Public health advisory: Ministry of Health warns of increased typhoid risk in Bomet County and advises the public to seek immediate testing at the nearest health facility.
HEA_00450,Health,Kenya Red Cross calls on parents in Mombasa County to have children under five screened for tuberculosis during the December outreach.
HEA_00451,Health,Public health advisory: SHA (Social Health Authority) warns of increased HIV/AIDS risk in Kilifi County and advises the public to seek immediate testing at the nearest health facility.
HEA_00452,Health,Public health advisory: Ministry of Health warns of increased cholera risk in Lamu County and advises the public to report any suspected cases to community health volunteers.
HEA_00453,Health,KEMSA calls on parents in Mandera County to have children under five screened for cyclosporiasis during the November outreach.
HEA_00454,Health,Notice: Kenya Medical Association confirms a cyclosporiasis outbreak alert for Nandi County. Residents are advised to seek immediate testing at the nearest health facility.
HEA_00455,Health,Public health advisory: KEMSA warns of increased malaria risk in Kisumu County and advises the public to complete the full recommended vaccination dose.
HEA_00456,Health,Public health advisory: Kenya Medical Association warns of increased tuberculosis risk in Kajiado County and advises the public to seek immediate testing at the nearest health facility.
HEA_00457,Health,Kenya Red Cross urges residents of Baringo County to avoid contact with contaminated water sources following a rise in reported dengue fever cases.
HEA_00458,Health,Public health advisory: Kenya Medical Association warns of increased Rift Valley Fever risk in Kitui County and advises the public to report any suspected cases to community health volunteers.
HEA_00459,Health,Kenya Red Cross reminds the public that free malaria screening is available at all public health centres in Tharaka-Nithi County this December.
HEA_00460,Health,Kenya Medical Association urges residents of Busia County to complete the full recommended vaccination dose following a rise in reported tuberculosis cases.
HEA_00461,Health,SHA (Social Health Authority) urges residents of Bungoma County to use insecticide-treated mosquito nets every night following a rise in reported Rift Valley Fever cases.
HEA_00462,Health,KEMRI urges residents of Kilifi County to complete the full recommended vaccination dose following a rise in reported Rift Valley Fever cases.
HEA_00463,Health,Public health advisory: KEMRI warns of increased dengue fever risk in Tana River County and advises the public to report any suspected cases to community health volunteers.
HEA_00464,Health,Division of Disease Surveillance and Response reminds the public that free HIV/AIDS screening is available at all public health centres in Kakamega County this October.
HEA_00465,Health,Kenya Red Cross reminds the public that free dengue fever screening is available at all public health centres in Marsabit County this November.
HEA_00466,Health,Kenya Medical Association reminds the public that free cholera screening is available at all public health centres in Kirinyaga County this May.
HEA_00467,Health,Public health advisory: KEMSA warns of increased cyclosporiasis risk in Siaya County and advises the public to use insecticide-treated mosquito nets every night.
HEA_00468,Health,Ministry of Health calls on parents in Turkana County to have children under five screened for cyclosporiasis during the November outreach.
HEA_00469,Health,Public health advisory: Division of Disease Surveillance and Response warns of increased cyclosporiasis risk in Kisii County and advises the public to complete the full recommended vaccination dose.
HEA_00470,Health,Notice: Kenya Medical Association confirms a Rift Valley Fever outbreak alert for Meru County. Residents are advised to complete the full recommended vaccination dose.
HEA_00471,Health,Kenya Red Cross reminds the public that free Rift Valley Fever screening is available at all public health centres in Nyamira County this March.
HEA_00472,Health,CDC urges residents of Uasin Gishu County to use insecticide-treated mosquito nets every night following a rise in reported dengue fever cases.
HEA_00473,Health,Kenya Medical Association reminds the public that free tuberculosis screening is available at all public health centres in Machakos County this May.
HEA_00474,Health,Notice: SHA (Social Health Authority) confirms a malaria outbreak alert for Nandi County. Residents are advised to use insecticide-treated mosquito nets every night.
HEA_00475,Health,Ministry of Health reminds the public that free meningitis screening is available at all public health centres in Nyandarua County this July.
HEA_00476,Health,Public health advisory: Ministry of Health warns of increased meningitis risk in Lamu County and advises the public to use insecticide-treated mosquito nets every night.
HEA_00477,Health,Ministry of Health - Reproductive Health Unit reminds the public that free typhoid screening is available at all public health centres in Embu County this June.
HEA_00478,Health,KEMRI urges residents of Tharaka-Nithi County to avoid contact with contaminated water sources following a rise in reported malaria cases.
HEA_00479,Health,KEMRI reminds the public that free dengue fever screening is available at all public health centres in Trans Nzoia County this April.
HEA_00480,Health,Notice: Kenya Red Cross confirms a dengue fever outbreak alert for Samburu County. Residents are advised to report any suspected cases to community health volunteers.
HEA_00481,Health,Notice: Kenya Red Cross confirms a Rift Valley Fever outbreak alert for West Pokot County. Residents are advised to avoid contact with contaminated water sources.
HEA_00482,Health,Ministry of Health - Reproductive Health Unit urges residents of Murang'a County to report any suspected cases to community health volunteers following a rise in reported HIV/AIDS cases.
HEA_00483,Health,Ministry of Health calls on parents in Kakamega County to have children under five screened for measles during the April outreach.
HEA_00484,Health,Kenya Red Cross urges residents of Bomet County to avoid contact with contaminated water sources following a rise in reported meningitis cases.
HEA_00485,Health,Notice: KEMSA confirms a tuberculosis outbreak alert for Tharaka-Nithi County. Residents are advised to avoid contact with contaminated water sources.
HEA_00486,Health,Public health advisory: KEMRI warns of increased HIV/AIDS risk in Nakuru County and advises the public to report any suspected cases to community health volunteers.
HEA_00487,Health,Ministry of Health - Reproductive Health Unit calls on parents in Baringo County to have children under five screened for HIV/AIDS during the March outreach.
HEA_00488,Health,KEMSA reminds the public that free Rift Valley Fever screening is available at all public health centres in Nairobi County this September.
HEA_00489,Health,CDC reminds the public that free dengue fever screening is available at all public health centres in Kisumu County this January.
HEA_00490,Health,SHA (Social Health Authority) urges residents of Homa Bay County to avoid contact with contaminated water sources following a rise in reported cholera cases.
HEA_00491,Health,KEMRI reminds the public that free measles screening is available at all public health centres in Lamu County this December.
HEA_00492,Health,KEMRI urges residents of Narok County to seek immediate testing at the nearest health facility following a rise in reported HIV/AIDS cases.
HEA_00493,Health,Public health advisory: Ministry of Health - Reproductive Health Unit warns of increased cholera risk in Homa Bay County and advises the public to seek immediate testing at the nearest health facility.
HEA_00494,Health,Public health advisory: CDC warns of increased cholera risk in Uasin Gishu County and advises the public to use insecticide-treated mosquito nets every night.
HEA_00495,Health,Notice: CDC confirms a dengue fever outbreak alert for Nyeri County. Residents are advised to avoid contact with contaminated water sources.
HEA_00496,Health,SHA (Social Health Authority) reminds the public that free measles screening is available at all public health centres in Garissa County this September.
HEA_00497,Health,KEMRI reminds the public that free typhoid screening is available at all public health centres in Busia County this September.
HEA_00498,Health,Notice: Kenya Red Cross confirms a HIV/AIDS outbreak alert for Trans Nzoia County. Residents are advised to avoid contact with contaminated water sources.
HEA_00499,Health,KEMRI calls on parents in Kisii County to have children under five screened for typhoid during the April outreach.
HEA_00500,Health,Ministry of Health urges residents of Taita-Taveta County to avoid contact with contaminated water sources following a rise in reported cyclosporiasis cases.
HEA_00501,Health,Public health advisory: Ministry of Health - Reproductive Health Unit warns of increased cholera risk in Tana River County and advises the public to complete the full recommended vaccination dose.
HEA_00502,Health,Ministry of Health - Reproductive Health Unit urges residents of Elgeyo-Marakwet County to use insecticide-treated mosquito nets every night following a rise in reported HIV/AIDS cases.
HEA_00503,Health,CDC urges residents of Kilifi County to use insecticide-treated mosquito nets every night following a rise in reported tuberculosis cases.
HEA_00504,Health,Kenya Red Cross calls on parents in Kilifi County to have children under five screened for typhoid during the February outreach.
HEA_00505,Health,Public health advisory: Ministry of Health warns of increased cholera risk in Meru County and advises the public to complete the full recommended vaccination dose.
HEA_00506,Health,Public health advisory: KEMSA warns of increased malaria risk in Nyamira County and advises the public to report any suspected cases to community health volunteers.
HEA_00507,Health,KEMRI reminds the public that free dengue fever screening is available at all public health centres in Kakamega County this July.
HEA_00508,Health,Notice: Kenya Medical Association confirms a malaria outbreak alert for Mandera County. Residents are advised to use insecticide-treated mosquito nets every night.
HEA_00509,Health,Notice: Ministry of Health confirms a tuberculosis outbreak alert for Garissa County. Residents are advised to seek immediate testing at the nearest health facility.
HEA_00510,Health,Notice: Kenya Medical Association confirms a typhoid outbreak alert for Murang'a County. Residents are advised to avoid contact with contaminated water sources.
HEA_00511,Health,KEMRI calls on parents in Turkana County to have children under five screened for cyclosporiasis during the September outreach.
HEA_00512,Health,KEMSA calls on parents in Migori County to have children under five screened for cyclosporiasis during the October outreach.
HEA_00513,Health,Kenya Red Cross urges residents of Machakos County to seek immediate testing at the nearest health facility following a rise in reported malaria cases.
HEA_00514,Health,Notice: KEMSA confirms a measles outbreak alert for Samburu County. Residents are advised to avoid contact with contaminated water sources.
HEA_00515,Health,Notice: Division of Disease Surveillance and Response confirms a cholera outbreak alert for Garissa County. Residents are advised to report any suspected cases to community health volunteers.
HEA_00516,Health,Division of Disease Surveillance and Response calls on parents in Nyandarua County to have children under five screened for measles during the February outreach.
HEA_00517,Health,KEMSA urges residents of Elgeyo-Marakwet County to use insecticide-treated mosquito nets every night following a rise in reported dengue fever cases.
HEA_00518,Health,Public health advisory: Kenya Medical Association warns of increased malaria risk in Garissa County and advises the public to report any suspected cases to community health volunteers.
HEA_00519,Health,Public health advisory: SHA (Social Health Authority) warns of increased HIV/AIDS risk in Bungoma County and advises the public to avoid contact with contaminated water sources.
HEA_00520,Health,Kenya Red Cross urges residents of Uasin Gishu County to use insecticide-treated mosquito nets every night following a rise in reported malaria cases.
HEA_00521,Health,CDC reminds the public that free cyclosporiasis screening is available at all public health centres in Isiolo County this November.
HEA_00522,Health,KEMSA reminds the public that free typhoid screening is available at all public health centres in Nyandarua County this May.
HEA_00523,Health,KEMSA calls on parents in Lamu County to have children under five screened for cyclosporiasis during the March outreach.
HEA_00524,Health,Notice: Kenya Medical Association confirms a malaria outbreak alert for Kirinyaga County. Residents are advised to report any suspected cases to community health volunteers.
HEA_00525,Health,Notice: KEMRI confirms a Rift Valley Fever outbreak alert for Nairobi County. Residents are advised to use insecticide-treated mosquito nets every night.
HEA_00526,Health,Public health advisory: KEMRI warns of increased measles risk in Baringo County and advises the public to report any suspected cases to community health volunteers.
HEA_00527,Health,Kenya Medical Association urges residents of Kiambu County to report any suspected cases to community health volunteers following a rise in reported cyclosporiasis cases.
HEA_00528,Health,Division of Disease Surveillance and Response calls on parents in Elgeyo-Marakwet County to have children under five screened for meningitis during the November outreach.
HEA_00529,Health,Kenya Red Cross reminds the public that free tuberculosis screening is available at all public health centres in Murang'a County this October.
HEA_00530,Health,Division of Disease Surveillance and Response calls on parents in Meru County to have children under five screened for HIV/AIDS during the July outreach.
HEA_00531,Health,Notice: Ministry of Health - Reproductive Health Unit confirms a HIV/AIDS outbreak alert for Kakamega County. Residents are advised to avoid contact with contaminated water sources.
HEA_00532,Health,Notice: Kenya Medical Association confirms a meningitis outbreak alert for West Pokot County. Residents are advised to complete the full recommended vaccination dose.
HEA_00533,Health,Public health advisory: CDC warns of increased dengue fever risk in Meru County and advises the public to seek immediate testing at the nearest health facility.
HEA_00534,Health,KEMRI calls on parents in Nandi County to have children under five screened for malaria during the May outreach.
HEA_00535,Health,Ministry of Health - Reproductive Health Unit calls on parents in Mandera County to have children under five screened for typhoid during the November outreach.
HEA_00536,Health,Kenya Red Cross reminds the public that free cyclosporiasis screening is available at all public health centres in Homa Bay County this March.
HEA_00537,Health,SHA (Social Health Authority) calls on parents in Nandi County to have children under five screened for Rift Valley Fever during the October outreach.
HEA_00538,Health,Public health advisory: Kenya Medical Association warns of increased cyclosporiasis risk in Kericho County and advises the public to use insecticide-treated mosquito nets every night.
HEA_00539,Health,Division of Disease Surveillance and Response urges residents of Kisii County to seek immediate testing at the nearest health facility following a rise in reported meningitis cases.
HEA_00540,Health,KEMRI urges residents of Homa Bay County to complete the full recommended vaccination dose following a rise in reported HIV/AIDS cases.
HEA_00541,Health,Public health advisory: Ministry of Health warns of increased cyclosporiasis risk in Kakamega County and advises the public to report any suspected cases to community health volunteers.
HEA_00542,Health,SHA (Social Health Authority) calls on parents in Mombasa County to have children under five screened for typhoid during the February outreach.
HEA_00543,Health,CDC reminds the public that free meningitis screening is available at all public health centres in Kajiado County this September.
HEA_00544,Health,Public health advisory: KEMRI warns of increased cyclosporiasis risk in Nandi County and advises the public to avoid contact with contaminated water sources.
HEA_00545,Health,Public health advisory: CDC warns of increased cholera risk in Marsabit County and advises the public to avoid contact with contaminated water sources.
HEA_00546,Health,Kenya Red Cross urges residents of Uasin Gishu County to complete the full recommended vaccination dose following a rise in reported malaria cases.
HEA_00547,Health,Notice: Kenya Red Cross confirms a tuberculosis outbreak alert for Kiambu County. Residents are advised to use insecticide-treated mosquito nets every night.
HEA_00548,Health,Division of Disease Surveillance and Response calls on parents in Laikipia County to have children under five screened for Rift Valley Fever during the February outreach.
HEA_00549,Health,Division of Disease Surveillance and Response calls on parents in Lamu County to have children under five screened for cholera during the May outreach.
HEA_00550,Health,Ministry of Health urges residents of Kiambu County to complete the full recommended vaccination dose following a rise in reported malaria cases.
HEA_00551,Health,CDC reminds the public that free measles screening is available at all public health centres in Meru County this September.
HEA_00552,Health,Notice: CDC confirms a tuberculosis outbreak alert for Elgeyo-Marakwet County. Residents are advised to avoid contact with contaminated water sources.
HEA_00553,Health,KEMSA reminds the public that free cyclosporiasis screening is available at all public health centres in Siaya County this November.
HEA_00554,Health,Ministry of Health calls on parents in Busia County to have children under five screened for Rift Valley Fever during the April outreach.
HEA_00555,Health,Public health advisory: Kenya Medical Association warns of increased tuberculosis risk in Samburu County and advises the public to complete the full recommended vaccination dose.
HEA_00556,Health,Notice: SHA (Social Health Authority) confirms a dengue fever outbreak alert for Kakamega County. Residents are advised to complete the full recommended vaccination dose.
HEA_00557,Health,Notice: Division of Disease Surveillance and Response confirms a malaria outbreak alert for Tharaka-Nithi County. Residents are advised to report any suspected cases to community health volunteers.
HEA_00558,Health,CDC calls on parents in Siaya County to have children under five screened for meningitis during the June outreach.
HEA_00559,Health,Kenya Medical Association calls on parents in Vihiga County to have children under five screened for HIV/AIDS during the February outreach.
HEA_00560,Health,Notice: Ministry of Health - Reproductive Health Unit confirms a typhoid outbreak alert for Busia County. Residents are advised to use insecticide-treated mosquito nets every night.
HEA_00561,Health,Public health advisory: SHA (Social Health Authority) warns of increased HIV/AIDS risk in Migori County and advises the public to seek immediate testing at the nearest health facility.
HEA_00562,Health,Kenya Red Cross reminds the public that free HIV/AIDS screening is available at all public health centres in Wajir County this March.
HEA_00563,Health,CDC reminds the public that free meningitis screening is available at all public health centres in Samburu County this July.
HEA_00564,Health,Kenya Medical Association reminds the public that free Rift Valley Fever screening is available at all public health centres in Elgeyo-Marakwet County this March.
HEA_00565,Health,Public health advisory: KEMSA warns of increased Rift Valley Fever risk in Bomet County and advises the public to report any suspected cases to community health volunteers.
HEA_00566,Health,KEMSA reminds the public that free meningitis screening is available at all public health centres in Murang'a County this August.
HEA_00567,Health,Division of Disease Surveillance and Response urges residents of Mombasa County to complete the full recommended vaccination dose following a rise in reported measles cases.
HEA_00568,Health,CDC calls on parents in Narok County to have children under five screened for Rift Valley Fever during the November outreach.
HEA_00569,Health,Ministry of Health - Reproductive Health Unit calls on parents in Uasin Gishu County to have children under five screened for Rift Valley Fever during the December outreach.
HEA_00570,Health,KEMSA calls on parents in Taita-Taveta County to have children under five screened for cholera during the October outreach.
HEA_00571,Health,Kenya Red Cross reminds the public that free tuberculosis screening is available at all public health centres in Kilifi County this May.
HEA_00572,Health,Public health advisory: Kenya Red Cross warns of increased meningitis risk in Isiolo County and advises the public to avoid contact with contaminated water sources.
HEA_00573,Health,Public health advisory: CDC warns of increased malaria risk in Wajir County and advises the public to report any suspected cases to community health volunteers.
HEA_00574,Health,Public health advisory: Division of Disease Surveillance and Response warns of increased Rift Valley Fever risk in Kericho County and advises the public to use insecticide-treated mosquito nets every night.
HEA_00575,Health,Kenya Medical Association reminds the public that free tuberculosis screening is available at all public health centres in Garissa County this December.
HEA_00576,Health,Notice: Ministry of Health confirms a HIV/AIDS outbreak alert for Nandi County. Residents are advised to seek immediate testing at the nearest health facility.
HEA_00577,Health,SHA (Social Health Authority) calls on parents in Machakos County to have children under five screened for meningitis during the April outreach.
HEA_00578,Health,Notice: Kenya Medical Association confirms a measles outbreak alert for Isiolo County. Residents are advised to complete the full recommended vaccination dose.
HEA_00579,Health,Ministry of Health reminds the public that free dengue fever screening is available at all public health centres in Kakamega County this June.
HEA_00580,Health,Notice: CDC confirms a typhoid outbreak alert for Isiolo County. Residents are advised to report any suspected cases to community health volunteers.
HEA_00581,Health,Public health advisory: Kenya Red Cross warns of increased malaria risk in Narok County and advises the public to complete the full recommended vaccination dose.
HEA_00582,Health,Ministry of Health calls on parents in Nyandarua County to have children under five screened for measles during the November outreach.
HEA_00583,Health,KEMRI reminds the public that free HIV/AIDS screening is available at all public health centres in Marsabit County this December.
HEA_00584,Health,Kenya Medical Association reminds the public that free meningitis screening is available at all public health centres in Nakuru County this March.
HEA_00585,Health,Notice: Kenya Medical Association confirms a malaria outbreak alert for Samburu County. Residents are advised to seek immediate testing at the nearest health facility.
HEA_00586,Health,CDC calls on parents in Nyandarua County to have children under five screened for HIV/AIDS during the December outreach.
HEA_00587,Health,Ministry of Health - Reproductive Health Unit calls on parents in Murang'a County to have children under five screened for cholera during the October outreach.
HEA_00588,Health,Ministry of Health - Reproductive Health Unit urges residents of Siaya County to seek immediate testing at the nearest health facility following a rise in reported HIV/AIDS cases.
HEA_00589,Health,Public health advisory: Kenya Medical Association warns of increased tuberculosis risk in Embu County and advises the public to avoid contact with contaminated water sources.
HEA_00590,Health,Notice: Division of Disease Surveillance and Response confirms a dengue fever outbreak alert for Nyeri County. Residents are advised to use insecticide-treated mosquito nets every night.
HEA_00591,Health,Ministry of Health - Reproductive Health Unit reminds the public that free cholera screening is available at all public health centres in Kiambu County this November.
HEA_00592,Health,SHA (Social Health Authority) urges residents of Siaya County to seek immediate testing at the nearest health facility following a rise in reported cholera cases.
HEA_00593,Health,Ministry of Health - Reproductive Health Unit reminds the public that free cyclosporiasis screening is available at all public health centres in Baringo County this January.
HEA_00594,Health,KEMSA reminds the public that free measles screening is available at all public health centres in Kisumu County this May.
HEA_00595,Health,Notice: SHA (Social Health Authority) confirms a typhoid outbreak alert for Kisumu County. Residents are advised to seek immediate testing at the nearest health facility.
HEA_00596,Health,Notice: KEMSA confirms a typhoid outbreak alert for Tana River County. Residents are advised to complete the full recommended vaccination dose.
HEA_00597,Health,SHA (Social Health Authority) calls on parents in Nyamira County to have children under five screened for cholera during the February outreach.
HEA_00598,Health,Ministry of Health - Reproductive Health Unit reminds the public that free meningitis screening is available at all public health centres in Lamu County this March.
HEA_00599,Health,CDC reminds the public that free cholera screening is available at all public health centres in Migori County this August.
HEA_00600,Health,Division of Disease Surveillance and Response urges residents of Wajir County to avoid contact with contaminated water sources following a rise in reported measles cases.
HEA_00601,Health,KEMRI reminds expectant mothers in Samburu County that access to family planning counselling is free of charge at all public facilities.
HEA_00602,Health,SHA (Social Health Authority) reminds expectant mothers in Murang'a County that access to skilled birth attendance is free of charge at all public facilities.
HEA_00603,Health,Kenya Medical Association encourages mothers in Mandera County to register for the mother-and-child health card to safeguard their child's health.
HEA_00604,Health,CDC reminds expectant mothers in Kakamega County that access to nutrition supplementation for infants is free of charge at all public facilities.
HEA_00605,Health,Ministry of Health - Reproductive Health Unit encourages mothers in Turkana County to register for the mother-and-child health card to safeguard their child's health.
HEA_00606,Health,Kenya Medical Association encourages mothers in Busia County to bring their child for growth monitoring to safeguard their child's health.
HEA_00607,Health,SHA (Social Health Authority) encourages mothers in Garissa County to visit their nearest maternity wing to safeguard their child's health.
HEA_00608,Health,Division of Disease Surveillance and Response appeals to caregivers in Elgeyo-Marakwet County to register for the mother-and-child health card as part of the June maternal health drive.
HEA_00609,Health,Kenya Red Cross encourages mothers in Kisumu County to register for the mother-and-child health card to safeguard their child's health.
HEA_00610,Health,Notice from Ministry of Health: childhood immunization clinics will run every May at designated health centres in Homa Bay County.
HEA_00611,Health,Kenya Medical Association encourages mothers in Nyeri County to visit their nearest maternity wing to safeguard their child's health.
HEA_00612,Health,Ministry of Health - Reproductive Health Unit encourages mothers in Samburu County to register for the mother-and-child health card to safeguard their child's health.
HEA_00613,Health,SHA (Social Health Authority) appeals to caregivers in Kajiado County to attend the scheduled clinic day as part of the January maternal health drive.
HEA_00614,Health,Notice from KEMSA: postnatal check-ups clinics will run every October at designated health centres in Samburu County.
HEA_00615,Health,Notice from CDC: postnatal check-ups clinics will run every March at designated health centres in Migori County.
HEA_00616,Health,Ministry of Health reminds expectant mothers in Vihiga County that access to free antenatal care is free of charge at all public facilities.
HEA_00617,Health,Notice from KEMRI: postnatal check-ups clinics will run every January at designated health centres in Kilifi County.
HEA_00618,Health,Notice from CDC: family planning counselling clinics will run every July at designated health centres in Uasin Gishu County.
HEA_00619,Health,SHA (Social Health Authority) appeals to caregivers in Siaya County to register for the mother-and-child health card as part of the September maternal health drive.
HEA_00620,Health,Notice from SHA (Social Health Authority): nutrition supplementation for infants clinics will run every February at designated health centres in Kirinyaga County.
HEA_00621,Health,KEMSA encourages mothers in Kericho County to bring their child for growth monitoring to safeguard their child's health.
HEA_00622,Health,Kenya Red Cross reminds expectant mothers in Kisii County that access to family planning counselling is free of charge at all public facilities.
HEA_00623,Health,Ministry of Health encourages mothers in Machakos County to bring their child for growth monitoring to safeguard their child's health.
HEA_00624,Health,Ministry of Health - Reproductive Health Unit reminds expectant mothers in Busia County that access to free antenatal care is free of charge at all public facilities.
HEA_00625,Health,Notice from KEMSA: family planning counselling clinics will run every January at designated health centres in Wajir County.
HEA_00626,Health,Ministry of Health encourages mothers in Isiolo County to attend the scheduled clinic day to safeguard their child's health.
HEA_00627,Health,Notice from KEMSA: family planning counselling clinics will run every March at designated health centres in West Pokot County.
HEA_00628,Health,Notice from SHA (Social Health Authority): postnatal check-ups clinics will run every June at designated health centres in Kwale County.
HEA_00629,Health,Notice from CDC: family planning counselling clinics will run every May at designated health centres in Lamu County.
HEA_00630,Health,Ministry of Health - Reproductive Health Unit reminds expectant mothers in Baringo County that access to skilled birth attendance is free of charge at all public facilities.
HEA_00631,Health,Ministry of Health - Reproductive Health Unit reminds expectant mothers in Kakamega County that access to skilled birth attendance is free of charge at all public facilities.
HEA_00632,Health,Kenya Red Cross encourages mothers in Garissa County to visit their nearest maternity wing to safeguard their child's health.
HEA_00633,Health,CDC encourages mothers in Mombasa County to visit their nearest maternity wing to safeguard their child's health.
HEA_00634,Health,Ministry of Health encourages mothers in Laikipia County to bring their child for growth monitoring to safeguard their child's health.
HEA_00635,Health,KEMSA encourages mothers in Kilifi County to bring their child for growth monitoring to safeguard their child's health.
HEA_00636,Health,Division of Disease Surveillance and Response encourages mothers in Machakos County to attend the scheduled clinic day to safeguard their child's health.
HEA_00637,Health,Notice from SHA (Social Health Authority): free antenatal care clinics will run every June at designated health centres in Kakamega County.
HEA_00638,Health,KEMSA reminds expectant mothers in Kitui County that access to free antenatal care is free of charge at all public facilities.
HEA_00639,Health,SHA (Social Health Authority) appeals to caregivers in Baringo County to attend the scheduled clinic day as part of the May maternal health drive.
HEA_00640,Health,Notice from SHA (Social Health Authority): free antenatal care clinics will run every August at designated health centres in Bomet County.
HEA_00641,Health,Notice from KEMRI: skilled birth attendance clinics will run every October at designated health centres in Nyeri County.
HEA_00642,Health,Ministry of Health - Reproductive Health Unit encourages mothers in West Pokot County to bring their child for growth monitoring to safeguard their child's health.
HEA_00643,Health,CDC encourages mothers in Machakos County to visit their nearest maternity wing to safeguard their child's health.
HEA_00644,Health,Ministry of Health appeals to caregivers in Kitui County to attend the scheduled clinic day as part of the September maternal health drive.
HEA_00645,Health,Division of Disease Surveillance and Response reminds expectant mothers in Mombasa County that access to postnatal check-ups is free of charge at all public facilities.
HEA_00646,Health,Notice from SHA (Social Health Authority): childhood immunization clinics will run every September at designated health centres in Embu County.
HEA_00647,Health,Ministry of Health - Reproductive Health Unit appeals to caregivers in Tana River County to attend the scheduled clinic day as part of the March maternal health drive.
HEA_00648,Health,Ministry of Health reminds expectant mothers in Kitui County that access to postnatal check-ups is free of charge at all public facilities.
HEA_00649,Health,Notice from Ministry of Health - Reproductive Health Unit: free antenatal care clinics will run every October at designated health centres in Taita-Taveta County.
HEA_00650,Health,Kenya Medical Association encourages mothers in Lamu County to visit their nearest maternity wing to safeguard their child's health.
HEA_00651,Health,KEMSA appeals to caregivers in Machakos County to attend the scheduled clinic day as part of the May maternal health drive.
HEA_00652,Health,Notice from Kenya Medical Association: skilled birth attendance clinics will run every December at designated health centres in Kisii County.
HEA_00653,Health,Notice from Ministry of Health - Reproductive Health Unit: free antenatal care clinics will run every April at designated health centres in Nyandarua County.
HEA_00654,Health,KEMSA encourages mothers in Vihiga County to register for the mother-and-child health card to safeguard their child's health.
HEA_00655,Health,KEMSA reminds expectant mothers in Nandi County that access to skilled birth attendance is free of charge at all public facilities.
HEA_00656,Health,SHA (Social Health Authority) appeals to caregivers in Kericho County to register for the mother-and-child health card as part of the June maternal health drive.
HEA_00657,Health,Kenya Red Cross appeals to caregivers in Baringo County to visit their nearest maternity wing as part of the May maternal health drive.
HEA_00658,Health,KEMSA reminds expectant mothers in Migori County that access to family planning counselling is free of charge at all public facilities.
HEA_00659,Health,KEMRI reminds expectant mothers in Murang'a County that access to free antenatal care is free of charge at all public facilities.
HEA_00660,Health,Division of Disease Surveillance and Response encourages mothers in Trans Nzoia County to visit their nearest maternity wing to safeguard their child's health.
HEA_00661,Health,Notice from Kenya Red Cross: postnatal check-ups clinics will run every January at designated health centres in Meru County.
HEA_00662,Health,CDC appeals to caregivers in Bomet County to visit their nearest maternity wing as part of the April maternal health drive.
HEA_00663,Health,SHA (Social Health Authority) appeals to caregivers in Mandera County to visit their nearest maternity wing as part of the February maternal health drive.
HEA_00664,Health,KEMRI reminds expectant mothers in Mandera County that access to postnatal check-ups is free of charge at all public facilities.
HEA_00665,Health,Notice from SHA (Social Health Authority): skilled birth attendance clinics will run every October at designated health centres in Vihiga County.
