PSA_ID,Domain,English
HEA_02494,Health,CDC reminds the public in Nairobi County that access to subsidised dialysis is now available at designated centres.
HEA_02495,Health,Ministry of Health - Reproductive Health Unit announces subsidised dialysis for residents of Homa Bay County starting this September.
HEA_02496,Health,Division of Disease Surveillance and Response reminds the public in Nyandarua County that access to subsidised dialysis is now available at designated centres.
HEA_02497,Health,Notice: a free medical camp organised by KEMRI will be held in Kiambu County this April.
HEA_02498,Health,Notice: a free medical camp organised by KEMRI will be held in Baringo County this June.
HEA_02499,Health,KEMRI announces outpatient services for residents of Nandi County starting this December.
HEA_02500,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Turkana County this September.
HEA_02501,Health,Division of Disease Surveillance and Response announces subsidised dialysis for residents of Kisumu County starting this August.
HEA_02502,Health,Ministry of Health - Reproductive Health Unit advises residents of Uasin Gishu County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02503,Health,Kenya Medical Association advises residents of Migori County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02504,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in Kiambu County this June.
HEA_02505,Health,SHA (Social Health Authority) announces subsidised dialysis for residents of Uasin Gishu County starting this July.
HEA_02506,Health,Ministry of Health - Reproductive Health Unit advises residents of Siaya County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02507,Health,Ministry of Health reminds the public in Isiolo County that access to outpatient services is now available at designated centres.
HEA_02508,Health,Notice: a free medical camp organised by CDC will be held in Nyamira County this August.
HEA_02509,Health,KEMSA announces SHA registration for residents of Kilifi County starting this July.
HEA_02510,Health,SHA (Social Health Authority) advises residents of Mandera County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02511,Health,Division of Disease Surveillance and Response reminds the public in Mandera County that access to eye and dental camps is now available at designated centres.
HEA_02512,Health,Kenya Red Cross advises residents of Wajir County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02513,Health,Ministry of Health announces NHIF/SHA claims support for residents of Lamu County starting this December.
HEA_02514,Health,Kenya Medical Association reminds the public in Siaya County that access to eye and dental camps is now available at designated centres.
HEA_02515,Health,Kenya Red Cross reminds the public in Laikipia County that access to free medical camps is now available at designated centres.
HEA_02516,Health,CDC advises residents of Taita-Taveta County to register for their health insurance cover to access subsidised healthcare.
HEA_02517,Health,Notice: a free medical camp organised by Ministry of Health - Reproductive Health Unit will be held in Samburu County this June.
HEA_02518,Health,KEMSA reminds the public in Narok County that access to subsidised dialysis is now available at designated centres.
HEA_02519,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Kitui County this May.
HEA_02520,Health,Division of Disease Surveillance and Response reminds the public in Tana River County that access to subsidised dialysis is now available at designated centres.
HEA_02521,Health,Kenya Red Cross reminds the public in Murang'a County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02522,Health,KEMSA advises residents of Kilifi County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02523,Health,CDC reminds the public in Nyandarua County that access to subsidised dialysis is now available at designated centres.
HEA_02524,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Turkana County this May.
HEA_02525,Health,SHA (Social Health Authority) advises residents of Nyeri County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02526,Health,KEMRI reminds the public in Isiolo County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02527,Health,KEMRI announces free medical camps for residents of Homa Bay County starting this May.
HEA_02528,Health,KEMRI announces free medical camps for residents of Bomet County starting this September.
HEA_02529,Health,Ministry of Health announces free medical camps for residents of Kericho County starting this September.
HEA_02530,Health,Ministry of Health - Reproductive Health Unit announces free medical camps for residents of Kwale County starting this June.
HEA_02531,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Nairobi County this August.
HEA_02532,Health,Ministry of Health - Reproductive Health Unit advises residents of Nyeri County to register for their health insurance cover to access subsidised healthcare.
HEA_02533,Health,Kenya Medical Association reminds the public in Nakuru County that access to SHA registration is now available at designated centres.
HEA_02534,Health,Kenya Red Cross advises residents of Nairobi County to register for their health insurance cover to access subsidised healthcare.
HEA_02535,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Kitui County this December.
HEA_02536,Health,Division of Disease Surveillance and Response announces NHIF/SHA claims support for residents of Isiolo County starting this September.
HEA_02537,Health,Notice: a free medical camp organised by Ministry of Health - Reproductive Health Unit will be held in Siaya County this December.
HEA_02538,Health,Division of Disease Surveillance and Response announces SHA registration for residents of Kilifi County starting this July.
HEA_02539,Health,Notice: a free medical camp organised by KEMRI will be held in Bomet County this November.
HEA_02540,Health,Ministry of Health announces subsidised dialysis for residents of Machakos County starting this March.
HEA_02541,Health,KEMRI reminds the public in Migori County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02542,Health,KEMSA reminds the public in Nakuru County that access to eye and dental camps is now available at designated centres.
HEA_02543,Health,Kenya Red Cross reminds the public in Mandera County that access to eye and dental camps is now available at designated centres.
HEA_02544,Health,CDC announces free medical camps for residents of Nairobi County starting this December.
HEA_02545,Health,Kenya Medical Association announces subsidised dialysis for residents of Lamu County starting this August.
HEA_02546,Health,KEMSA advises residents of Kilifi County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02547,Health,KEMRI reminds the public in Siaya County that access to outpatient services is now available at designated centres.
HEA_02548,Health,Kenya Red Cross advises residents of Kitui County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02549,Health,Kenya Medical Association reminds the public in Bungoma County that access to subsidised dialysis is now available at designated centres.
HEA_02550,Health,Kenya Red Cross reminds the public in Garissa County that access to SHA registration is now available at designated centres.
HEA_02551,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Nandi County this June.
HEA_02552,Health,Kenya Medical Association advises residents of Wajir County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02553,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Turkana County this December.
HEA_02554,Health,KEMSA reminds the public in Laikipia County that access to subsidised dialysis is now available at designated centres.
HEA_02555,Health,KEMRI reminds the public in Kwale County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02556,Health,Kenya Medical Association advises residents of Tana River County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02557,Health,Notice: a free medical camp organised by Division of Disease Surveillance and Response will be held in Uasin Gishu County this July.
HEA_02558,Health,Kenya Medical Association reminds the public in Trans Nzoia County that access to SHA registration is now available at designated centres.
HEA_02559,Health,Notice: a free medical camp organised by Ministry of Health - Reproductive Health Unit will be held in Nairobi County this April.
HEA_02560,Health,Notice: a free medical camp organised by Ministry of Health will be held in Kirinyaga County this August.
HEA_02561,Health,KEMRI reminds the public in Kakamega County that access to subsidised dialysis is now available at designated centres.
HEA_02562,Health,SHA (Social Health Authority) advises residents of Busia County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02563,Health,CDC advises residents of Kwale County to register for their health insurance cover to access subsidised healthcare.
HEA_02564,Health,SHA (Social Health Authority) reminds the public in Nyamira County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02565,Health,Ministry of Health announces NHIF/SHA claims support for residents of Kajiado County starting this April.
HEA_02566,Health,KEMSA advises residents of Kericho County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02567,Health,Notice: a free medical camp organised by KEMSA will be held in West Pokot County this June.
HEA_02568,Health,KEMRI reminds the public in Bomet County that access to free medical camps is now available at designated centres.
HEA_02569,Health,Ministry of Health announces SHA registration for residents of Kwale County starting this September.
HEA_02570,Health,Ministry of Health - Reproductive Health Unit reminds the public in Kilifi County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02571,Health,Notice: a free medical camp organised by Ministry of Health will be held in Kitui County this November.
HEA_02572,Health,Ministry of Health advises residents of Nyandarua County to register for their health insurance cover to access subsidised healthcare.
HEA_02573,Health,Kenya Medical Association reminds the public in Mandera County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02574,Health,SHA (Social Health Authority) announces eye and dental camps for residents of Lamu County starting this September.
HEA_02575,Health,Ministry of Health reminds the public in Mombasa County that access to subsidised dialysis is now available at designated centres.
HEA_02576,Health,SHA (Social Health Authority) advises residents of Vihiga County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02577,Health,Notice: a free medical camp organised by Division of Disease Surveillance and Response will be held in Elgeyo-Marakwet County this September.
HEA_02578,Health,Kenya Red Cross announces free medical camps for residents of Nyandarua County starting this August.
HEA_02579,Health,Kenya Red Cross announces outpatient services for residents of Kisumu County starting this October.
HEA_02580,Health,Kenya Red Cross reminds the public in Elgeyo-Marakwet County that access to free medical camps is now available at designated centres.
HEA_02581,Health,CDC reminds the public in Nyandarua County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02582,Health,Kenya Medical Association advises residents of Kwale County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02583,Health,Notice: a free medical camp organised by CDC will be held in Nyamira County this February.
HEA_02584,Health,KEMRI reminds the public in Kakamega County that access to outpatient services is now available at designated centres.
HEA_02585,Health,Ministry of Health - Reproductive Health Unit advises residents of West Pokot County to register for their health insurance cover to access subsidised healthcare.
HEA_02586,Health,Notice: a free medical camp organised by Division of Disease Surveillance and Response will be held in Marsabit County this November.
HEA_02587,Health,SHA (Social Health Authority) announces free medical camps for residents of Bomet County starting this March.
HEA_02588,Health,KEMRI reminds the public in Taita-Taveta County that access to outpatient services is now available at designated centres.
HEA_02589,Health,CDC reminds the public in Nairobi County that access to free medical camps is now available at designated centres.
HEA_02590,Health,Ministry of Health - Reproductive Health Unit announces NHIF/SHA claims support for residents of Makueni County starting this July.
HEA_02591,Health,Notice: a free medical camp organised by KEMSA will be held in Kilifi County this June.
HEA_02592,Health,Ministry of Health reminds the public in Nyandarua County that access to free medical camps is now available at designated centres.
HEA_02593,Health,CDC reminds the public in Nakuru County that access to eye and dental camps is now available at designated centres.
HEA_02594,Health,Division of Disease Surveillance and Response advises residents of Baringo County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02595,Health,SHA (Social Health Authority) announces SHA registration for residents of Elgeyo-Marakwet County starting this December.
HEA_02596,Health,KEMSA reminds the public in Mombasa County that access to subsidised dialysis is now available at designated centres.
HEA_02597,Health,KEMSA announces SHA registration for residents of Tharaka-Nithi County starting this August.
HEA_02598,Health,Kenya Medical Association announces eye and dental camps for residents of Nakuru County starting this March.
HEA_02599,Health,KEMSA reminds the public in Bomet County that access to outpatient services is now available at designated centres.
HEA_02600,Health,Kenya Red Cross announces NHIF/SHA claims support for residents of Wajir County starting this July.
HEA_02601,Health,Notice: a free medical camp organised by CDC will be held in Murang'a County this October.
HEA_02602,Health,Notice: a free medical camp organised by KEMSA will be held in Marsabit County this May.
HEA_02603,Health,Division of Disease Surveillance and Response advises residents of Kajiado County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02604,Health,Ministry of Health - Reproductive Health Unit reminds the public in Embu County that access to eye and dental camps is now available at designated centres.
HEA_02605,Health,KEMSA advises residents of Kajiado County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02606,Health,Division of Disease Surveillance and Response announces free medical camps for residents of Uasin Gishu County starting this March.
HEA_02607,Health,SHA (Social Health Authority) reminds the public in Mombasa County that access to eye and dental camps is now available at designated centres.
HEA_02608,Health,KEMRI advises residents of Kisii County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02609,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Tana River County this October.
HEA_02610,Health,KEMSA reminds the public in Lamu County that access to eye and dental camps is now available at designated centres.
HEA_02611,Health,Division of Disease Surveillance and Response advises residents of Siaya County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02612,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in Elgeyo-Marakwet County this October.
HEA_02613,Health,Notice: a free medical camp organised by Division of Disease Surveillance and Response will be held in Busia County this July.
HEA_02614,Health,Notice: a free medical camp organised by CDC will be held in Kericho County this November.
HEA_02615,Health,SHA (Social Health Authority) advises residents of Vihiga County to register for their health insurance cover to access subsidised healthcare.
HEA_02616,Health,Kenya Red Cross advises residents of Meru County to register for their health insurance cover to access subsidised healthcare.
HEA_02617,Health,CDC advises residents of Vihiga County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02618,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in Busia County this November.
HEA_02619,Health,KEMRI reminds the public in Isiolo County that access to free medical camps is now available at designated centres.
HEA_02620,Health,SHA (Social Health Authority) advises residents of Busia County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02621,Health,Ministry of Health - Reproductive Health Unit advises residents of Mombasa County to register for their health insurance cover to access subsidised healthcare.
HEA_02622,Health,KEMSA announces outpatient services for residents of Narok County starting this August.
HEA_02623,Health,Division of Disease Surveillance and Response reminds the public in Kirinyaga County that access to SHA registration is now available at designated centres.
HEA_02624,Health,CDC advises residents of Trans Nzoia County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02625,Health,Division of Disease Surveillance and Response reminds the public in Kirinyaga County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02626,Health,KEMRI announces NHIF/SHA claims support for residents of Isiolo County starting this November.
HEA_02627,Health,Kenya Medical Association advises residents of Bomet County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02628,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Bomet County this July.
HEA_02629,Health,Notice: a free medical camp organised by KEMSA will be held in Kwale County this June.
HEA_02630,Health,Division of Disease Surveillance and Response reminds the public in Nairobi County that access to free medical camps is now available at designated centres.
HEA_02631,Health,Kenya Medical Association advises residents of West Pokot County to register for their health insurance cover to access subsidised healthcare.
HEA_02632,Health,Ministry of Health - Reproductive Health Unit advises residents of West Pokot County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02633,Health,Kenya Red Cross announces NHIF/SHA claims support for residents of Kiambu County starting this February.
HEA_02634,Health,Notice: a free medical camp organised by CDC will be held in Mombasa County this October.
HEA_02635,Health,Notice: a free medical camp organised by Ministry of Health will be held in Kisumu County this May.
HEA_02636,Health,Kenya Medical Association reminds the public in Kilifi County that access to eye and dental camps is now available at designated centres.
HEA_02637,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in Siaya County this January.
HEA_02638,Health,Ministry of Health - Reproductive Health Unit announces outpatient services for residents of Bungoma County starting this November.
HEA_02639,Health,KEMSA reminds the public in Laikipia County that access to eye and dental camps is now available at designated centres.
HEA_02640,Health,Ministry of Health announces subsidised dialysis for residents of West Pokot County starting this January.
HEA_02641,Health,KEMSA advises residents of Mandera County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02642,Health,Ministry of Health announces eye and dental camps for residents of Nandi County starting this November.
HEA_02643,Health,Division of Disease Surveillance and Response announces NHIF/SHA claims support for residents of Garissa County starting this September.
HEA_02644,Health,Ministry of Health advises residents of Kiambu County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02645,Health,Division of Disease Surveillance and Response advises residents of Kajiado County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02646,Health,Ministry of Health reminds the public in Lamu County that access to subsidised dialysis is now available at designated centres.
HEA_02647,Health,Kenya Red Cross advises residents of Taita-Taveta County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02648,Health,Kenya Red Cross announces eye and dental camps for residents of Bungoma County starting this April.
HEA_02649,Health,KEMSA reminds the public in Siaya County that access to SHA registration is now available at designated centres.
HEA_02650,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in Bomet County this June.
HEA_02651,Health,Division of Disease Surveillance and Response announces eye and dental camps for residents of Baringo County starting this October.
HEA_02652,Health,Ministry of Health - Reproductive Health Unit announces SHA registration for residents of Taita-Taveta County starting this February.
HEA_02653,Health,SHA (Social Health Authority) advises residents of Meru County to register for their health insurance cover to access subsidised healthcare.
HEA_02654,Health,Ministry of Health advises residents of Embu County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02655,Health,SHA (Social Health Authority) reminds the public in Nairobi County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02656,Health,KEMSA advises residents of Kirinyaga County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02657,Health,Notice: a free medical camp organised by KEMSA will be held in Nyandarua County this March.
HEA_02658,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Kitui County this April.
HEA_02659,Health,Notice: a free medical camp organised by KEMRI will be held in Meru County this May.
HEA_02660,Health,Notice: a free medical camp organised by Ministry of Health - Reproductive Health Unit will be held in Makueni County this February.
HEA_02661,Health,Division of Disease Surveillance and Response reminds the public in Vihiga County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02662,Health,KEMSA reminds the public in Kilifi County that access to outpatient services is now available at designated centres.
HEA_02663,Health,CDC advises residents of Kakamega County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02664,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in Embu County this June.
HEA_02665,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Narok County this April.
HEA_02666,Health,Notice: a free medical camp organised by KEMRI will be held in Baringo County this May.
HEA_02667,Health,SHA (Social Health Authority) announces eye and dental camps for residents of Kajiado County starting this November.
HEA_02668,Health,Ministry of Health - Reproductive Health Unit advises residents of Mandera County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02669,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Homa Bay County this October.
HEA_02670,Health,Division of Disease Surveillance and Response announces eye and dental camps for residents of Kisii County starting this February.
HEA_02671,Health,Notice: a free medical camp organised by Ministry of Health will be held in Isiolo County this July.
HEA_02672,Health,Division of Disease Surveillance and Response reminds the public in Kiambu County that access to SHA registration is now available at designated centres.
HEA_02673,Health,Division of Disease Surveillance and Response advises residents of Kirinyaga County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02674,Health,Ministry of Health advises residents of Nandi County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02675,Health,Kenya Medical Association reminds the public in Laikipia County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02676,Health,Notice: a free medical camp organised by Division of Disease Surveillance and Response will be held in Laikipia County this November.
HEA_02677,Health,Kenya Red Cross reminds the public in Kilifi County that access to subsidised dialysis is now available at designated centres.
HEA_02678,Health,Kenya Medical Association announces subsidised dialysis for residents of Elgeyo-Marakwet County starting this May.
HEA_02679,Health,Ministry of Health reminds the public in Isiolo County that access to free medical camps is now available at designated centres.
HEA_02680,Health,Notice: a free medical camp organised by CDC will be held in Tharaka-Nithi County this October.
HEA_02681,Health,KEMSA advises residents of Homa Bay County to register for their health insurance cover to access subsidised healthcare.
HEA_02682,Health,Kenya Red Cross announces outpatient services for residents of Marsabit County starting this June.
HEA_02683,Health,KEMSA reminds the public in Baringo County that access to eye and dental camps is now available at designated centres.
HEA_02684,Health,KEMRI advises residents of Meru County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02685,Health,KEMSA announces outpatient services for residents of Machakos County starting this April.
HEA_02686,Health,KEMRI announces subsidised dialysis for residents of Marsabit County starting this November.
HEA_02687,Health,Notice: a free medical camp organised by Ministry of Health will be held in Laikipia County this March.
HEA_02688,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Laikipia County this September.
HEA_02689,Health,KEMRI reminds the public in Laikipia County that access to outpatient services is now available at designated centres.
HEA_02690,Health,KEMRI reminds the public in Garissa County that access to free medical camps is now available at designated centres.
HEA_02691,Health,Notice: a free medical camp organised by KEMSA will be held in Trans Nzoia County this June.
HEA_02692,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Bungoma County this July.
HEA_02693,Health,Division of Disease Surveillance and Response announces eye and dental camps for residents of Nakuru County starting this November.
HEA_02694,Health,KEMRI announces free medical camps for residents of Bungoma County starting this March.
HEA_02695,Health,Notice: a free medical camp organised by Division of Disease Surveillance and Response will be held in Kiambu County this September.
HEA_02696,Health,Kenya Medical Association announces free medical camps for residents of Lamu County starting this November.
HEA_02697,Health,Ministry of Health - Reproductive Health Unit advises residents of Tharaka-Nithi County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02698,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Taita-Taveta County this June.
HEA_02699,Health,KEMSA reminds the public in Elgeyo-Marakwet County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02700,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Migori County this August.
HEA_02701,Health,Kenya Red Cross announces free medical camps for residents of Uasin Gishu County starting this March.
HEA_02702,Health,CDC reminds the public in Garissa County that access to SHA registration is now available at designated centres.
HEA_02703,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Kisumu County this July.
HEA_02704,Health,KEMSA announces subsidised dialysis for residents of Murang'a County starting this March.
HEA_02705,Health,Ministry of Health - Reproductive Health Unit reminds the public in Mombasa County that access to eye and dental camps is now available at designated centres.
HEA_02706,Health,Kenya Medical Association reminds the public in Tana River County that access to outpatient services is now available at designated centres.
HEA_02707,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Bungoma County this August.
HEA_02708,Health,Notice: a free medical camp organised by Ministry of Health - Reproductive Health Unit will be held in Nyamira County this June.
HEA_02709,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Meru County this July.
HEA_02710,Health,SHA (Social Health Authority) reminds the public in Marsabit County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02711,Health,Notice: a free medical camp organised by KEMRI will be held in Narok County this October.
HEA_02712,Health,Kenya Medical Association reminds the public in Tana River County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02713,Health,SHA (Social Health Authority) announces NHIF/SHA claims support for residents of Nakuru County starting this August.
HEA_02714,Health,Division of Disease Surveillance and Response announces NHIF/SHA claims support for residents of Makueni County starting this July.
HEA_02715,Health,Notice: a free medical camp organised by Ministry of Health will be held in Kericho County this May.
HEA_02716,Health,Kenya Red Cross advises residents of Turkana County to register for their health insurance cover to access subsidised healthcare.
HEA_02717,Health,Division of Disease Surveillance and Response announces subsidised dialysis for residents of Nairobi County starting this January.
HEA_02718,Health,KEMRI reminds the public in Meru County that access to subsidised dialysis is now available at designated centres.
HEA_02719,Health,KEMSA announces eye and dental camps for residents of Nairobi County starting this March.
HEA_02720,Health,Kenya Medical Association reminds the public in Nyandarua County that access to outpatient services is now available at designated centres.
HEA_02721,Health,CDC advises residents of Kakamega County to register for their health insurance cover to access subsidised healthcare.
HEA_02722,Health,Division of Disease Surveillance and Response announces free medical camps for residents of West Pokot County starting this January.
HEA_02723,Health,Kenya Medical Association announces SHA registration for residents of Narok County starting this December.
HEA_02724,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in Elgeyo-Marakwet County this July.
HEA_02725,Health,KEMSA announces eye and dental camps for residents of Makueni County starting this December.
HEA_02726,Health,Kenya Medical Association announces subsidised dialysis for residents of Wajir County starting this April.
HEA_02727,Health,Notice: a free medical camp organised by Kenya Red Cross will be held in Busia County this September.
HEA_02728,Health,Ministry of Health advises residents of West Pokot County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02729,Health,Kenya Medical Association advises residents of Nyandarua County to visit the nearest Huduma Centre for assistance to access subsidised healthcare.
HEA_02730,Health,Notice: a free medical camp organised by CDC will be held in Homa Bay County this January.
HEA_02731,Health,KEMSA reminds the public in Migori County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02732,Health,Kenya Medical Association announces outpatient services for residents of Embu County starting this January.
HEA_02733,Health,Kenya Red Cross advises residents of Nyandarua County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02734,Health,KEMRI announces eye and dental camps for residents of Kitui County starting this January.
HEA_02735,Health,Notice: a free medical camp organised by KEMRI will be held in Lamu County this October.
HEA_02736,Health,Notice: a free medical camp organised by Ministry of Health - Reproductive Health Unit will be held in Vihiga County this July.
HEA_02737,Health,Notice: a free medical camp organised by CDC will be held in Samburu County this August.
HEA_02738,Health,Division of Disease Surveillance and Response announces NHIF/SHA claims support for residents of Kiambu County starting this June.
HEA_02739,Health,KEMSA reminds the public in Baringo County that access to outpatient services is now available at designated centres.
HEA_02740,Health,CDC advises residents of Kisii County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02741,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Kilifi County this November.
HEA_02742,Health,Ministry of Health - Reproductive Health Unit announces SHA registration for residents of Bomet County starting this June.
HEA_02743,Health,CDC advises residents of West Pokot County to carry a valid national ID when seeking treatment to access subsidised healthcare.
HEA_02744,Health,Notice: a free medical camp organised by Ministry of Health - Reproductive Health Unit will be held in Migori County this August.
HEA_02745,Health,KEMSA announces free medical camps for residents of Busia County starting this October.
HEA_02746,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Uasin Gishu County this January.
HEA_02747,Health,Notice: a free medical camp organised by CDC will be held in Nakuru County this April.
HEA_02748,Health,CDC reminds the public in Mandera County that access to subsidised dialysis is now available at designated centres.
HEA_02749,Health,SHA (Social Health Authority) announces free medical camps for residents of Trans Nzoia County starting this April.
HEA_02750,Health,Kenya Red Cross announces eye and dental camps for residents of Meru County starting this March.
HEA_02751,Health,CDC reminds the public in Uasin Gishu County that access to free medical camps is now available at designated centres.
HEA_02752,Health,Kenya Red Cross reminds the public in Murang'a County that access to eye and dental camps is now available at designated centres.
HEA_02753,Health,Division of Disease Surveillance and Response announces subsidised dialysis for residents of Narok County starting this September.
HEA_02754,Health,KEMRI reminds the public in Trans Nzoia County that access to outpatient services is now available at designated centres.
HEA_02755,Health,Notice: a free medical camp organised by Ministry of Health - Reproductive Health Unit will be held in Isiolo County this March.
HEA_02756,Health,Kenya Red Cross reminds the public in Mombasa County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02757,Health,KEMSA reminds the public in Migori County that access to outpatient services is now available at designated centres.
HEA_02758,Health,Kenya Medical Association reminds the public in Uasin Gishu County that access to eye and dental camps is now available at designated centres.
HEA_02759,Health,KEMRI announces subsidised dialysis for residents of Mandera County starting this October.
HEA_02760,Health,Kenya Medical Association announces subsidised dialysis for residents of Kwale County starting this June.
HEA_02761,Health,KEMSA advises residents of Kakamega County to confirm their facility is accredited before visiting to access subsidised healthcare.
HEA_02762,Health,Division of Disease Surveillance and Response announces subsidised dialysis for residents of Kwale County starting this December.
HEA_02763,Health,CDC reminds the public in Narok County that access to free medical camps is now available at designated centres.
HEA_02764,Health,KEMRI reminds the public in Murang'a County that access to NHIF/SHA claims support is now available at designated centres.
HEA_02765,Health,Ministry of Health announces outpatient services for residents of Embu County starting this October.
HEA_02766,Health,KEMRI reminds the public in Migori County that access to outpatient services is now available at designated centres.
HEA_02767,Health,KEMSA advises residents of Baringo County to register for their health insurance cover to access subsidised healthcare.
HEA_02768,Health,Notice: a free medical camp organised by KEMSA will be held in Machakos County this August.
HEA_02769,Health,Ministry of Health announces eye and dental camps for residents of Kilifi County starting this November.
HEA_02770,Health,CDC reminds the public in Laikipia County that access to SHA registration is now available at designated centres.
HEA_02771,Health,Kenya Red Cross reminds the public in Nyamira County that access to SHA registration is now available at designated centres.
HEA_02772,Health,Ministry of Health - Reproductive Health Unit announces SHA registration for residents of Laikipia County starting this December.
HEA_02773,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Nairobi County this January.
HEA_02774,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Nyamira County this September.
HEA_02775,Health,Kenya Medical Association reminds the public in Wajir County that access to free medical camps is now available at designated centres.
HEA_02776,Health,Notice: a free medical camp organised by SHA (Social Health Authority) will be held in Nairobi County this March.
HEA_02777,Health,Notice: a free medical camp organised by Kenya Medical Association will be held in Homa Bay County this June.
HEA_02778,Health,KEMRI advises residents of Laikipia County to carry a valid national ID when seeking treatment to access subsidised healthcare.
