PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata,Somali,Dholuo
AGRI_409,Agriculture,Agribusiness & Market Access,Infrastructure improvements have been associated with improved market access and lower food prices. Transport investments often result to agricultural.,Uboreshaji wa miundombinu umehusishwa na upatikanaji bora wa soko na bei ya chini ya chakula. Uwekezaji wa usafiri mara nyingi husababisha kilimo.,Ogotaba nomoroberio omuya ase chinyomba chiokogacha rigesa nechipara gochiboria gochia echiro ngokonya ore ase goikera echiro na gokeania rigori riendagera. Chipara chingiya botambe nigo chigosegeta boremi…….,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.783; promoted_from=EKEGUSIICORPUS_2043; qa_tool_somali=nllb; qa_roundtrip_somali=0.658; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.416,Hagaajinta kaabayaasha ayaa la xiriirta helitaanka suuqa oo hagaagsan iyo qiimaha cuntada oo hoos u dhaca.,Tiegruok mar chenro mag piny oseriwore gi dongruok mar yudo pesa e chiro mar piny kod nengo mag chiemo.
AGRI_410,Agriculture,Agribusiness & Market Access,Innovation drives progress. Discover new developments in agribusiness that can benefit small-scale farmers.,Ubunifu huchochea maendeleo. Kugundua maendeleo mapya katika biashara ya kilimo ambayo yanaweza kunufaisha wakulima wadogo.,Obomanyi oboyia nabwo bokogendi amagenderero. Rigia komanya okogendera okoyia ase oboremi bwoboonchoreria obwo borakonye abaremi bemegondo emeke.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.949; promoted_from=EKEGUSIICORPUS_2044; qa_tool_somali=azure; qa_roundtrip_somali=0.796; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.6,Hal-abuurnimadu waxay horseedaan horumarka. Ogow horumaro cusub oo ku saabsan ganacsiga beeraha oo faa'iido u yeelan kara beeraleyda yaryar.,"Timo dongruok e timo dongruok, fwenyo dongruok manyien e weche mag ohala mag gik ma nyalo konyo jopur matindo."
AGRI_412,Agriculture,Livestock,"Integrate trees with your livestock farming (agroforestry) for shade, windbreaks, fruit, timber, and improved soil health.","Unganisha miti na kilimo chako cha mifugo (mashamba ya kilimo) ili upate kivuli, upepo, matunda, mbao, na afya bora ya udongo.","Borukania oboremi bwao bwetugo amo nemente (agroforestry)ase okonyora ekiriri, gokanya embeo enene, konyora amatunda, chibao timber, na obotobu ase riroba.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.808; promoted_from=EKEGUSIICORPUS_2047; qa_tool_somali=azure; qa_roundtrip_somali=0.7; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.443,"Isku dar geedaha xoolo-dhaqadaada (agroforestry) si aad u hesho hoos, dabaysha joojinta, miro, alwaax, iyo caafimaadka ciidda.","Ti gi yiende e pidho jamni (agroforestry) mondo omiye tipo, yamo, olembe, yiende, kendo mondo omi lowo obed gi ngima maber."
AGRI_413,Agriculture,Crop Production,"Integrated Pest Management (IPM) combines biological, cultural, and chemical methods to control coffee berry disease effectively and safely.","Usimamizi Jumuishi wa Wadudu (IPM) unachanganya mbinu za kibaolojia, kitamaduni na kemikali ili kudhibiti ugonjwa wa beri ya kahawa kwa ufanisi na kwa usalama.","Burukania amariogo yogoseria eichuni gose amarwaire (IPM) erengete egebarochia, ekegusii, amo nechikemikari gotanga amarwaire yechintetere chikagwa cbuya kegima na ase enchera etabwati mochando onde.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.954; promoted_from=EKEGUSIICORPUS_2048; qa_tool_somali=azure; qa_roundtrip_somali=0.971; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.534,"Integrated Pest Management (IPM) waxay isku dartaa hababka bayooloji, dhaqan, iyo kiimikada si loo xakameeyo cudurka berry kafeega si hufan oo ammaan ah.","Chenro mar Loyo Pest (IPM) oriwo yore mag ngima, kit ngima, kod kemia mondo oti gi yore ma konyo e loyo tuoche mag olemo mag kahera e yo maber kendo ma ok nyal geng'o."
AGRI_414,Agriculture,Crop Production,Integrating Nutrition Sensitive Agriculture (NSA) into Agricultural value chains for improved dietary diversity and nutrition behaviors in Africa.,Kuunganisha Kilimo cha Lishe ya Hisia (NSA) katika minyororo ya thamani ya Kilimo kwa kuboresha utofauti wa lishe na tabia za lishe barani Afrika.,Kora oboremi borengete chindara chiria chikoagacha omobere (NSA) ase oboremi bwaoerio gokinia endagera engiya ase oboagare eyio ekorenda omobere erio koreta oggonchoreria engencho buna abano bakoragera aiga Afrika.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.847; promoted_from=EKEGUSIICORPUS_2049; qa_tool_somali=azure; qa_roundtrip_somali=0.899; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.492,Isku darka Nutrition Sensitive Agriculture (NSA) silsiladaha qiimaha beeraha si loo hagaajiyo kala duwanaanshaha cuntada iyo dhaqanka nafaqada ee Afrika.,Tiyo gi yore mag pidho chiemo e yore mag pur (NSA) e yore mag pur mondo omi ji obed gi chiemo mang'eny kendo gichiem maber e Afrika.
AGRI_415,Agriculture,Crop Production,"Interested in organic farming? Understand the certification process, standards, and market opportunities for organic mushrooms.","Unapendezwa na kilimo cha kikaboni? Kuelewa mchakato wa udhibitisho, viwango, na fursa za soko kwa uyoga wa kikaboni.","Nore nomoyo bwogokora oboremi botari gotumia obwoyo bwetuka obwo bobwate chikemikari? Manya igoro ya' ayaganeirie, ebirengo, ana echiro ereo ase oboremi obwo bamoba.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.969; promoted_from=EKEGUSIICORPUS_2050; qa_tool_somali=azure; qa_roundtrip_somali=0.969; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.261,"Ma xiisaynaysaa beeralayda dabiiciga ah? Faham habka shahaadada, heerarka, iyo fursadaha suuqa ee mushrooms-ka organic-ka.",Ng'eyo weche ma nyalo konyo ng'ato mondo ong'e yore mag pidho cham ma nigi yien mar chamo ring'o.
AGRI_416,Agriculture,Crop Production,"It explores the principles and practices for sustainable and profitable production of annual and perennial crops to meet food, feed, energy, fibre needs and ...","Inachunguza kanuni na mazoea ya uzalishaji endelevu na faida wa mazao ya kila mwaka na ya kudumu ili kukidhi mahitaji ya chakula, malisho, nishati, nyuzi na ...","Nigo egoitonaayabwenerete gokoreka ase oboremi bwokwegendereria bwerigesa rigiya rire nebitoki ebiya  ase ebimeri biria bia bwango na biria biakogenderera gonyora endagera, korageria, chinguru, nendagera eria egokonya gosenyenta endagera inda amo...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.902; promoted_from=EKEGUSIICORPUS_2052; qa_tool_somali=nllb; qa_roundtrip_somali=0.876; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.452,"Waxay sahamineysaa mabaadi'da iyo dhaqanka wax soo saarka joogtada ah iyo faa'iido leh ee dalagga sanadlaha ah iyo kuwa badan ee lagu daboolo baahida cuntada, quudinta, tamarta, fiber-ka iyo ...","Opuonjo puonj kod timbe mag loso cham ma higa ka higa kendo ma nigi nyak maber mondo omi omi chiemo, chiemo, teko, fiber, kod ..."
AGRI_417,Agriculture,Sustainable Farming,"It is a programme of work aimed at identifying and harmonizing climate-smart agricultural policies, analysing impacts, effects, costs and benefits as well as ...","Ni mpango wa kazi unaolenga kutambua na kuoanisha sera za kilimo zinazofaa hali ya hewa, kuchambua athari, athari, gharama na faida pamoja na ...","Nomoroberio bwemeremo orengete goatanana na koreta amo oboremi obuya boria bokogenda nerire na amachiko oboremi, ogwatanana obuya chinsemo chionsi, rigori , emechando na obuya boigo...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.866; promoted_from=EKEGUSIICORPUS_2053; qa_tool_somali=nllb; qa_roundtrip_somali=0.791; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.08,"Waa barnaamij shaqo oo loogu talagalay in la aqoonsado loona iswaafajiyo siyaasadaha beeraha ee cimilada u habboon, falanqaynta saameynta, saameynta, kharashka iyo faa'iidooyinka iyo sidoo kale ...","En chenro mar tich ma dwaro ni ng'ato ong'e kendo orwak chike mag pur motudore gi lokruok mar alwora, kendo oti gi yore mopogore opogore mag timo nonro e wi gik manyalo kelo lokruok, kaka:"
AGRI_418,Agriculture,Livestock,Kenya enhances disease surveillance systems for early detection of livestock diseases.,Kenya huongeza mifumo ya uchunguzi wa maradhi kwa kugundua mapema maradhi ya mifugo.,Kenya yaangoirie omoroberio ogendererete bwokomanya na gotanga amarwaire yetugo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.935; promoted_from=EKEGUSIICORPUS_2055; qa_tool_somali=azure; qa_roundtrip_somali=0.829; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.319,Kenya waxay xoojisay nidaamyada kormeerka cudurrada si loo ogaado hore ee cudurrada xoolaha.,Kenya medo jiwo chenro mag rito tuoche mondo onyis ni tuoche mag jamni nitie chon.
AGRI_419,Agriculture,Livestock,"Kenya launches a nationwide livestock vaccination program to combat diseases like foot-and-mouth disease, enhancing animal health and meat exports.","Kenya yazindua mpango wa kitaifa wa chanjo ya mifugo ili kupambana na magonjwa kama vile ugonjwa wa miguu na mdomo, kuimarisha afya ya wanyama na usafirishaji wa nyama.","Kenya yachakire omoroberio omonene bwense ase okobeta etugo chisindani erio gotanga amarwaire yrtugo buna amarwaire yamagoro nomonwa, gokinia afia yetugo erio goikerania kooinia enyama gochi chinse chi-isiko.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.901; promoted_from=EKEGUSIICORPUS_2056; qa_tool_somali=azure; qa_roundtrip_somali=0.806; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.497,"Kenya waxay bilowday barnaamij tallaal xoolaha oo guud ahaan dalka oo dhan si loola dagaallamo cudurrada sida cudurka lugta iyo afka, taasoo kor u qaadaysay caafimaadka xoolaha iyo dhoofinta hilibka.","Kenya chako chenro mar thiedho jamni e piny mangima mondo oked gi tuoche kaka dhoho, kendo medo kelo tuoche mag le kod ohala mag ring'o."
AGRI_420,Agriculture,Livestock,Kenya promotes biosecurity measures to prevent livestock disease outbreaks.,Kenya inakuza hatua za usalama wa viumbe hai ili kuzuia milipuko ya magonjwa ya mifugo.,Kenya negendererete gosegeta omoroberio bwogotanga amarwaire etugo korwa isiko na ime ase ense yaito erio gotanga amarwaire etugo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.81; promoted_from=EKEGUSIICORPUS_2057; qa_tool_somali=nllb; qa_roundtrip_somali=0.803; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.645,Kenya waxay dhiirrigelisay tallaabooyinka badbaadada noolaha si looga hortago cudurrada xoolaha.,Kenya jiwo yore mag rito ngima mag le mondo kik tuoche mag jamni ochak landre.
AGRI_421,Agriculture,Livestock,Kenya promotes disease control measures for livestock health.,Kenya inakuza hatua za kudhibiti magonjwa kwa afya ya mifugo.,Kenya negendererete gosegeta ogotanga amarwaire yetugo ase afia engiya yetugo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.937; promoted_from=EKEGUSIICORPUS_2059; qa_tool_somali=azure; qa_roundtrip_somali=0.891; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.602,Kenya waxay dhiirrigelisaa tallaabooyinka xakamaynta cudurrada ee caafimaadka xoolaha.,Kenya jiwo yore mag geng'o tuoche mondo okonygo jamni.
AGRI_423,Agriculture,Livestock,Kenya promotes livestock disease control programs.,Kenya inakuza programu za kudhibiti magonjwa ya mifugo.,Kenya negendererete gosegeta omoroberio bwogotanga kwa amarwaire etugo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=1.0; promoted_from=EKEGUSIICORPUS_2061; qa_tool_somali=azure; qa_roundtrip_somali=0.866; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.6,Kenya waxay dhiirrigelisaa barnaamijyada xakamaynta cudurrada xoolaha.,Kenya jiwo chenro mag kedo gi tuoche mag jamni.
AGRI_424,Agriculture,Livestock,Kenya promotes livestock disease prevention programs.,Kenya huendeleza mipango ya kuzuia magonjwa ya mifugo.,Kenya negendererete gosegeta omoroberio bwogotanga amarwaire etugo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.887; promoted_from=EKEGUSIICORPUS_2062; qa_tool_somali=azure; qa_roundtrip_somali=0.874; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.538,Kenya waxay dhiirrigelisaa barnaamijyada ka hortagga cudurrada xoolaha.,Kenya jiwo chenro mag geng'o tuoche mag jamni.
AGRI_426,Agriculture,Livestock,"Kenyaâ€™s KEVEVAPI launches a five-year plan to boost livestock vaccine production, enhancing food security.","KEVEVAPI ya Kenya ™yazindua mpango wa miaka mitano wa kuongeza uzalishaji wa chanjo ya mifugo, kuimarisha usalama wa chakula.","Kenyaâ€™s KEVEVAPI lyachakire omoroberio bwemiaka atano gosegeta omoroberio bwokorosia amariogo yokobeta etugo chisindani erio kogesa omobiaro bwetugo, na gokinia omoigoto.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.927; promoted_from=EKEGUSIICORPUS_2064; qa_tool_somali=nllb; qa_roundtrip_somali=0.82; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.558,"KEVEVAPI ee Kenya ayaa bilaabay qorshe shan sano ah oo lagu xoojinayo wax soo saarka tallaalka xoolaha, si loo xoojiyo amniga cuntada.","Kenya's KEVEVAPI chako chenro mar higni abich mar jiwo tij chulo yedhe ma thiedho dhok, kendo medo bedo gi chiemo moromo."
AGRI_427,Agriculture,Crop Production,Kenyan farmers gain access to international coffee market partnerships.,Wakulima wa Kenya hupata fursa ya kujiunga na soko la kimataifa la kahawa.,Abaremi ba'Kenyan fbasoire ase omoroberio bwechiro yense yechikagwa na okobwaterana.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.671; promoted_from=EKEGUSIICORPUS_2065; qa_tool_somali=nllb; qa_roundtrip_somali=0.717; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.629,Beeraleyda Kenya waxay helayaan iskaashiga suuqa kafeega ee caalamiga ah.,Jo-Kenya ma nigi puothe mag chai yudo thuolo mar tiyo gi ohala mag ohala e pinje mamoko.
AGRI_428,Agriculture,Crop Production,labour opportunities at higher levels and therefore better pay. Improve access to markets and value addition on agricultural produce. Despite the fact that ...,fursa za kazi katika viwango vya juu na kwa hivyo malipo bora. Kuboresha upatikanaji wa masoko na kuongeza thamani kwenye mazao ya kilimo. Licha ya ukweli kwamba ...,Amqabaga emeroremo yaigoro are nogoakana okuya. Kongia enchera yogosoa echiro na omoroberio bwokogesa obuya nerogori rierigesa riao. Nonya ere obomaene ng'a ...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.888; promoted_from=EKEGUSIICORPUS_2066; qa_tool_somali=azure; qa_roundtrip_somali=0.6; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.245,Fursadaha shaqo heerar sare iyo mushahar wanaagsan. Hagaajinta helitaanka suuqyada iyo kordhinta qiimaha wax-soo-saarka beeraha. Inkasta oo ay jirto ...,"Timo dongruok e yore mag manyo tich, kendo mano miyo giyudo chudo maber, medo bedo gi thuolo mar yudo ohala e pinje mamoko, medo bedo gi nyak e ohala, kendo medo kelo nengo ne gik ma giloso e piny."
AGRI_429,Agriculture,Sustainable Farming,Landscape approaches for climate-smart agriculture are based on optimizing synergies between multiple stakeholders and sectors in the landscape.,Mbinu za mazingira za kilimo cha hali ya hewa zinategemea kuboresha ushirikiano kati ya wadau wengi na sekta katika mazingira.,Chinchera chogokora oboremi as orwaro rwoboremi abuya borengete rire nigo borengete okobwaterana ase chingencho chionsi gati ya baria mokobwaterana na obokoreri as oboremi bwa mogondo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.745; promoted_from=EKEGUSIICORPUS_2067; qa_tool_somali=nllb; qa_roundtrip_somali=0.637; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.234,Qaab-dhismeedka muuqaalka ee beeraha cimilada ee caqli-galka leh waxay ku saleysan yihiin hagaajinta isku-dhafka u dhexeeya daneeyayaasha badan iyo qaybaha muuqaalka.,"Yo ma ji tiyogo e timo gik ma kelo lokruok e alwora, kendo ma kelo lokruok e kit ngima, otenore kuom tiyo gi yore mopogore opogore mag timo gik ma kelo lokruok e alwora."
AGRI_430,Agriculture,Crop Production,Latest Posts Â· ACAT 2025 calls for greater investment and partnerships in Agri-Tech solutions to ignite Africa's agriculture Â· Malawi farmers ...,Machapisho ya hivi karibuni â· ACAT 2025 inatoa wito wa uwekezaji mkubwa na ushirikiano katika suluhu za Agri-Tech ili kuchochea kilimo cha Afrika Â· Wakulima wa Malawi ...,Latest Posts Â· ACAT 2025 cbasegetire kegima okobeka chinguru na kobwaterana ase oboremi nechisemi chiechidichitari buna enchera eyemo yokomesia oboremi aiga orogongo rwa Afrika Â· Malawi abaremi ...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.88; promoted_from=EKEGUSIICORPUS_2071; qa_tool_somali=nllb; qa_roundtrip_somali=0.804; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.461,Previous Post  ACAT 2025 waxay ku baaqeysaa maalgashiyo badan iyo wada-shaqeyn ku saabsan xalalka Agri-Tech si ay u kiciyaan beeraha Afrika  Beeraleyda Malawi ...,Weche Manyien Â· ACAT 2025 dwaro ni ji omed timo ohala e yore mag Agri-Tech mondo okony e chango jopur mag Afrika Â· jopur ma Malawi ...
AGRI_431,Agriculture,Training,"Learn about extension services available in your area from KALRO. Know how to access advice, training, and support.","Jifunze kuhusu huduma za ugani zinazopatikana katika eneo lako kutoka KALRO. Jua jinsi ya kupata ushauri, mafunzo, na usaidizi.","Egera igoro yabasemia boboremi bare ange naye korwa KALRO. Manya buna oranyore ogosemia korwa ase bare, ogosomigwa, na gosirwa.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.935; promoted_from=EKEGUSIICORPUS_2072; qa_tool_somali=azure; qa_roundtrip_somali=0.767; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.431,"Baro adeegyada kordhinta ee laga heli karo aaggaaga oo ka socda KALRO. Ogow sida loo helo talooyin, tababar, iyo taageero.",Puonjri weche momedore e wi tije mag lendo ma yudore e alworau kokalo kuom KALRO.
AGRI_432,Agriculture,Crop Production,"Learn about Plant Variety Protection rights and how they encourage the development of new, improved maize varieties.",Jifunze kuhusu haki za Ulinzi wa Aina za Mimea na jinsi zinavyohimiza ukuzaji wa aina mpya za mahindi zilizoboreshwa.,"Egera komanya igoro yebimeri ao ao, oboronge bwokwerenda na buna oranyare koa moyo abande kogendereria, embego engiya yebituma.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.957; promoted_from=EKEGUSIICORPUS_2073; qa_tool_somali=azure; qa_roundtrip_somali=0.754; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.601,Baro xuquuqda Ilaalinta Noocyada Dhirta iyo sida ay u dhiirrigeliyaan horumarinta noocyada galleyda cusub ee la hagaajiyay.,Puonjri kuom ratiro ma Nyasaye nigo mar rito kit yien mopogore opogore kod kaka gikonyo e loso kit yien manyien.
AGRI_433,Agriculture,Crop Production,"Learn how agriculture can contribute to school feeding programmes by supplying fresh, local produce like kales.","Jifunze jinsi kilimo kinaweza kuchangia programu za kulisha shule kwa kusambaza mazao mapya, ya ndani kama kales.","Egera komanya buna oboremi boranyare goikerania omoroberio korageria chisukuru goetera obobagi bwendara korwa mogondo etarasereka, rigesa ria nka buna ebikeri .",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.905; promoted_from=EKEGUSIICORPUS_2075; qa_tool_somali=nllb; qa_roundtrip_somali=0.695; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.479,Baro sida beeraha ay ugu biiri karaan barnaamijyada quudinta dugsiyada iyagoo siinaya alaabada cusub ee deegaanka sida kaale.,"Puonjri kaka tij pur nyalo konyo e miyo nyithindo chiemo e skul kuom chiwo chiemo manyien, ma gin gik ma ji ohero chamo e alwora ma gidakie kaka kales."
AGRI_434,Agriculture,Livestock,Learn how farmers can earn carbon credits by adopting practices on the dairy farm that remove carbon dioxide from the atmosphere.,Jifunze jinsi wakulima wanaweza kupata mikopo ya kaboni kwa kufuata mazoea kwenye shamba la maziwa ambayo huondoa kaboni dioksidi kutoka angahewa.,Egera komanya buna abaremi baranyore goakanwa chibesa korwa ogotanga embeo eria egosaria rire ase akobwata chingencho chiria chioborisia obuya  bogokeyia embeo eyio gochia ase rire.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.949; promoted_from=EKEGUSIICORPUS_2076; qa_tool_somali=azure; qa_roundtrip_somali=0.889; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.541,Baro sida beeraleydu u heli karaan credit kaarboon iyagoo qaadanaya hababka beerta caanaha ee ka saara kaarboon laba ogsaydhka jawiga.,Puonjri kaka jopur nyalo yudo pesa kuom tiyo gi yore mag golo carbon dioxide e kor lwasi.
AGRI_436,Agriculture,Livestock,Learn how farmers can participate in carbon credit programs by adopting practices that sequester carbon in poultry unit.,Jifunze jinsi wakulima wanaweza kushiriki katika programu za mikopo ya kaboni kwa kupitisha mazoea ambayo huchukua kaboni katika kitengo cha kuku.,Egera komanya buna  abaremi baranyare korwa ebirengererio biabo igoro yokonyora chibesa chiria chiogotanga embeo eria egosaria rire ase ase okwegera na kobwata chingencho chiria  chikobwata embeo eyio ase ebisumu biechingoko.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.886; promoted_from=EKEGUSIICORPUS_2078; qa_tool_somali=nllb; qa_roundtrip_somali=0.774; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.522,Baro sida beeraleyda uga qaybqaadan karaan barnaamijyada deynta kaarboon iyagoo qaata dhaqanka ka soo saara kaarboon ee unugyada digaagga.,Puonjri kaka jopur nyalo konyo e chenro mag chiwo pesa kuom tiyo gi yore mag kano carbon e kitegi mag pidho dhok.
AGRI_438,Agriculture,Training,Learn how to access agricultural extension services in your area from providers like County Extension Officers for advice and training.,Jifunze jinsi ya kupata huduma za ugani wa kilimo katika eneo lako kutoka kwa watoa huduma kama vile Maafisa Ugani wa Kaunti kwa ushauri na mafunzo.,Egera komanya buna oranyare goikera obokonyi bwoboremi korwa abatebereria abwo nka yao ikorwa  buna abaagirigacha beserikari ye kaonti Extension ogosemia amo nechisemi,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.886; promoted_from=EKEGUSIICORPUS_2080; qa_tool_somali=azure; qa_roundtrip_somali=0.933; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.312,Baro sida loo heli karo adeegyada fidinta beeraha ee aaggaaga oo ka yimaada bixiyeyaasha sida County Extension Officers si aad talo iyo tababar u hesho.,Puonjri kaka inyalo yudo kony kod tiegruok kuom joma chiwo kony kaka jodong-kanyakla.
AGRI_439,Agriculture,Training,Learn how to access agricultural extension services in your area from providers like Private Consultants for advice and training.,Jifunze jinsi ya kupata huduma za upanuzi wa kilimo katika eneo lako kutoka kwa watoa huduma kama vile Washauri wa Kibinafsi kwa ushauri na mafunzo.,Egera komanya buna oranyare goikera obokonyi bwoboremi korwa abatebereria abwo nka yao korwa Abatebereria Bogwetenenera  se ogosemia amo nechisemi.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.875; promoted_from=EKEGUSIICORPUS_2081; qa_tool_somali=nllb; qa_roundtrip_somali=0.93; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.616,Baro sida aad uga heli karto adeegyada kordhinta beeraha ee deegaankaaga bixiyeyaasha sida la-taliyayaasha gaarka loo leeyahay si aad u hesho talo iyo tababar.,Puonjri kaka inyalo yudo kony kuom joma chiwo kony kaka Private Consultants mondo iyud kony kod tiegruok.
AGRI_440,Agriculture,Livestock,Livestock vaccination campaign launched across arid counties.,Kampeni ya chanjo ya mifugo ilizinduliwa katika kaunti kame.,Ogosegeta kobeta etugo chisindani gwachakire chingongo chinyomo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.825; promoted_from=EKEGUSIICORPUS_2083; qa_tool_somali=nllb; qa_roundtrip_somali=0.699; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.327,Ololaha tallaalka xoolaha ayaa laga bilaabay degmooyinka qalalan.,Kampen mar chamo osuru ne jamni osechakore e gwenge duto ma ne onge gi yiengni.
AGRI_442,Agriculture,Crop Production,"Manage agricultural waste like food processing waste responsibly through composting, recycling, or safe disposal to minimize environmental impact.","Dhibiti taka za kilimo kama vile taka za usindikaji wa chakula kwa uwajibikaji kupitia mboji, kuchakata tena au utupaji salama ili kupunguza athari za mazingira.","Onchoreria ebogotigara korwa rigesa buna ebiemba gose amasaku koyaonchoreria boba obwoyo, ebinde kobionchoreria buna endagera yetugo ao ao na buna ogotuguta eubi korenda gose gokeania ogotiringa ebitoonchokanenete gose amasingira.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.918; promoted_from=EKEGUSIICORPUS_2088; qa_tool_somali=azure; qa_roundtrip_somali=0.84; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.433,"Si mas'uuliyad leh u maamusho qashinka beeraha sida qashinka farsamaynta cuntada iyada oo loo marayo composting, dib-u-warshadayn, ama tuurid ammaan ah si loo yareeyo saameynta deegaanka.","Ti gi mwandu mag puodho kaka mag loso chiemo e yo maber, ka itiyo gi gik ma ket e lowo, ka itiyo gi gik ma iloso kendo ka itiyo kodgi e yo maber mondo omi oketh gik ma chando alwora."
