src_text,tgt_text,src_code,tgt_code,PSA_ID,Domain
Lazima uwe umesajiliwa ili kupata chanjo ya COVID-19. Unaweza kufanya hivi katika kituo cha afya kilicho karibu au kujiandikisha kwenye tovuti ya MOH_Kenya (http://health.go.ke). Unachohitaji ni kitambulisho chako. Tafadhali wasaidie jamaa zako wazee kujiandikisha.,"Goika bwerike erio konyora esindani ya Covid 19. Nabo okwerika ase enyagitari ere ang’e nasore, gose ase etuvuti ya MOH_Kenya (http://health.go.ke). Ekio oganetie nekebande kiao. Konya abakoro kwerika.",swh_Latn,,1269,Health
"Waziri wa Afya Mutahi Kagwe anasema amri ya kutotoka nje ikiwa visa vya virusi vya corona vitaongezeka, anawahimiza Wakenya kupunguza mwingiliano wa kijamii.","Omowaziri o Afya, Mutahi Kagwe otebire richiko riogotasoka isiko ndietigwe onye ebinyinyi bia Coronavirus bikomentekana, obasabire abakenya gokeania okoumerana na abande.",swh_Latn,,1270,Health
"Wizara ya Afya inasema kisa hicho kiliripotiwa Kisumu, aina ya Covid-19 kutoka India ikigunduliwa nchini Kenya.",Ewizara yoborwaria yatebire ebinyinyi bia Covid 19 koru India biatokire Kisumu,swh_Latn,,1271,Health
"Idadi ndogo ya watu waliochanjwa wanaweza kuambukizwa COVID-19 baada ya chanjo; hii inaitwa maambukizi ya mafanikio, lakini kuna uwezekano wa kuwa na dalili ndogo kuliko kama hawakuchanjwa.","Enamba enke ya abanto mbakageire konyora oborwaire bwa Covid 19 magega yokonyora esindani yogwetanga. Eye nigo ekorokwa okoambokerigwa kwobobui, nonya abanto aba bagotwara ebimanyererio ebike kobua bari bataranyora esindani.",swh_Latn,,1272,Health
"Chanjo zote za COVID-19 ni salama kwa matumizi ya watu wazima, akina mama wanaonyonyesha na kulingana na miongozo ya sasa ya WHO, zinaweza pia kutumiwa na wanawake wajawazito kwa mapendekezo ya daktari aliyehitimu.","Chisindani chia Covid 19 chionsi nechingiya ase okobetwa abanto abanene, abang’ina/abakungu bakogonkia kobwatekana namorokererio arure na WHO. Nabo chikoegwa abakungu bare morito, koreng’ana nogoetia k w’omonyagitari.",swh_Latn,,1273,Health
Kuchukua aina tofauti za chanjo haipendekezwi. Baada ya kuchanjwa kikamilifu utapata cheti chako cha COVID-19 kutoka kwa tovuti ya MOH https://portal.health.go.ke.,"Kobetwa chisindani cao ao teancheiri. Ekero kwanyorire esindani, nabo okonyora esatibigeti yao ya COVI-19 korwa ase omtandao o MOH https://portal.health.go.ke",swh_Latn,,1274,Health
"Visa vitano vipya vya Mpox vyagunduliwa nchini Kenya, mgonjwa mmoja akiwa ametengwa",Abanto batano batokire babwate oborwaire bwa Mpox igaa Kenya. Omorwaire oyomo orusananigwe,swh_Latn,,1276,Health
"Sababu kuu za Kifua Kikuu ni pamoja na lishe duni, VVU, matatizo ya matumizi ya pombe, uvutaji sigara, na kisukari. Fahamu! Tunaweza kutokomeza Kifua Kikuu pamoja","Esese nigo ekorentwa na ogotaragera buya, enyamoreo, obotindu bwa amaru, esigara amo noborwaire bwesukari. Raria eng’ana eye! Ase oboamo nabo togokora esese",swh_Latn,,1277,Health
Kikohozi! Homa! Jasho la usiku! Maumivu ya kifua! Kupunguza uzito! Unaweza kuwa na TB. Upimaji na matibabu ni bure katika hospitali zote za umma! Pima leo!,Ogokorora! Riberera! Kogiramora botuko! Goatigwa egekuba! Gokea omobere! Nabo oratware Esese. Ogopimwa na oborwaria nigo bokoenanwa bosa ase chinyagitari chieserekali! Pimwa rero!,swh_Latn,,1278,Health
"Ili kupona kifua kikuu, ni lazima ukamilishe matibabu yote kama ilivyoshauriwa na mfanyakazi wa afya.","Erio obwene esese, goika okore oborwaria buna ogosemigwa nomonyagitaro oo.",swh_Latn,,1279,Health
"Mambo muhimu ya kuzuia kuenea kwa Mpox: Epuka kugusana kwa karibu na watu wanaoonyesha dalili. Usishiriki vitu vya kibinafsi kama vile taulo, vyombo, au nguo. Dumisha usafi mzuri kwa kunawa mikono mara kwa mara.","Amang’ana yengencho yogotanga Mpox: Tiga goikana ang’e nabanto babwate ebimanyererio bioborwaire obo. Timosanga ebinto bia ime buna chitauro, ebinto biendagera, gose chianga. Kaba omochenu ase ogwesibi amaboko ao kera chingaki.",swh_Latn,,1280,Health
"Dalili za Mpox ni pamoja na homa, upele, na uvimbe wa tezi za limfu. Tafuta huduma ya matibabu mara moja ikiwa utagundua yoyote kati ya haya.","Ebimanyererio bia Mpox nigo bire buna rikuba, upele, okobimba chingw’eno. Genda nyagitari kegima ekero kwarorire ebimanyererio ebi ase ore.",swh_Latn,,1281,Health
"Kenya yathibitisha visa 10 zaidi vya Covid-19 na kufikisha jumla ya maambukizi 384, tisa kati ya visa vipya ni kutoka Mombasa na kimoja kutoka Nairobi.","Kenya koenekia abanto 10 komentekana ase okoambokerigwa oborwaire bwa COVID19 bonsi amo goika abanto 384. Ase abwo, 109 nigo bakorwa Mombasa na oyomo korwa Nairobi.",swh_Latn,,1286,Health
Kenya iko macho kuhusu mbu mpya na hatari. Anopheles Stephensi husababisha aina mbaya zaidi ya Malaria. Watafiti wa afya wamegundua mbu huko Mandera. Mbu hueneza Malaria katika maeneo ya mijini na vijijini,"Kenya yakureire eumbu yachire embe. Anopheles Stephensi nigo ekoreta esosera embe. Abakori emeremo boborwaria banyorire eumbu eye aaria Mandera. Chiumbu nigo chikoenana esosera ase chinsemo ao ao ime y’emechi, n’ebinyoro.",swh_Latn,,1288,Health
Gavana wa Kisumu Nyong'o aamuru migahawa yote ifungwe katika kaunti hiyo kwa kushindwa kufuata sheria za Wizara ya Afya dhidi ya Covid-19.,"Omogabana o Kisumu, Nyong’o, orure richiko riogosieka chinsemo chiokoragera magega yogotaigwera amachiko arure na MOH yokorwania COVID 19",swh_Latn,,1289,Health
CDC yazindua kampeni ya kuhimiza usafi wa mikono ili kuzuia kuenea kwa magonjwa.,CDC gochaka ekampeini ya ogosiira gosibia amaboko erio gotanga okoambokeria amarwaire.,swh_Latn,,1290,Health
Serikali yazindua Taasisi ya Kitaifa ya Afya ya Umma ya Kenya ili kuimarisha kinga dhidi ya magonjwa,Eserekali yachakirie etaasisi yoborwaria ime ya Kenya yogokinia ogotanga kw'amarwaire,swh_Latn,,1291,Health
"Ikiwa unajisikia vibaya, una mafua, kikohozi au homa, tafadhali piga simu 719 au tuma ujumbe mfupi *719#","Onye koigwete bobe omobere, obwate rikuba gose ogokorora, gaki aka esimi gochia 719 gose otome riuko gochia *719#",swh_Latn,,1292,Health
"Wakati huu, wafungwa na mahabusu hawatafikishwa mahakamani.","Ebiro ebi, abasibwa namabusi bonsi tibakoirwa bosio bwekegambero.",swh_Latn,,1294,Health
Mahakama zitaendelea kushughulikia vyeti vya dharura na kupokea malalamiko ya kesi kubwa.,Ebigambero biagendereire kobwata chisatibigeti chiobwango na korwa ebirero ase ebina ebinene,swh_Latn,,1295,Health
Majaji katika vituo vyote kwa wakati huo huo watapitia kesi zinazostahili ambazo tayari zimetambuliwa na mamlaka ya Magereza na kutoa amri zinazofaa za marekebisho katika juhudi za kupunguza msongamano wa magereza. Mahakama za Mahakimu pia zitapitia masharti ya dhamana kwa wale walio mahabusu.,"Abanachi ebina ase ebitaseni bionsi, ase chingaki echio, nigo baraetere ebina biganeiri korigererigwa, biancheraneirwe nobogambi bwechichera, na korua amachiko agwenerete yoboonchoreria, erio gokeania ogoichorerana ime yechichera. Ebigambero bia abanachi ebina abake mbaetere amachiko yechibondi ase bari bare oromande",swh_Latn,,1296,Health
"Kituo cha ELRC cha Nyeri kimefungwa kuanzia tarehe 24 Agosti hadi 7 Septemba 2020 kutokana na visa viwili vilivyothibitishwa vya COVID-19, huku dawa ya kufukiza na kujitenga kwa wafanyakazi kukiwa kunaendelea. Hakuna vyeti vitakavyoshughulikiwa katika kipindi hiki. Mahakama itafunguliwa tena kwa ajili ya vikao vya mtandaoni tarehe 21 Septemba, huku vikao vya kimwili vikitarajiwa kuanza tena chini ya usimamizi wa Jaji Mkuu mapema Oktoba.","Egetuo kia ELCR kia Nyeri giasiekirwe gochakera chitariki 24 Agosti goika 7 Septemba 2020 magega yogotoka abarwaire babere ba COVID-19, ogosiara eriogo na gwesiekerera kogendererete. Chisatibigeti tichirikorosigwa chingaki echi. Abigambero nkoigora bire ogotegerera ebina ase embeo 21 Septemba, ekero ogotegerera ebina ase ebigambero gokageire koirana, inse yoboteneneri bwomogambi omonene, Oktoba kegochaka.",swh_Latn,,1297,Health
"Sera ya Trump inaathiri mipango ya afya ya Kenya. Sera inasimamisha usambazaji wa dawa za VVU, Malaria na TB. Hatua hiyo pia inaathiri vifaa vya matibabu vya watoto wachanga. Barasa: Tutatafuta ufadhili kwingineko ikiwa Marekani itaondoa","Richiko ria Trump, gosaria emeroberio ya oborwaria ya Kenya. Richiko erio nigo rigotenenia obokonyi bwokoenana amariogo ya esese amo na enyamoreo ,naboigo amariogo ya abana ebing'werere. Barasa: Ntorigie obokonyi ase ang'ao Amerika keratenenie obokonyi gocha ase tore.",swh_Latn,,1301,Health
Kampuni ya Nigeria kutengeneza vifaa vya kupima VVU na malaria baada ya ufadhili wa Marekani kupunguzwa,Ekambani ya Nigeria korosia ebikoreri biokorenga oborwaire bw'Enyamoreo na Esosera kobwatekania na Amerika gotenenia obokonyi.,swh_Latn,,1302,Health
"Mkurugenzi Mtendaji wa Mfuko wa Kimataifa amtaka Ruto kuchangisha fedha kwa ajili ya VVU, Kifua Kikuu na Malaria","Omonene o Global Fund komosaba omonene bwe ense Ruto,gochanga chibesa ase okorwania Enyamoreo,Esese na Esosera.",swh_Latn,,1303,Health
Kenya inakabiliwa na mgogoro huku amri ya Trump ikipunguza usambazaji wa dawa za HIV na malaria,Kenya konyora obokongu kobuatia richiko ria Trump rgotenenia obokonyi bwamariogo ya Esosera na Enyamoreo,swh_Latn,,1304,Health
Utafiti wa KEMRI unaonyesha ivermectin hupunguza kwa kiasi kikubwa maambukizi ya malaria,Oboringoria bwa KEMRI bwaenekirie ing'a Ivermectin nigo egokeania okwambokeria gw'Esosera ase engecho enene.,swh_Latn,,1305,Health
Katibu Mkuu wa Afya asambaza vyandarua katika Kaunti ya Busia. Kiwango cha malaria huko Busia kimefikia 39%. Kaunti 22 zimelengwa katika kampeni ya hivi karibuni,"Omoriki omonene bw'ewizara y'Oborwaria koenana chineti ase ekaunti ya Busia.Ogoichora Kwa Esosera ase ekaunti ya Busia gwaikeire 39%.Chikaunti 22 chirengire ase chikampeini chia ang,'e iga.",swh_Latn,,1306,Health
Gharama ya upimaji unaolengwa wa Covid-19 na vituo vya karantini vya serikali italipwa na serikali kuanzia leo. Wakenya hawapaswi kuogopa kupimwa.,"Rigori riogopimwa naboigo ebitaseni bia COVID-19, mbiakanerwe na eserekari gochaka rero ase igo bakenya mbabwenereti gotwara bwoba gopimwa.",swh_Latn,,1307,Health
"Kusitishwa kwa usafiri katika Eneo la Jiji la Nairobi, Mombasa na Mandera kwaongezwa kwa mwezi mmoja, baa zitaendelea kufungwa kwa siku 30 zaidi","Ogotenenenigwa bw'obosombi ase emechi ya Nairobi ,Mombasa na Mandera komentwa omotienyi oyomo. Chibaa kogenderera gosiekwa ase amatuko 30 ande.",swh_Latn,,1308,Health
"Leo, tumerekodi visa vipya 447 chanya kati ya sampuli 3803 na kufikisha jumla ya visa chanya nchini kufikia 8,975. Sampuli zilizojaribiwa nchini sasa zina zaidi ya 200,000.","Rero, twanyorire abarwaire 447 ase abanto 3803 banyarire gopimwa, bonsi banyarire goikia abarwaire 8,975. Chisampuli chionsi chiapimirwe ime y’nse yaito engima chiaetanirie 200,000",swh_Latn,,1309,Health
"Watu 2,169 wamepatikana na virusi vya COVID-19 kutoka kwa sampuli 9,428, kiwango cha walioambukizwa kikiwa asilimia 23; Wizara ya Afya yasema hakuna kifo kilichorekodiwa","Abanto 2,169 banyorekanire babwate ebinyinyi bia COVID-19, korwa ase chisampuli 9,428, ekerengo kia abaambokerigwe kere 23%; Ewizara y’Oborwaria yatebire gokwa nkoiyo kwabeire.",swh_Latn,,1311,Health
Magoha anasema Ksh.1B zinahitajika kununua barakoa kwa ajili ya shule,Magoha otebire Ksh.1B chiganeirie kogorera chisukuru ebikoneri/chimaski,swh_Latn,,1312,Health
Hakutakuwa na watu wanaosafiri kwa ndege kutoka kaunti hadi Nairobi…Hakutakuwa na uwezo wa kuletwa Nairobi kwa matibabu kwani Nairobi yenyewe itakuwa tayari imezidiwa…Tunakoelekea hakutabiriki. Ni bora kuwa tayari kuliko kujuta.,"Obosombi bwa abanto g oetera chindege gocha Nairobi tikoiyo. Okonyara tigokoba aroro gwokorentwa Nairobi erio konyora oborwari, asengencho Nairobi yoka yanyarekire. Ase torochi tarikonyara kobanwa. Nigo ere buya kwebanga kobua gweitia.",swh_Latn,,1313,Health
Amri ya kutotoka nje ya nchi nzima kuanzia jioni hadi alfajiri yaongezwa kwa siku 21 ili kupunguza kuenea kwa Covid-19,"Richiko riogotasoka isiko ase ense engima, gochakera morogoba, goika bwakiire, riamentirwe amatuko 21 erio gokeani okoambokerigwa gwa Covid-19",swh_Latn,,1314,Health
"Madaktari 20 kutoka Cuba wanatarajiwa kuwasili Nairobi usiku wa leo, Waziri wa Afya Kagwe anasema watakuwa katika Hospitali ya Chuo Kikuu cha Kenyatta kwa miezi 6 ili kusaidia kudhibiti janga la Covid-19.","Abanyagitari 20 korwa Cuba mbakageire goika Nairobi obotuko bwa rero, Omowaziri bw’Oborwaria, Kagwe, otebire ing’a nigo barabe ase enyagitari ya Kenyatta University, ime y’emetienyi 6 erio gokonya gokeania oborwaire bwa Covid-19.",swh_Latn,,1315,Health
Uzinduzi wa mchanganyiko wa mahindi na soya ulioimarishwa umesambazwa katika shule za msingi ili kukabiliana na utapiamlo.,Okorentwa kw’ebituma biburukaine esoya kwararigwe chisukuru chia premari erio gokeania oborwaire bwokoborwa afya,swh_Latn,,1316,Health
"Uzinduzi wa cheti cha hiari kinachowatambua waajiri wanaotekeleza viwango vya lishe, afya ya akili, na siha.","Ogochakigwa gw’esatibigeti yokwerwa eyio egoancherana abariki emeremo abare bagoikerania ebirengo biechindagera, oborwari bw’obongo, amo na okoba nechinguru kemobere.",swh_Latn,,1317,Health
Utangulizi wa mazoezi ya baada ya kujifungua na vikundi vya usaidizi wa lishe vinavyoongozwa na wataalamu wa tiba ya viungo na wataalamu wa lishe.,"Ogochakigwa amazoezi/ogotarataria omobere amo na ebiombe bigokonya chisemi chiechindagera, bikorawa na abanyagitari bogotarataria amo na bari bechindagera",swh_Latn,,1318,Health
Tangazo la kuhimiza ulaji wa kila siku wa sehemu tano za matunda/mboga kwa ajili ya ustawi na kinga dhidi ya magonjwa.,"Okoraria kwogosegeta gwa kera rituko, gwokoria amatunda keboikeranu/ching’eni erio kkoba buya kemobere na gotanga amarwaire.",swh_Latn,,1319,Health
Pilot akitoa vifaa vya mbegu vinavyohamishika na mafunzo kwa vikundi vya wanawake ili kukuza chakula chenye lishe katika makazi yasiyo rasmi.,Omorundi chindege okorwa ebikoreri biechintetere am na koegeria ebiombe bia abakungu gosimeka chindagera chibwate amadini ase babegete obomenyo.,swh_Latn,,1320,Health
Serikali imeweka hatua kadhaa kali baada ya visa vya virusi vipya vya korona nchini Kenya kupanda hadi 15 katika saa 72 zilizopita. Maagizo hayo mapya yalikuja baada ya watu wengine wanane kupimwa na kupatikana na COVID-19.,Eserekali yabekireebitambokero ekero ebinyinyi ebinyia bia Korona biamentekanete goika 15 ime ye’chinsa 72 chiaetire. Amachiko amayia nigo achete magega yabanto bande batano na batato gopimwa na konyorekana na COVID-19.,swh_Latn,,1321,Health
Kenya yathibitisha visa vitatu vya Covid-19 Omicron; Waziri wa Afya Kagwe anasema imegunduliwa miongoni mwa wasafiri ambao wametengwa,Kenya yaenekirie ebinyinyi bitato ao ao bia Covid-19 Omicron; omowaziri bwoborwaria CS Kagwe otebire nigo biarorekanete ase abanto barenge chisafari abare babekire karantini.,swh_Latn,,1322,Health
"Serikali ya Kaunti ya Kakamega yaamuru kufungwa kwa vyumba vyote vya kuhifadhia maiti vya umma, Gavana Oparanya awashauri wakazi kuzika wafu wao mara moja.","Eserekali y’ekaunti ya Kakamega yarure ogochika kwogosieka chimocheri chi’echinyagitari chieserekali, Omogabana Oparanya oboririe abamenyi gotindeka abakure kegima.",swh_Latn,,1323,Health
Waziri wa Elimu Magoha asema vyuo vikuu vitafungwa hadi Januari 2021 kwani havifuati sheria za Covid-19,Omowaziri bwe’Chisemi Magoha otebire chi’yunibasiti tichirikoigorwa goika January 2021 ase eng’encho tibarabwatia amachiko a Covid-19,swh_Latn,,1324,Health
Serikali yamwagiza Mama Mbogas kuacha kukata mboga kwa ajili ya wateja wake kutokana na hofu ya COVID-19,Eserekali yatebiririe mama mboga gotiga gokenyeri abanto ching’eni ase eng’encho y’obwoba bwa COVID-19,swh_Latn,,1325,Health
Serikali sasa yatoa wito wa kuvaa barakoa na chanjo huku Kenya ikikabiliwa na wimbi la 6 la COVID-19,"Eserekali yabasabire abanto kobeka chimaski na konyora chanjo, ekero Kenya yatubirwe ne’rire ria COVID-19",swh_Latn,,1327,Health
Vibanda vya Mombasa Covid-19: Vibanda vya kupima bila kugusa vitasambazwa katika majimbo 6 ya uchaguzi. Vibanda havina mguso wowote kati ya daktari na mgonjwa. Vibanda visivyogusa vinaruhusu upimaji salama na wa haraka wa wingi. Vibanda vilivyokusanyika ndani ya eneo husika vinabadilisha mchezo.,Ebisa bia Mombasa Covid-19: Ebisa biogopimwa otarigokunwa nkoenanu bire ase amajimbo 6 y’obochori. Ebisa tibibwati gokunana konde gwonsi gati y’omonyagitari amo n’omorwaire. Ebisa ebi nigo bigoachera ogopimwa kobwate oborendi naende kwa bwango na obonge. Ebisa ebi biroseiri ime y’ensemo eyuo biaonchorire egosori.,swh_Latn,,1328,Health
Shule zitabaki wazi licha ya ongezeko la viwango vya maambukizi ya Covid-19,Chisukuru nchigenderere koigorwa nonya ebiwango biokoambokerigwa gwa Covid-19 bigendererete gokiina,swh_Latn,,1329,Health
"Kenya yasimamisha mikusanyiko yote ya umma, michezo, matukio, na mikutano ya kanisa; michezo ya shule imepigwa marufuku baada ya kisa cha kwanza cha COVID-19 jijini Nairobi","Kenya yatenenirie emesangererekano yonsi, emechieso/chigosori, ebipindi, n’emesangererekano ye’chikanisa; chigosori chiechisukuru chiakanirwe, magega yogotoka ekesi egetang’ani gia COVID-19 ime y’omochie o Nairobi",swh_Latn,,1330,Health
"Virusi vya Korona: Kufungiwa nchini Kenya ni chaguo, lakini kodi hazitaondolewa","Ebinyinyi bia Korona: Gosiekerwa nyomba ime ya ense ya Kenya n’ogochora, korende goakana ekodi tigokorusigwa.",swh_Latn,,1331,Health
Gavana Joho aweka vibanda vya usafi kwa watembea kwa miguu Mombasa.,Omogabana Joho obekeire ebisa bi’obochenu ase abanto bagotara namagoro Mombasa,swh_Latn,,1332,Health
"Zaidi ya 80% ya wagonjwa hawana dalili na wanaweza kutibiwa nyumbani. Wizara ya Afya imekamilisha mchakato wa itifaki za utunzaji wa nyumbani. Ninawasihi Wakenya, kwamba tunapotoa itifaki hizo na tunaona watu wakirudi nyumbani, hakuna haja ya unyanyapaa.","Abarwairengoetania 80% mbabwati biorokererio naende nabo bakorwarigwa bagende chinka. Ewizara y’Oborwari yakorire korosia amachiko y’obokonyi bwa inka. Nigo nkobasaba abakenya, ekero torarwe omoroberio oyo naende torore abanto bakoirana inka, titobachecheria.",swh_Latn,,1333,Health
Uganda yatangaza mlipuko wa Ebola baada ya Wizara ya Afya kuthibitisha kuwa mwanaume wa miaka 24 alionyesha dalili na baadaye akafariki,"Uganda yatangasire egiateko kioborwaire bwa Ebola, ekero Ewizara y’Oborwaria yaenegeti omosacha bwemiaka 24 kabwate ebimanyererio bioborwaire obwo magega yaye agakwa.",swh_Latn,,1336,Health
Tiaty imeathiriwa zaidi na 40% ya wakazi walioathiriwa. Watu 2 walipoteza maisha yao mwezi uliopita kutokana na Malaria. Serikali yasambaza vyandarua vilivyotibiwa kwa muda mrefu,Tiaty yanyorire egesusuro ekenene ase 40% ya abamenyi baye koambokerigwa. Abanto 2 basiririe amagima abo goetera oborwaire bw’Esosera. Eserekali nkoenana ere chineti chirwariri.,swh_Latn,,1337,Health
"Vita dhidi ya malaria vyaongezeka sana. Dawa mpya ya Argesun yatumika Nyanza. Dawa ya kuwasaidia wagonjwa wa ICU, watoto wenye Malaria","Esegi yokobua Malaria yamentekanire. Eriogo rigeni ria Argesun riatumekire Nyanza. Eriogo riogokonya abarwaire bare ICU, abana babwate Malaria.",swh_Latn,,1338,Health
Serikali yazindua usambazaji wa vyandarua. Serikali inalenga kusambaza vyandarua milioni 15.3 vilivyotibiwa,Eserekali yang’eire koenana chineti. Eserekali nigo erengete koenana chineti chirwariri 15.3M,swh_Latn,,1339,Health
Maafisa wa afya watuma ndege zisizo na rubani kupambana na malaria katika Kaunti ya Busia,Aboobisa ba Afya/Oborwaria batumekire chindege erio korwania Malaria ase ekaunti ya Busia,swh_Latn,,1340,Health
"Kenya miongoni mwa nchi 12 za Afrika kupata dozi milioni 18 za chanjo ya malaria ifikapo mwaka 2025, WHO inasema kipaumbele kitaelekezwa kwa nchi zenye uhitaji mkubwa zaidi.","Kenya nigo ere gati ye’chinse 12 chia Afrika chiranyore chodosi chomilioni 18 chia chanjo ya Malaria goikera omwaka o 2025, WHI nigo egoteba egotang’ana koa chinse chiria chibwate okogania okonene.",swh_Latn,,1341,Health
"Ushauri wa chanjo ya malaria: Watoto zaidi katika kaunti zilizoathiriwa na malaria watachanjwa. WHO imetoa idhini ya matumizi ya chanjo hiyo kwa upana zaidi. Watoto 275,000 wachapwa sehemu, 45,000 wamechanjwa kikamilifu. Data inaonyesha idadi ya visa vya malaria imepungua","Obosemia bwa esindani ya Malaria: Abana abange ase chikaunti chikunire na malaria mbanyore esindani. WHO yaetirie ogotumeka mono gwesindani eyuo. Abana 275,000 babetirwe ake, 45,000 babetirwe yonsi. Data yaorokirie ing’a malaria yakeire.",swh_Latn,,1342,Health
"Tunawahimiza watu kutafuta matibabu katika vituo vya afya mara tu wanapopata dalili zozote. Unapotafuta matibabu mapema, unajikinga dhidi ya malaria kali.","Nigo tokobaa omoyo abanto bachi kirigia oborwari ase chinyagitari nsa chinde chionsi bagotwara ebimanyererio binde bionsi. Ekero okorigia oborwari mapema, nigo ogwetanga konyora esosera embe.",swh_Latn,,1343,Health
"Wizara ya Afya yatuma wataalamu 10 wa Cuba katika kaunti za Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay na Migori katika mapambano dhidi ya malaria kwa njia za kibiolojia.","MOH yatomire abaataalamu 10 ba Cuba gochi chikaunti chia Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homabay na Migori ase esegi yogokora Esosera ase ogotumia chinchera chia kibayolojia.",swh_Latn,,1345,Health
"Heri ya Siku ya Malaria Duniani! Hapa ni kwa ajili ya kuongeza uelewa, kulinda jamii zetu, na kusukuma karibu na ulimwengu usio na malaria.","Rituko rigiya ria Malaria ase Ense! Igaa n’ase eng’encho yokomenta obomanyi, korenda ebisaku biaito, na gosuguma gochia ase ense ebwate obosibore korwa ase Malaria.",swh_Latn,,1346,Health
"Je, unajua kwamba Chama cha Msalaba Mwekundu cha Kenya kinatoa huduma za ushauri nasaha bila malipo masaa 24 kwa siku, siku 7 kwa wiki? Tupigie simu kwa 1199 nasi tutakuwepo kwa ajili yako. Tangu Januari-Juni 2019, timu yetu ya Huduma za Afya ya Akili na Usaidizi wa Kisaikolojia ilihudhuria simu 513.","Inee, nomanyete ing’a Kenya Red Cross Society mbabwate obosemia bwa bosa goetera esimi 24/7? Toakere esimi ase 1199 nao tore ase eng’encho yao. Koru Januari-Juni 2019, chitimu chiaito chia Afya y’obongo amo na Obokonyi bwa kisaikolojia nchiabwatire chisimi 513",swh_Latn,,1347,Health
Ungana na wengine na uwe sehemu ya mahusiano chanya. Kujenga mahusiano chanya na watu ni jambo zuri kwa ustawi wako wa akili.,Umerana n’abande erio obe ensemo y’obogisanio obuya. Okoagacha obogisangio obuya n’abanto nigo kore okuya ase afya yao y’obongo.,swh_Latn,,1349,Health
Si jambo la kiume kujitahidi. Waangalie wanaume katika maisha yako.,Tiriri ing’ana ria kebosacha gochandeka. Barigererie abasacha bare ase obogima bwao.,swh_Latn,,1350,Health
"Ufafanuzi wa bipolar, sababu, dalili, vifaa vya uchunguzi na matibabu.","Eng’encho ya bipolar, ebimanyererio, ebifaa biokorenga amo na oborwaria.",swh_Latn,,1352,Health
"Viashiria vya msongo wa mawazo: kukasirika kwa urahisi, wasiwasi, mashambulizi ya hofu, matatizo ya usingizi, kujitenga na watu, kuwashwa","Ebiorokererio bi’ebirengererio: okokgechigwa bwango, enda egotera amache, chimbaa/obwoba, obokong’u korara, gweatanana na abande, okoromwa.",swh_Latn,,1353,Health
"Mbinu kama vile kupumua kwa kina, kutembea au kutumia muda nje ni zana zinazotumika kwa wote katika kudhibiti msongo wa mawazo wa kila siku.","Chingencho buna koeyana mono, gotara gose kobuta isiko n’ebikoreri biogotenenera ebirengererio bia kera rituko.",swh_Latn,,1356,Health
"Hali za afya ya akili kama vile mfadhaiko zinaweza kusababisha dalili za kimwili kama vile uchovu na ugonjwa, na hivyo kuonyesha uhusiano mkubwa kati ya akili na mwili.","Ebiorokererio bia Afya y’obongo buna ebirengererio nabo bikorenta ebimanyererio bia kemobere buna omoroso na oborwaire, na igo kworokia okobwatana gati ya obongo na omobere.",swh_Latn,,1357,Health
Ustawi wa akili ni muhimu kwa mahali pa kazi penye tija na afya. Panga afya ya akili kama vile unavyoweza kuipa kipaumbele afya ya mwili.,Okoba buya kw’obongo nigo kore okw’engencho gotwara chinsemo chiemeremo chibwate okobioka na afya. Tang’ania afya y’obongo buna oratanganie eya kemobere.,swh_Latn,,1359,Health
Kuzungumzia afya ya akili huvunja unyanyapaa na kuwasaidia wengine kufunguka. Tujenge mazingira ya usaidizi kwa wote.,Gokwanera igoro ya afya y’obongo nigo kogokonya gosaria obochayi na gokonya abande gosiboka. Tiga toagache amazingira y’obokonyi ase bonsi.,swh_Latn,,1360,Health
Serikali yasambaza vyandarua katika mapambano dhidi ya malaria. Kaunti ya Kilifi ni mojawapo ya wanufaika. Programu ya vyandarua iliangaziwa kwa ukiukwaji wa sheria za ununuzi. Wizara ya Afya inataka kusambaza vyandarua milioni 15 katika kaunti 22,Eserekali yaenanire chineti as esegi ya Malaria. Ekaunti ya Kilifi neyemo yabo ase chiria chigochi konyora. Omoroberio bwe’chineti nigo oetwe oborabu igoro ya ogotabwati amachiko y’ogochigora. Ewizara ya Afya nigo etagete koenana chineti milioni 15 ase chikaunti 22,swh_Latn,,1361,Health
Kenya yathibitisha visa 12 zaidi vya COVID-19 na kufanya jumla ya idadi kufikia 246. Waziri wa Afya Mutahi Kagwe anasema 5 kati yao ni wafanyakazi wa hoteli.,"Kenya koenekia okomentekana Kwa abwarwaire 12 bande ba COVID-19, bonsi ase oboamo goika 246 . Omoteneneri Bwa obochenu agoteba buna batano ase ana,nawakori egasi ba omobogani/hoteli.",swh_Latn,,1362,Health
"Viongozi wa kidini chini ya Baraza la Makanisa Duniani wanahimiza serikali na nchi wafadhili kuongeza usaidizi wa Mfuko wa Dunia, ili kusaidia majibu endelevu kwa VVU, kifua kikuu, na malaria.","Abarai be chidini nse' ya oborai bwe chikanisa ase ense engima,bakoboria chiserekari na Chinse chia okorwa obokonyi,komenta obokonyi Bwa ekegancha Kia ense erinde gondereria emeroberio ya oborwaria Bwa enyamoreo,Esese na Esosera.",swh_Latn,,1364,Health
