PSA_ID,Domain,English,English_sw
HEA_00440,Health,Public health advisory: KEMRI warns of increased Rift Valley Fever risk in Kitui County and advises the public to complete the full recommended vaccination dose.,Ushauri wa afya ya umma: KEMRI inaonya juu ya kuongezeka kwa hatari ya homa ya Rift Valley katika Kaunti ya Kitui na inashauri umma kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00441,Health,Division of Disease Surveillance and Response calls on parents in Uasin Gishu County to have children under five screened for dengue fever during the December outreach.,Idara ya Ufuatiliaji na Jibu la Magonjwa inawaomba wazazi katika Kaunti ya Uasin Gishu kuwa na watoto chini ya miaka mitano kuchunguzwa kwa homa ya dengue wakati wa kampeni ya Desemba.
HEA_00442,Health,CDC calls on parents in Homa Bay County to have children under five screened for tuberculosis during the April outreach.,CDC inaomba wazazi katika Homa Bay County kuwa na watoto chini ya miaka mitano screened kwa ajili ya kifua kikuu wakati wa Aprili outreach.
HEA_00443,Health,Public health advisory: SHA (Social Health Authority) warns of increased dengue fever risk in Kajiado County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: Shirika la Afya ya Jamii (SHA) linaonya juu ya kuongezeka kwa hatari ya homa ya dengue katika Kajiado County na linawashauri umma kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii.
HEA_00444,Health,SHA (Social Health Authority) urges residents of Tana River County to complete the full recommended vaccination dose following a rise in reported dengue fever cases.,Shirika la Afya ya Jamii (SHA) linawahimiza wakazi wa Kaunti ya Tana River kukamilisha kipimo kamili cha chanjo kilichopendekezwa baada ya ongezeko la visa vya homa ya dengue vilivyoripotiwa.
HEA_00445,Health,Public health advisory: CDC warns of increased HIV/AIDS risk in Marsabit County and advises the public to use insecticide-treated mosquito nets every night.,Ushauri wa afya ya umma: CDC inaonya juu ya kuongezeka kwa hatari ya VVU/UKIMWI katika Kaunti ya Marsabit na inashauri umma watumie mitungi ya mbu kila usiku.
HEA_00446,Health,SHA (Social Health Authority) calls on parents in Migori County to have children under five screened for meningitis during the April outreach.,Shirika la Afya ya Jamii (SHA) linawasihi wazazi katika Kaunti ya Migori kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya meningitis wakati wa kampeni ya Aprili.
HEA_00447,Health,SHA (Social Health Authority) calls on parents in Narok County to have children under five screened for cholera during the August outreach.,Shirika la Afya ya Jamii (SHA) linawasihi wazazi katika Kaunti ya Narok wafanye uchunguzi wa watoto walio chini ya miaka mitano kwa ajili ya ugonjwa wa kipindupindu wakati wa mkutano wa Agosti.
HEA_00448,Health,KEMSA calls on parents in Narok County to have children under five screened for Rift Valley Fever during the July outreach.,KEMSA inawaomba wazazi katika Kaunti ya Narok kuwa na watoto chini ya miaka mitano wachunguzwe kwa ajili ya homa ya Rift Valley wakati wa mkutano wa Julai.
HEA_00449,Health,Public health advisory: Ministry of Health warns of increased typhoid risk in Bomet County and advises the public to seek immediate testing at the nearest health facility.,Ushauri wa afya ya umma: Wizara ya Afya inaonya juu ya kuongezeka kwa hatari ya kifua kikuu katika Kaunti ya Bomet na inashauri umma kutafuta upimaji wa haraka katika kituo cha afya cha karibu.
HEA_00450,Health,Kenya Red Cross calls on parents in Mombasa County to have children under five screened for tuberculosis during the December outreach.,Msalaba Mwekundu wa Kenya unawaomba wazazi katika Kaunti ya Mombasa kuwachunguza watoto walio chini ya miaka mitano kwa ugonjwa wa kifua kikuu wakati wa mkutano wa Desemba.
HEA_00451,Health,Public health advisory: SHA (Social Health Authority) warns of increased HIV/AIDS risk in Kilifi County and advises the public to seek immediate testing at the nearest health facility.,Ushauri wa afya ya umma: SHA (Shirika la Afya ya Jamii) linaonya juu ya kuongezeka kwa hatari ya VVU / UKIMWI katika Kaunti ya Kilifi na inashauri umma kutafuta upimaji wa haraka katika kituo cha afya cha karibu.
HEA_00452,Health,Public health advisory: Ministry of Health warns of increased cholera risk in Lamu County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: Wizara ya Afya inaonya juu ya kuongezeka kwa hatari ya kipindupindu katika Kaunti ya Lamu na inashauri umma kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii.
HEA_00453,Health,KEMSA calls on parents in Mandera County to have children under five screened for cyclosporiasis during the November outreach.,KEMSA inaomba wazazi katika Kaunti ya Mandera kuwa na watoto chini ya miaka mitano kuchunguzwa kwa cyclosporiasis wakati wa huduma ya Novemba.
HEA_00454,Health,Notice: Kenya Medical Association confirms a cyclosporiasis outbreak alert for Nandi County. Residents are advised to seek immediate testing at the nearest health facility.,Taarifa: Chama cha Matibabu cha Kenya kinathibitisha tahadhari ya kuzuka kwa ugonjwa wa cyclosporiasis kwa Kaunti ya Nandi. Wakazi wanashauriwa kutafuta upimaji wa haraka katika kituo cha afya cha karibu.
HEA_00455,Health,Public health advisory: KEMSA warns of increased malaria risk in Kisumu County and advises the public to complete the full recommended vaccination dose.,Ushauri wa afya ya umma: KEMSA inaonya juu ya kuongezeka kwa hatari ya malaria katika Kaunti ya Kisumu na inashauri umma kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00456,Health,Public health advisory: Kenya Medical Association warns of increased tuberculosis risk in Kajiado County and advises the public to seek immediate testing at the nearest health facility.,Ushauri wa afya ya umma: Chama cha Matibabu cha Kenya kinaonya juu ya kuongezeka kwa hatari ya kifua kikuu katika Kajiado County na inashauri umma kutafuta upimaji wa haraka katika kituo cha afya cha karibu.
HEA_00457,Health,Kenya Red Cross urges residents of Baringo County to avoid contact with contaminated water sources following a rise in reported dengue fever cases.,Msalaba Mwekundu wa Kenya unawahimiza wakazi wa Kaunti ya Baringo waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa kufuatia ongezeko la visa vya homa ya dengue vilivyoripotiwa.
HEA_00458,Health,Public health advisory: Kenya Medical Association warns of increased Rift Valley Fever risk in Kitui County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: Chama cha Matibabu cha Kenya kinaonya juu ya kuongezeka kwa hatari ya homa ya Rift Valley katika Kaunti ya Kitui na inashauri umma kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya wa jamii.
HEA_00459,Health,Kenya Red Cross reminds the public that free malaria screening is available at all public health centres in Tharaka-Nithi County this December.,Msalaba Mwekundu wa Kenya unakumbusha umma kwamba uchunguzi wa malaria wa bure unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Tharaka-Nithi Desemba hii.
HEA_00460,Health,Kenya Medical Association urges residents of Busia County to complete the full recommended vaccination dose following a rise in reported tuberculosis cases.,Chama cha Matibabu cha Kenya kinawahimiza wakazi wa Kaunti ya Busia kukamilisha kipimo kamili cha chanjo kilichopendekezwa kufuatia ongezeko la visa vya kifua kikuu vilivyoripotiwa.
HEA_00461,Health,SHA (Social Health Authority) urges residents of Bungoma County to use insecticide-treated mosquito nets every night following a rise in reported Rift Valley Fever cases.,Shirika la Afya ya Jamii (SHA) linawahimiza wakazi wa Kaunti ya Bungoma watumie mitungi ya mbu kila usiku baada ya ongezeko la visa vilivyoripotiwa vya homa ya Rift Valley.
HEA_00462,Health,KEMRI urges residents of Kilifi County to complete the full recommended vaccination dose following a rise in reported Rift Valley Fever cases.,KEMRI inawasihi wakazi wa Kaunti ya Kilifi kukamilisha kipimo kamili cha chanjo kilichopendekezwa kufuatia ongezeko la visa vya Rift Valley Fever vilivyoripotiwa.
HEA_00463,Health,Public health advisory: KEMRI warns of increased dengue fever risk in Tana River County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: KEMRI inaonya juu ya kuongezeka kwa hatari ya homa ya dengue katika Kaunti ya Tana River na inashauri umma kuripoti visa vyovyote vinavyodhaniwa kwa wajitolea wa afya ya jamii.
HEA_00464,Health,Division of Disease Surveillance and Response reminds the public that free HIV/AIDS screening is available at all public health centres in Kakamega County this October.,Idara ya Ufuatiliaji na Majibu ya Magonjwa inakumbusha umma kwamba uchunguzi wa bure wa VVU / UKIMWI unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Kakamega mwezi huu Oktoba.
HEA_00465,Health,Kenya Red Cross reminds the public that free dengue fever screening is available at all public health centres in Marsabit County this November.,Msalaba Mwekundu wa Kenya unakumbusha umma kwamba uchunguzi wa bure wa homa ya dengue unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Marsabit mwezi huu wa Novemba.
HEA_00466,Health,Kenya Medical Association reminds the public that free cholera screening is available at all public health centres in Kirinyaga County this May.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba uchunguzi wa bure wa cholera unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Kirinyaga Mei hii.
HEA_00467,Health,Public health advisory: KEMSA warns of increased cyclosporiasis risk in Siaya County and advises the public to use insecticide-treated mosquito nets every night.,Ushauri wa afya ya umma: KEMSA inaonya juu ya kuongezeka kwa hatari ya cyclosporiasis katika Kaunti ya Siaya na inashauri umma kutumia nyuzi za mbu zinazoshughulikiwa na dawa za wadudu kila usiku.
HEA_00468,Health,Ministry of Health calls on parents in Turkana County to have children under five screened for cyclosporiasis during the November outreach.,Wizara ya Afya inawaomba wazazi katika Kaunti ya Turkana kuwa na watoto chini ya miaka mitano kuchunguzwa kwa ugonjwa wa cyclosporiasis wakati wa ziara ya Novemba.
HEA_00469,Health,Public health advisory: Division of Disease Surveillance and Response warns of increased cyclosporiasis risk in Kisii County and advises the public to complete the full recommended vaccination dose.,Ushauri wa afya ya umma: Idara ya Ufuatiliaji na Jibu la Magonjwa inaonya juu ya kuongezeka kwa hatari ya cyclosporiasis katika Kaunti ya Kisii na inashauri umma kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00470,Health,Notice: Kenya Medical Association confirms a Rift Valley Fever outbreak alert for Meru County. Residents are advised to complete the full recommended vaccination dose.,Taarifa: Chama cha Matibabu cha Kenya kinathibitisha tahadhari ya kuzuka kwa homa ya Rift Valley kwa Kaunti ya Meru. Wakazi wanashauriwa kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00471,Health,Kenya Red Cross reminds the public that free Rift Valley Fever screening is available at all public health centres in Nyamira County this March.,Kenya Red Cross inakumbusha umma kwamba uchunguzi wa bure wa Rift Valley Fever unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Nyamira mwezi huu wa Machi.
HEA_00472,Health,CDC urges residents of Uasin Gishu County to use insecticide-treated mosquito nets every night following a rise in reported dengue fever cases.,CDC inawasihi wakazi wa Kaunti ya Uasin Gishu watumie mitungi ya mbu kila usiku baada ya ongezeko la visa vya homa ya dengue vilivyoripotiwa.
HEA_00473,Health,Kenya Medical Association reminds the public that free tuberculosis screening is available at all public health centres in Machakos County this May.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba uchunguzi wa bure wa kifua kikuu unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Machakos Mei hii.
HEA_00474,Health,Notice: SHA (Social Health Authority) confirms a malaria outbreak alert for Nandi County. Residents are advised to use insecticide-treated mosquito nets every night.,Taarifa: Shirika la Afya ya Jamii (SHA) linathibitisha tahadhari ya mlipuko wa malaria kwa Kaunti ya Nandi. Wakazi wanashauriwa kutumia nyuzi za mbu zinazoshughulikiwa na dawa za wadudu kila usiku.
HEA_00475,Health,Ministry of Health reminds the public that free meningitis screening is available at all public health centres in Nyandarua County this July.,Wizara ya Afya inawakumbusha umma kwamba uchunguzi wa bure wa meningitis unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Nyandarua Julai hii.
HEA_00476,Health,Public health advisory: Ministry of Health warns of increased meningitis risk in Lamu County and advises the public to use insecticide-treated mosquito nets every night.,Ushauri wa afya ya umma: Wizara ya Afya inaonya juu ya kuongezeka kwa hatari ya meningitis katika Kaunti ya Lamu na inashauri umma kutumia nyuzi za mbu zilizotibiwa na dawa za wadudu kila usiku.
HEA_00477,Health,Ministry of Health - Reproductive Health Unit reminds the public that free typhoid screening is available at all public health centres in Embu County this June.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinakumbusha umma kwamba uchunguzi wa bure wa ugonjwa wa kifua kikuu unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Embu mwezi Juni huu.
HEA_00478,Health,KEMRI urges residents of Tharaka-Nithi County to avoid contact with contaminated water sources following a rise in reported malaria cases.,KEMRI inawahimiza wakazi wa Kaunti ya Tharaka-Nithi waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa baada ya ongezeko la visa vya malaria vilivyoripotiwa.
HEA_00479,Health,KEMRI reminds the public that free dengue fever screening is available at all public health centres in Trans Nzoia County this April.,KEMRI inawakumbusha umma kwamba uchunguzi wa bure wa homa ya dengue unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Trans Nzoia Aprili hii.
HEA_00480,Health,Notice: Kenya Red Cross confirms a dengue fever outbreak alert for Samburu County. Residents are advised to report any suspected cases to community health volunteers.,Taarifa: Msalaba Mwekundu wa Kenya unathibitisha tahadhari ya kuzuka kwa homa ya dengue kwa Kaunti ya Samburu. Wakazi wanashauriwa kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya wa jamii.
HEA_00481,Health,Notice: Kenya Red Cross confirms a Rift Valley Fever outbreak alert for West Pokot County. Residents are advised to avoid contact with contaminated water sources.,Taarifa: Msalaba Mwekundu wa Kenya unathibitisha tahadhari ya mlipuko wa homa ya Rift Valley kwa Kaunti ya West Pokot. Wakazi wanashauriwa kuepuka kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00482,Health,Ministry of Health - Reproductive Health Unit urges residents of Murang'a County to report any suspected cases to community health volunteers following a rise in reported HIV/AIDS cases.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinawasihi wakazi wa Kaunti ya Murang'a kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii kufuatia ongezeko la visa vya UKIMWI/UKIMWI vilivyoripotiwa.
HEA_00483,Health,Ministry of Health calls on parents in Kakamega County to have children under five screened for measles during the April outreach.,Wizara ya Afya inawaomba wazazi katika Kaunti ya Kakamega kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya ugonjwa wa saratani wakati wa kampeni ya Aprili.
HEA_00484,Health,Kenya Red Cross urges residents of Bomet County to avoid contact with contaminated water sources following a rise in reported meningitis cases.,Msalaba Mwekundu wa Kenya unawahimiza wakazi wa Kaunti ya Bomet waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa baada ya ongezeko la visa vya meningitis vilivyoripotiwa.
HEA_00485,Health,Notice: KEMSA confirms a tuberculosis outbreak alert for Tharaka-Nithi County. Residents are advised to avoid contact with contaminated water sources.,Taarifa: KEMSA inathibitisha tahadhari ya mlipuko wa kifua kikuu kwa Kaunti ya Tharaka-Nithi. Wakazi wanashauriwa kuepuka kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00486,Health,Public health advisory: KEMRI warns of increased HIV/AIDS risk in Nakuru County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: KEMRI inaonya juu ya kuongezeka kwa hatari ya VVU / UKIMWI katika Kaunti ya Nakuru na inashauri umma kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii.
HEA_00487,Health,Ministry of Health - Reproductive Health Unit calls on parents in Baringo County to have children under five screened for HIV/AIDS during the March outreach.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinawaomba wazazi katika Kaunti ya Baringo kuwa na watoto chini ya miaka mitano wachunguzwe virusi vya UKIMWI wakati wa kampeni ya Machi.
HEA_00488,Health,KEMSA reminds the public that free Rift Valley Fever screening is available at all public health centres in Nairobi County this September.,KEMSA inawakumbusha umma kwamba uchunguzi wa bure wa Rift Valley Fever unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Nairobi mwezi huu wa Septemba.
HEA_00489,Health,CDC reminds the public that free dengue fever screening is available at all public health centres in Kisumu County this January.,CDC inakumbusha umma kwamba uchunguzi wa bure wa homa ya dengue unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Kisumu Januari hii.
HEA_00490,Health,SHA (Social Health Authority) urges residents of Homa Bay County to avoid contact with contaminated water sources following a rise in reported cholera cases.,Shirika la Afya ya Jamii (SHA) linawahimiza wakazi wa Kaunti ya Homa Bay waepuke mawasiliano na vyanzo vya maji vilivyochafuliwa baada ya ongezeko la visa vya kipindupindu vilivyoripotiwa.
HEA_00491,Health,KEMRI reminds the public that free measles screening is available at all public health centres in Lamu County this December.,KEMRI inawakumbusha umma kwamba uchunguzi wa bure wa ugonjwa wa saratani unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Lamu Desemba hii.
HEA_00492,Health,KEMRI urges residents of Narok County to seek immediate testing at the nearest health facility following a rise in reported HIV/AIDS cases.,KEMRI inawahimiza wakazi wa Kaunti ya Narok kutafuta upimaji wa haraka katika kituo cha afya cha karibu baada ya ongezeko la visa vya UKIMWI/UKIMWI vilivyoripotiwa.
HEA_00493,Health,Public health advisory: Ministry of Health - Reproductive Health Unit warns of increased cholera risk in Homa Bay County and advises the public to seek immediate testing at the nearest health facility.,Ushauri wa afya ya umma: Wizara ya Afya - Kitengo cha Afya ya Kuzaliana inaonya juu ya kuongezeka kwa hatari ya kipindupindu katika Kaunti ya Homa Bay na inashauri umma kutafuta upimaji wa haraka katika kituo cha afya cha karibu.
HEA_00494,Health,Public health advisory: CDC warns of increased cholera risk in Uasin Gishu County and advises the public to use insecticide-treated mosquito nets every night.,Ushauri wa afya ya umma: CDC inaonya juu ya kuongezeka kwa hatari ya ugonjwa wa kipindupindu katika Kaunti ya Uasin Gishu na inashauri umma watumie mitungi ya mbu inayoshughulikiwa na dawa za wadudu kila usiku.
HEA_00495,Health,Notice: CDC confirms a dengue fever outbreak alert for Nyeri County. Residents are advised to avoid contact with contaminated water sources.,Kumbuka: CDC inathibitisha tahadhari ya kuzuka kwa homa ya dengue kwa Kaunti ya Nyeri. Wakazi wanashauriwa kuepuka kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00496,Health,SHA (Social Health Authority) reminds the public that free measles screening is available at all public health centres in Garissa County this September.,Shirika la Afya ya Jamii (SHA) linakumbusha umma kwamba uchunguzi wa bure wa ugonjwa wa saratani unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Garissa mwezi huu wa Septemba.
HEA_00497,Health,KEMRI reminds the public that free typhoid screening is available at all public health centres in Busia County this September.,KEMRI inawakumbusha umma kwamba uchunguzi wa bure wa ugonjwa wa kifua kikuu unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Busia mwezi huu wa Septemba.
HEA_00498,Health,Notice: Kenya Red Cross confirms a HIV/AIDS outbreak alert for Trans Nzoia County. Residents are advised to avoid contact with contaminated water sources.,Taarifa: Msalaba Mwekundu wa Kenya unathibitisha tahadhari ya kuzuka kwa virusi vya UKIMWI/UKIMWI katika Kaunti ya Trans Nzoia. Wakazi wanashauriwa waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00499,Health,KEMRI calls on parents in Kisii County to have children under five screened for typhoid during the April outreach.,KEMRI inawaomba wazazi katika Kaunti ya Kisii kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya ugonjwa wa kifua kikuu wakati wa ziara ya Aprili.
HEA_00500,Health,Ministry of Health urges residents of Taita-Taveta County to avoid contact with contaminated water sources following a rise in reported cyclosporiasis cases.,Wizara ya Afya inawasihi wakazi wa Wilaya ya Taita-Taveta waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa kufuatia ongezeko la visa vya cyclosporiasis vilivyoripotiwa.
HEA_00501,Health,Public health advisory: Ministry of Health - Reproductive Health Unit warns of increased cholera risk in Tana River County and advises the public to complete the full recommended vaccination dose.,Ushauri wa afya ya umma: Wizara ya Afya - Kitengo cha Afya ya Kuzaliana inaonya juu ya kuongezeka kwa hatari ya kipindupindu katika Kaunti ya Tana River na inashauri umma kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00502,Health,Ministry of Health - Reproductive Health Unit urges residents of Elgeyo-Marakwet County to use insecticide-treated mosquito nets every night following a rise in reported HIV/AIDS cases.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinawasihi wakazi wa Kaunti ya Elgeyo-Marakwet watumie mitungi ya mbu kila usiku baada ya ongezeko la visa vya UKIMWI/UKIMWI vilivyoripotiwa.
HEA_00503,Health,CDC urges residents of Kilifi County to use insecticide-treated mosquito nets every night following a rise in reported tuberculosis cases.,CDC inawahimiza wakazi wa Wilaya ya Kilifi watumie mitungi ya mbu kila usiku baada ya ongezeko la visa vya kifua kikuu vilivyoripotiwa.
HEA_00504,Health,Kenya Red Cross calls on parents in Kilifi County to have children under five screened for typhoid during the February outreach.,Msalaba Mwekundu wa Kenya unawataka wazazi katika Kaunti ya Kilifi kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya ugonjwa wa kifua kikuu wakati wa kampeni ya Februari.
HEA_00505,Health,Public health advisory: Ministry of Health warns of increased cholera risk in Meru County and advises the public to complete the full recommended vaccination dose.,Ushauri wa afya ya umma: Wizara ya Afya inaonya juu ya kuongezeka kwa hatari ya kipindupindu katika Kaunti ya Meru na inashauri umma kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00506,Health,Public health advisory: KEMSA warns of increased malaria risk in Nyamira County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: KEMSA inaonya juu ya kuongezeka kwa hatari ya malaria katika Kaunti ya Nyamira na inashauri umma kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii.
HEA_00507,Health,KEMRI reminds the public that free dengue fever screening is available at all public health centres in Kakamega County this July.,KEMRI inawakumbusha umma kwamba uchunguzi wa bure wa homa ya dengue unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Kakamega Julai hii.
HEA_00508,Health,Notice: Kenya Medical Association confirms a malaria outbreak alert for Mandera County. Residents are advised to use insecticide-treated mosquito nets every night.,Taarifa: Chama cha Matibabu cha Kenya kinathibitisha tahadhari ya mlipuko wa malaria katika Kaunti ya Mandera. Wakazi wanashauriwa kutumia nyuzi za mbu zinazoshughulikiwa na dawa za wadudu kila usiku.
HEA_00509,Health,Notice: Ministry of Health confirms a tuberculosis outbreak alert for Garissa County. Residents are advised to seek immediate testing at the nearest health facility.,Taarifa: Wizara ya Afya inathibitisha tahadhari ya mlipuko wa kifua kikuu kwa Kaunti ya Garissa. Wakazi wanashauriwa kutafuta upimaji wa papo hapo katika kituo cha afya cha karibu.
HEA_00510,Health,Notice: Kenya Medical Association confirms a typhoid outbreak alert for Murang'a County. Residents are advised to avoid contact with contaminated water sources.,Taarifa: Chama cha Matibabu cha Kenya kinathibitisha tahadhari ya mlipuko wa kifua kikuu katika Kaunti ya Murang'a. Wakazi wanashauriwa waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00511,Health,KEMRI calls on parents in Turkana County to have children under five screened for cyclosporiasis during the September outreach.,KEMRI inawaomba wazazi katika Kaunti ya Turkana kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya ugonjwa wa cyclosporiasis wakati wa kampeni ya Septemba.
HEA_00512,Health,KEMSA calls on parents in Migori County to have children under five screened for cyclosporiasis during the October outreach.,KEMSA inawaomba wazazi katika Kaunti ya Migori kuwa na watoto chini ya miaka mitano wachunguzwe kwa ajili ya cyclosporiasis wakati wa ziara ya Oktoba.
HEA_00513,Health,Kenya Red Cross urges residents of Machakos County to seek immediate testing at the nearest health facility following a rise in reported malaria cases.,Msalaba Mwekundu wa Kenya unawahimiza wakazi wa Kaunti ya Machakos kutafuta upimaji wa haraka katika kituo cha afya cha karibu baada ya ongezeko la visa vya malaria vilivyoripotiwa.
HEA_00514,Health,Notice: KEMSA confirms a measles outbreak alert for Samburu County. Residents are advised to avoid contact with contaminated water sources.,Taarifa: KEMSA inathibitisha tahadhari ya mlipuko wa saratani kwa Kaunti ya Samburu. Wakazi wanashauriwa kuepuka kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00515,Health,Notice: Division of Disease Surveillance and Response confirms a cholera outbreak alert for Garissa County. Residents are advised to report any suspected cases to community health volunteers.,Taarifa: Idara ya Ufuatiliaji na Jibu la Magonjwa inathibitisha tahadhari ya mlipuko wa kipindupindu kwa Kaunti ya Garissa. Wakazi wanashauriwa kuripoti visa vyovyote vinavyotarajiwa kwa wajitolea wa afya ya jamii.
HEA_00516,Health,Division of Disease Surveillance and Response calls on parents in Nyandarua County to have children under five screened for measles during the February outreach.,Idara ya Ufuatiliaji na Jibu la Magonjwa inawaomba wazazi katika Kaunti ya Nyandarua kuwa na watoto chini ya miaka mitano kuchunguzwa kwa ugonjwa wa saratani wakati wa kampeni ya Februari.
HEA_00517,Health,KEMSA urges residents of Elgeyo-Marakwet County to use insecticide-treated mosquito nets every night following a rise in reported dengue fever cases.,KEMSA inawasihi wakazi wa Kaunti ya Elgeyo-Marakwet watumie mitungi ya mbu kila usiku baada ya ongezeko la visa vya homa ya dengue vilivyoripotiwa.
HEA_00518,Health,Public health advisory: Kenya Medical Association warns of increased malaria risk in Garissa County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: Chama cha Matibabu cha Kenya kinaonya juu ya kuongezeka kwa hatari ya malaria katika Kaunti ya Garissa na inashauri umma kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii.
HEA_00519,Health,Public health advisory: SHA (Social Health Authority) warns of increased HIV/AIDS risk in Bungoma County and advises the public to avoid contact with contaminated water sources.,Ushauri wa afya ya umma: SHA (Huduma ya Afya ya Jamii) inaonya juu ya kuongezeka kwa hatari ya VVU / UKIMWI katika Kaunti ya Bungoma na inashauri umma waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00520,Health,Kenya Red Cross urges residents of Uasin Gishu County to use insecticide-treated mosquito nets every night following a rise in reported malaria cases.,Msalaba Mwekundu wa Kenya unawahimiza wakazi wa Wilaya ya Uasin Gishu watumie mitungi ya mbu kila usiku baada ya ongezeko la visa vya malaria vilivyoripotiwa.
HEA_00521,Health,CDC reminds the public that free cyclosporiasis screening is available at all public health centres in Isiolo County this November.,CDC inakumbusha umma kwamba uchunguzi wa bure wa cyclosporiasis unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Isiolo Novemba hii.
HEA_00522,Health,KEMSA reminds the public that free typhoid screening is available at all public health centres in Nyandarua County this May.,KEMSA inawakumbusha umma kwamba uchunguzi wa bure wa ugonjwa wa kifua kikuu unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Nyandarua Mei hii.
HEA_00523,Health,KEMSA calls on parents in Lamu County to have children under five screened for cyclosporiasis during the March outreach.,KEMSA inaomba wazazi katika Kaunti ya Lamu kuwa na watoto chini ya miaka mitano kuchunguzwa kwa cyclosporiasis wakati wa kampeni ya Machi.
HEA_00524,Health,Notice: Kenya Medical Association confirms a malaria outbreak alert for Kirinyaga County. Residents are advised to report any suspected cases to community health volunteers.,Taarifa: Chama cha Matibabu cha Kenya kinathibitisha tahadhari ya mlipuko wa malaria kwa Kaunti ya Kirinyaga. Wakazi wanashauriwa kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya wa jamii.
HEA_00525,Health,Notice: KEMRI confirms a Rift Valley Fever outbreak alert for Nairobi County. Residents are advised to use insecticide-treated mosquito nets every night.,Kumbuka: KEMRI inathibitisha tahadhari ya kuzuka kwa homa ya Rift Valley kwa Kaunti ya Nairobi. Wakazi wanashauriwa kutumia nyuzi za mbu zinazoshughulikiwa na dawa za wadudu kila usiku.
