PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata,Somali,Dholuo
AGRI_084,Agriculture,Crop Production,Farmers can increase millet and sorghum yields profitably by using fertilizer in combination with organic and natural techniques that conserve and concentrate soil moisture and organic matter.,Wakulima wanaweza kuongeza mavuno ya mtama na mtama kwa faida kwa kutumia mbolea pamoja na mbinu za kikaboni na asili ambazo huhifadhi na kuzingatia unyevu wa udongo na vitu vya kikaboni.,,"Farm Radio International / The Organic Farmer, TOF issue no. 32, January 2008 (infonet-biovision.org)",2026-01-01,tone=advisory; platform=magazine; urgency=low; translation=team; source_lang=en; licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.818; qa_tool_somali=azure; qa_roundtrip_somali=0.744; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.455,Beeraleydu waxay si faa'iido leh u kordhin karaan wax-soo-saarka millet iyo sorghum iyagoo adeegsanaya bacriminta iyo farsamooyinka organic iyo kuwa dabiiciga ah ee ilaaliya oo isku ururiya qoyaanka ciidda iyo walxaha organic-ka.,Jo-Puritan nyalo medo chamo cham mag millet kod sorghum e yo maber ka gitiyo gi yien ma nigi gik ma chamo pi kod mag lowo kaachiel gi gik mamoko ma chamo pi.
AGRI_085,Agriculture,Sustainable Farming,"Farmers need access to information from research on how to farm sustainably, and indigenous knowledge should be prioritized in decisions that affect farmers.","Wakulima wanahitaji kupata habari kutoka kwa utafiti juu ya jinsi ya kulima kwa uendelevu, na maarifa ya asili yanapaswa kupewa kipaumbele katika maamuzi ambayo yanaathiri wakulima.",,"Farm Radio International / The Organic Farmer, TOF issue no. 211, April 2023 (infonet-biovision.org)",2026-01-01,tone=advisory; platform=magazine; urgency=low; translation=team; source_lang=en; licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.962; qa_tool_somali=azure; qa_roundtrip_somali=0.89; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.526,"Beeraleydu waxay u baahan yihiin helitaanka macluumaadka cilmi-baarista ee ku saabsan sida loo beero si joogto ah, aqoonta asaliga ahna waa in la mudnaanta siiyo go'aannada saameeya beeraleyda.","Jo-Puritan nyaka bed gi thuolo mar yudo weche ma yudore e nonro ma nyiso kaka ginyalo pidho puothegi e yo ma nigi nyak, kendo ng'eyo ma jopurgo nigo onego obed mokwongo e yiero ma gitimo."
AGRI_086,Agriculture,Crop Production,"Using a smartphone app, farmers can get a diagnosis of a crop disease and recommendations on what treatment to apply.","Kwa kutumia programu ya smartphone, wakulima wanaweza kupata utambuzi wa ugonjwa wa mazao na mapendekezo juu ya matibabu gani ya kutumia.",,"Farm Radio International / The Organic Farmer, TOF issue no. 227, June 2025 (infonet-biovision.org)",2026-01-01,tone=advisory; platform=magazine; urgency=low; translation=team; source_lang=en; licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.819; qa_tool_somali=azure; qa_roundtrip_somali=0.712; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.628,"Iyadoo la adeegsanayo app-ka taleefanka casriga ah, beeraleydu waxay heli karaan ogaansho cudur dalag ah iyo talooyin ku saabsan daaweynta la dabaqi karo.","Kuom tiyo gi app mar smartphone, jopur nyalo yudo ni gin gi tuwo moro e puothe kendo ginyalo yudo paro kuom kaka onego giti gi thiethno."
AGRI_087,Agriculture,Crop Production,"Although pyrethrum is quite poisonous when freshly harvested, it breaks down very quickly when exposed to the sun; after a few days there will be no poisonous compounds left and the produce will be safe to eat, though waiting one week is recommended to be absolutely sure.","Ingawa pyrethrum ni sumu kabisa inapovunwa hivi karibuni, huvunjika haraka sana inapofunuliwa na jua; Baada ya siku chache hakutakuwa na misombo yenye sumu iliyobaki na mazao yatakuwa salama kuliwa, ingawa kusubiri wiki moja kunapendekezwa kuwa na uhakika kabisa.",,"Farm Radio International / The Organic Farmer, TOF issue no. 77, October 2011 (infonet-biovision.org)",2026-01-01,tone=advisory; platform=magazine; urgency=low; translation=team; source_lang=en; licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.639; qa_tool_somali=azure; qa_roundtrip_somali=0.138; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.135,"Inkastoo pyrethrum uu sun badan yahay marka si cusub loo goosto, haddana si dhaqso ah ayuu u burburaa marka qorraxda la taago; Maalmo yar kadib wax walxo sun ah ma jiri doonaan, khudaartuna waa ammaan in la cuno, inkastoo la sugayo hal usbuuc si aad si buuxda u hubto.","Kata obedo ni pyrethrum en gima nigi sum ahinya sama ogoye manyien, okethore mapiyo ahinya sama chieng' oyang'e; bang' ndalo matin, ok bi bedo gi sum moro amora kendo cham biro bedo maber, kata kamano, ber ka ng'ato rito juma achiel mondo obed gadier chuth."
AGRI_088,Agriculture,Crop Production,Remove the freezing honey from the cloth using a spoon. Place the honey in a well-covered container.,Ondoa asali inayoganda kwenye kitambaa kwa kutumia kijiko. Weka asali kwenye chombo kilichofunikwa vizuri.,,"Mkulima Mbunifu (Biovision) issue no. 06, Mei 2012 (infonet-biovision.org)",2026-01-01,tone=advisory; platform=magazine; urgency=low; translation=team; source_lang=sw; licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.885; qa_tool_somali=azure; qa_roundtrip_somali=0.717; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.408,Ka saar malabka qabow maro adigoo isticmaalaya qaaddo. Ku rid malabka weel si fiican loo daboolay.,Kaw meli ma ni e chiro kendo iket e agulu moting'o pi.
AGRI_089,Agriculture,Sustainable Farming,"If rains are predicted as normal to below normal, select drought-tolerant varieties of the crops recommended for your area, or change to drought-tolerant crops - for example, replacing maize with sorghum and millet.","Ikiwa mvua zinatabiriwa kunyesha kiwango cha chini ya kiwango cha kawaida, chagua aina za mazao yanayostahimili ukame kwa eneo lako, au badilisha mazao na kupanda mazao yanayostahimili ukame. Kwa mfano, badala ya mahindi unaweza kupanda mtama au uwele.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - OCR-extracted 2026-07-15 with tesseract (eng/swa+eng), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=OCR; qa_tool_somali=nllb; qa_roundtrip_somali=0.76; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.286,"Haddii roobabka la saadaaliyo inay caadi ahaan u dhacaan ama ka hooseeyaan caadiga, dooro noocyo abaaro u dulqaadan kara oo lagu taliyo deegaankaaga, ama u beddela dalagyo abaaro u dulqaadan kara - tusaale ahaan, ku darso hadhuudhka iyo xiirka.","Kapo ni koth chue e alwora ma idakie, inyalo yiero kodhi ma nyalo nyagore gi pek mar yiengni, kata inyalo tiyo gi kodhi mamoko ma ok nyal nyagore gi pekno. Kuom ranyisi, inyalo loko kodhi mondo iti gi sorghum kod millet."
AGRI_090,Agriculture,Sustainable Farming,"For rainfed agriculture, land should ideally be prepared at least two weeks before planting, with timing depending on when the rainy season is forecast to start, the crops being grown, and the topography.","Kwa kilimo kinachotegemea mvua, shamba linapaswa kutayarishwa angalau wiki mbili kabla ya kupanda, kulingana na wakati msimu wa mvua unatarajiwa kuanza, zao litakalopandwa, na hali ya ardhi.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - OCR-extracted 2026-07-15 with tesseract (eng/swa+eng), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=OCR; qa_tool_somali=nllb; qa_roundtrip_somali=0.155; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.434,"Beeraha roobka leh, dhulku waa in si fiican loo diyaariyaa ugu yaraan laba toddobaad ka hor beerista, iyadoo waqtiga ay kuxirantahay marka xilli roobku la saadaalinayo inuu bilaabo, dalagga la beero, iyo topography.","Kuom wach pur, lowo onego obed moik kata mana jumbe ariyo kapok ochwoyo, kendo onego ochak chwoyo ka ok ochuno ni ochak koth, kodhi ma ipidho, kod alwora ma koth ochakoree."
AGRI_091,Agriculture,Crop Production,"If rains are predicted as normal, apply organic fertilizer one to two weeks before planting in bunds or by spreading, followed by shallow tillage; if rains are below normal, apply organic fertilizer two to three weeks before planting.","Ikiwa mvua ni za kiwango cha kawaida, tumia mbolea ya asili wiki moja hadi mbili kabla ya kupanda kwenye malundo au kwa kusambaza kukifuatiwa na upaliliaji mwepesi; ikiwa mvua zinatabiriwa kunyesha chini ya kiwango cha kawaida, tumia mbolea ya asili wiki mbili hadi tatu kabla ya kupanda.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - OCR-extracted 2026-07-15 with tesseract (eng/swa+eng), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=OCR; qa_tool_somali=azure; qa_roundtrip_somali=0.794; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.32,"Haddii roobku si caadi ah u saadaaliyo, bacriminta organic ah ku mari hal ilaa laba toddobaad ka hor inta aan la beerin bunds ama adigoo faafinaya, kadibna beero si qoto dheer loo beero; Haddii roobku ka hooseeyo caadiga, isticmaal bacriminta organic laba ilaa saddex toddobaad ka hor beerta.","Kapo ni koth chue, onego iti gi yiendno jumbe achiel kata ariyo ka pok ipidho yiendni, kae to iti gi puodho matin."
AGRI_092,Agriculture,Crop Production,"Wait for the rains to start, and plant when the soil is moist enough - at least 20mm of rainfall over four consecutive days, or two days of heavy rain - or follow the advice from meteorology.","Subiri hadi mvua zianze kunyesha, na panda wakati ardhi ina unyevu wa kutosha - angalau milimita 20 za mvua kwa siku nne mfululizo, au siku mbili za mvua kubwa - au fuata ushauri wa hali ya hewa.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - OCR-extracted 2026-07-15 with tesseract (eng/swa+eng), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=OCR; qa_tool_somali=nllb; qa_roundtrip_somali=0.808; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.682,"Sug roobka, oo beero marka ciidda ay qoyan tahay - ugu yaraan 20mm oo roob ah afar maalmood oo isku xigta, ama laba maalmood oo roob xoog leh - ama raac talooyinka cimilada.","Rit mondo koth ochak chwe, kendo chuo ka lowo nigi pi moromo - kuom ndalo ang'wen ma luwore, kata kuom ndalo ariyo ma koth maduong' chwe - kata luw puonj mag weche mag kor lwasi."
AGRI_093,Agriculture,Crop Production,"Weeding can be done manually or with herbicides; when using herbicides, use the correct product, wear the correct protective clothing, and follow correct disposal of containers. Weed more often when rains are heavy, and less often when rains are light.","Palizi inaweza kufanywa kwa kutumia mikono au kwa dawa ya kuua magugu; wakati wa kutumia dawa za kuua magugu, tumia dawa inayofaa, vaa nguo sahihi za kujikinga, na uzingatie utupaji sahihi wa vyombo vya dawa baada ya kutumia. Wakati wa mvua nyingi, palilia magugu mara nyingi zaidi, na ikiwa mvua ni chache, punguza upaliliaji.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - OCR-extracted 2026-07-15 with tesseract (eng/swa+eng), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=OCR; qa_tool_somali=nllb; qa_roundtrip_somali=0.636; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.356,"Xadhigga cawska waxaa lagu samayn karaa gacanta ama iyada oo loo marayo jeermis-demmayaal; marka la isticmaalo jeermis-demmayaal, isticmaal alaabta saxda ah, xir dharka difaaca saxda ah, oo raac baabi'inta saxda ah ee weel.","Ka itiyo gi yedhe mamero yien, ti gi gik makare, rwakri gi lewni mowinjore, kendo iket gik ma inyalo ting'o e bwo yien."
AGRI_094,Agriculture,Crop Production,"For grains and legumes, harvest when the crop is completely dry; do not dry the harvest on bare soil, but spread a mat and store it in a dry, cool place. If rains are predicted, consider harvesting early and drying quickly.","Kwa nafaka na mikunde, ni muhimu kuvuna wakati mazao yamekauka kabisa; usikaushe kwenye mchanga, bali tandaza mkeka na hifadhi mavuno katika sehemu kavu na baridi. Ikiwa mvua zinategemewa kunyesha, fikiria kuvuna mapema na kukausha haraka.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - OCR-extracted 2026-07-15 with tesseract (eng/swa+eng), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=OCR; qa_tool_somali=nllb; qa_roundtrip_somali=0.457; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.413,"Beeraha iyo dhirta layslaado goosashada markaad dhimanayso, hana ku qalajin dhulka oo aan waxba lahayn, laakiin ku dheji sariir, oo meel qallalan oo qabow ku kaydi.","Ka cham kod yiende otwo, keyo ka cham otwo chuth; kik ipwodhgi e lowo maonge gik moko, to ketgi e lowo motwo kendo iketgi kama ng'ich."
AGRI_095,Agriculture,Agribusiness,"Whenever possible, it is advised not to sell immediately after harvest when prices are low; harvest appropriately, store correctly, and sell when prices are higher.","Inashauriwa, inapowezekana, kutouza mara tu baada ya mavuno wakati bei ziko chini; vuna ipasavyo, hifadhi vizuri, na uuze wakati bei ziko juu.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - OCR-extracted 2026-07-15 with tesseract (eng/swa+eng), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=OCR; qa_tool_somali=nllb; qa_roundtrip_somali=0.89; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.269,"Mar kasta oo ay suurtagal tahay, waxaa lagugula talinayaa inaadan iibin isla markiiba goosashada kadib marka qiimaha ay hooseeyaan; goosashada si habboon, kaydinta si sax ah, iyo iibinta marka qiimaha ay sareeyaan.","Kinde duto, ok onego ohala mapiyo bang' keyo ka nengo piny; onego ohala e yo mowinjore, kendo onego okan kare, kendo ohala ka nengo ng'eny."
AGRI_096,Agriculture,Sustainable Farming,"Based on the seasonal rainfall forecast, adopt appropriate soil and water conservation measures: if rains are predicted above normal, focus on controlling erosion, protecting crops from flooding, and water harvesting; if below normal, focus on conserving soil moisture. If your land is sloping, add contour bunds to prevent soil erosion.","Kulingana na utabiri wa msimu wa mvua, zingatia mbinu sahihi za kuhifadhi udongo na maji: ikiwa mvua zinatarajiwa kuwa nyingi kuliko kawaida, zingatia kudhibiti mmomonyoko wa udongo, kulinda mazao dhidi ya mafuriko, na kuvuna maji; ikiwa mvua zitakuwa chini ya kawaida, zingatia kuhifadhi unyevu wa udongo. Ikiwa ardhi yako iko mteremkoni, jenga matuta ili kuzuia mmomonyoko wa udongo.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - decision #2 (soil/water conservation), text-bundle extraction 2026-07-15 (not previously captured), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=text_bundle; qa_tool_somali=nllb; qa_roundtrip_somali=0.015; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.05,"Marka la eego saadaasha roobabka xilliyeedka, qaado tallaabooyinka saxda ah ee ilaalinta ciidda iyo biyaha: haddii roobabka la saadaaliyo ay ka sarreeyaan caadiga ah, diiradda saar xakamaynta burburka, ilaalinta dalagga fatahaadaha, iyo goosashada biyaha; haddii caadiga ka hooseeyo, diiradda saar ilaalinta qoyaanada ciidda. Haddii dhulku u jiifsan yahay, ku dar xidhmo xidhmo si looga hortago burburka ciidda.","Kaluwore gi kaka koth biro chue e kinde mag oro, kaw chenro mar rito lowo kod pi: ka koth chue moloyo kaka ne iparo, ket pachi kuom rito yien mondo kik kethre, rit cham kik chue, kendo ket pachi kuom choko pi; ka ok ochue, ket pachi kuom rito yuto mar lowo."
AGRI_097,Agriculture,Crop Production,"Fertilizer can be organic, such as manure, or inorganic, or a mix of both; select the right fertilizer mix based on your soil, the crops you are growing, and the seasonal forecast.","Mbolea inaweza kuwa ya asili, mfano samadi, au ya viwandani, au mchanganyiko wa aina zote mbili; chagua mchanganyiko sahihi wa mbolea kulingana na rutuba ya udongo wako, mazao unayopanda, na utabiri wa msimu.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - decision #4 (fertilizer type/mix selection), text-bundle extraction 2026-07-15 (not previously captured), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=text_bundle; qa_tool_somali=nllb; qa_roundtrip_somali=0.878; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.261,"Bacriminta waxay noqon kartaa mid dabiici ah, sida bacriminta, ama aan dabiici ahayn, ama isku dar ah labadaba; dooro bacriminta saxda ah iyadoo ku saleysan ciiddaada, dalagyada aad korayso, iyo saadaasha xilliyeedka.","Yien ma inyalo chamo nyalo bedo mar chamo yien, kata mar chamo yien, kata mar chamo yien ma ok ochwe, kata onyalo bedo mar chamo yien ma ok ochwe."
AGRI_098,Agriculture,Crop Production,"Some pests and diseases occur when the weather is dry and others when there is heavy rain, so understand how the dynamics of major pests and diseases affecting your crops relate to the weather forecast, and identify which pesticides may be needed, where to obtain them, and how to use them correctly.","Baadhi ya wadudu waharibifu na magonjwa hutokea wakati hali ya hewa ni kavu na wengine hutokea wakati kuna mvua nyingi, hivyo elewa jinsi mienendo ya wadudu na magonjwa makuu ya mazao yako inavyohusiana na utabiri wa hali ya hewa, kisha bainisha viuatilifu vinavyohitajika, mahali vinapopatikana, na jinsi ya kuvitumia kwa usahihi.",,"CGSpace/CCAFS-IITA ""Climate smart agriculture: top ten decisions to make with weather info"" poster - decision #8 (pest/disease management), text-bundle extraction 2026-07-15 (not previously captured), aligned by matching section headings between EN+SW versions (cgspace.cgiar.org items 62fd7239.../c4d42102...)",2019-01-01,tone=advisory; platform=poster; urgency=medium; source_pair=true; extraction=text_bundle; qa_tool_somali=azure; qa_roundtrip_somali=0.57; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.549,"Qaar ka mid ah cayayaanka iyo cudurrada waxay dhacaan marka cimiladu qalalan tahay, kuwa kalena marka roob culus jiro, sidaas darteed faham sida isbeddelka cayayaanka iyo cudurrada waaweyn ee saameeya dalaggaaga ay la xiriiraan saadaasha cimilada, oo ogow cayayaanka cayayaanka loo baahan karo, meesha laga heli karo, iyo sida si sax ah loo isticmaalo.","Nitie tuoche moko ma nyalo timore sama piny ok yweyo kendo nitie mamoko ma nyalo timore sama koth chue, omiyo ng'e kaka tuoche madongo ma nyalo kelo tuoche kod tuoche e puothegi otudore gi kaka kor lwasi biro chalo, kendo ng'e kaka inyalo yudo yedhe mamero, kama inyalo yudoe kod kaka inyalo tiyo kodgi e yo makare."
AGRI_099,Agriculture,Crop Production,"To inoculate soybean seed, mix a sugar-water sticker solution, coat the seed evenly with it, then add the rhizobium inoculant and mix gently until every seed is covered; protect the inoculated seed from direct sunlight and keep it in the shade until you plant it.","Ili kuchanja mbegu ya soya, changanya suluhisho la stika ya maji ya sukari, paka mbegu sawasawa nayo, kisha ongeza chanjo ya rhizobium na changanya kwa upole hadi kila mbegu ifunikiwe; Linda mbegu iliyochanjwa kutoka kwa jua moja kwa moja na kuiweka kwenye kivuli hadi uipande.",,"CGSpace/N2Africa ""Better soybean through good agricultural practices"" leaflet, July 2014, For farmers in Ethiopia (CC-licensed) - Step 3: Inoculation excerpt, 2026-07-15 (cgspace.cgiar.org item 1c59e0c8-2fd5-4288-af93-7d585e4aea8a, handle 10568/76318)",2014-07-01,tone=advisory; platform=extension leaflet; urgency=low; translation=team; source_lang=en; country=Ethiopia; qa_tool=azure; qa_roundtrip=0.676; qa_tool_somali=azure; qa_roundtrip_somali=0.4; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.042,"Si aad u tallaalto abuurka soy-ya, isku qas xalka sticker sonkor-biyo, ku shub abuurka si siman u dabool, kadibna ku dar inoculant-ka rhizobium oo si tartiib ah u qas ilaa abuur kasta la daboolo; Ilaali abuurka la tallaalay si toos ah uga soo baxa qorraxda tooska ah oo ku hay hooska ilaa aad beerto.","Mondo iketh kodhi mag soya, iketh ng'injo mar sukari gi pi, iket kodhi e yo mochanore kode, kae to iket gi yath mar rhizobium kendo iket kode mos nyaka kodhi ka kodhi opong'; rit kodhi moket e yath kik hiny ler mar chieng' kendo ketgi e tipo nyaka ipidhgi."
AGRI_100,Agriculture,Crop Production,"Common pests affecting soybean in Ethiopia are the African bollworm, cutworm, green stink bug, and aphid; leaf damage alone is unlikely to reduce yield and does not need spraying, but from flowering onwards soybean becomes attractive to pod-sucking bugs that can seriously reduce seed quality.","Wadudu wa kawaida wanaoathiri soya nchini Ethiopia ni bollworm ya Kiafrika, minyoo, mdudu wa kijani kibichi, na aphid; Uharibifu wa majani pekee hauwezekani kupunguza mavuno na hauhitaji kunyunyiziwa dawa, lakini kutoka kwa maua na kuendelea soya inavutia mende wanaonyonya ganda ambao wanaweza kupunguza sana ubora wa mbegu.",,"CGSpace/N2Africa ""Better soybean through good agricultural practices"" leaflet, July 2014, For farmers in Ethiopia (CC-licensed) - pest section excerpt, 2026-07-15 (cgspace.cgiar.org item 1c59e0c8-2fd5-4288-af93-7d585e4aea8a, handle 10568/76318)",2014-07-01,tone=advisory; platform=extension leaflet; urgency=low; translation=team; source_lang=en; country=Ethiopia; qa_tool=azure; qa_roundtrip=0.319; qa_tool_somali=nllb; qa_roundtrip_somali=0.231; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.028,"Xadgudubyada caadiga ah ee saameynaya soybean ee Itoobiya waa cayayaanka Afrikaanka, cutworm, cayayaanka cagaaran ee qadhaadhka ah, iyo afid; dhaawaca caleenta oo keliya ma aha mid u badan in ay yareyso wax soo saarka mana u baahan tahay buufinta, laakiin laga bilaabo ubaxyada soybean wuxuu u soo jiidanayaa cayayaanka nuugaya budada oo si weyn u yareyn kara tayada abuurka.","Pests ma onya ahinya e piny Ethiopia gin kaka African bollworm, cutworm, green stink bug, kod aphid; kethruok mar yien kende ok nyal miyo cham okethre kendo ok ochuno ni nyaka ochweye, kata kamano, chakre ka giseyudore, soybe bedo mayot mondo oyudgo bug ma chuyo kodhi."
AGRI_101,Agriculture,Crop Production,"Climbing bean varieties yield more per unit of land than bush varieties but need staking for support; the highest yields come from stakes at least 175cm long, using at least 20,000 stakes per hectare, started two weeks after germination.","Aina ya maharagwe ya kupanda huzaa zaidi kwa kila kitengo cha ardhi kuliko aina za kichaka lakini zinahitaji staking kwa msaada; mavuno ya juu huja kutoka kwa stakes angalau 175cm ya urefu, kwa kutumia stakes angalau 20,000 kwa hekta, ilianza wiki mbili baada ya kilimo.",,"CGSpace/N2Africa ""Better beans through good agricultural practices"" leaflet, July 2014, For farmers in Ethiopia (CC-licensed) - staking climbing beans excerpt, 2026-07-15 (cgspace.cgiar.org item 3be2c6b5-0c6c-4078-b7c7-8edc90503d3a, handle 10568/76317)",2014-07-01,tone=advisory; platform=extension leaflet; urgency=low; translation=team; source_lang=en; country=Ethiopia; qa_tool=nllb; qa_roundtrip=0.477; qa_tool_somali=azure; qa_roundtrip_somali=0.429; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.078,"Noocyada digirta kor u kaca waxay helaan wax ka badan noocyada bush halkii unug dhul ah balse waxay u baahan yihiin in la garaaco si loo taageero; Wax-soosaarka ugu sarreeya wuxuu ka yimaadaa tiirarka ugu yaraan 175cm dheer, iyadoo la isticmaalayo ugu yaraan 20,000 stake halkii hektar, taasoo bilaabatay laba toddobaad kadib dhalasha.","Yien mag nyinyo ma wuok e puothe mag goro ma ng'ato nyalo wuothogo e puothe mar lowo ng'eny moloyo mag puothe mag bungu, kata kamano dwarore ni okonygi gi yien; yien ma nigi nyalo mar romo sentimita 175 kende, ma nigi tong' 20,000 e hekta, chakore bang' jumbe ariyo ka gisechwo."
AGRI_102,Agriculture,Crop Production,"Bean stem maggot can be controlled through early planting, crop rotation, earthing up soil around the stem during weeding, using tolerant varieties, or treating seed with a systemic insecticide before planting.","Funza wa shina la maharagwe yanaweza kudhibitiwa kupitia upandaji mapema, mzunguko wa mazao, kuweka udongo kuzunguka shina wakati wa kupalilia, kutumia aina zinazostahimili, au kutibu mbegu kwa dawa ya kuua wadudu kabla ya kupanda.",,"CGSpace/N2Africa ""Better beans through good agricultural practices"" leaflet, July 2014, For farmers in Ethiopia (CC-licensed) - bean stem maggot control excerpt, 2026-07-15 (cgspace.cgiar.org item 3be2c6b5-0c6c-4078-b7c7-8edc90503d3a, handle 10568/76317)",2014-07-01,tone=advisory; platform=extension leaflet; urgency=low; translation=team; source_lang=en; country=Ethiopia; qa_tool=azure; qa_roundtrip=0.898; qa_tool_somali=azure; qa_roundtrip_somali=0.135; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.388,"Cayayaanka digirta waxaa lagu xakameyn karaa iyadoo la beerayo hore, wareegga dalagyada, ciidda lagu dhejiyo hareeraha lafta inta lagu jiro cawska cawska, isticmaalka noocyada adkaysi leh, ama daaweynta abuurka iyadoo la adeegsanayo cayayaanka nidaamsan ka hor inta aan la beerin.","Nyak mag tong' mar puodho inyalo geng'o ka ipidhogi chon, ka ipidhogi e kinde ma cham chako pong', ka ipidhogi e lowo, ka itiyo gi kit yiende ma ok nyal yie gi yiendgi, kata ka itiyo gi yedhe mamero kodhi ma ok nyal geng'o ichwoyo."
AGRI_103,Agriculture,Sustainable Farming,Rotate soybean with maize or sorghum for soil fertility benefits and disease control.,Badilisha soya na mahindi au mtama ili kuimarisha rutuba ya udongo na kuzuia magonjwa.,,"N2Africa ""Best practices to maintain high yields and grain quality of soybean"" checklist, for farmers in west Kenya - genuine EN+Swahili bilingual document (n2africa.org/sites/default/files/Best practice_soybean_English-Kiswahili.pdf)",2014-01-19,tone=advisory; platform=checklist; urgency=low; source_pair=true; qa_tool_somali=azure; qa_roundtrip_somali=0.738; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.575,Ku beddel soybean-ka galley ama sorghum si aad u hesho faa'iidooyinka bacrinta ciidda iyo xakamaynta cudurrada.,Ti gi soya gi cham mar cham kata sorghum mondo omi lowo obed maber kendo mondo oti gi tuoche.
