PSA_ID,Domain,Language_Detected,Text,Source,Anchor_Text,Date_Scraped
EDU_0021,Education,en,"SPEECH BY THE CABINET SECRETARY MINISTRY OF EDUCATION JULIUS MIGOS OGAMBA, E.B.S DURING THE 96TH KENYA MUSIC FESTIVAL GALA PERFORMANCE AT MOI GIRLS -ELDORET ON 13TH AUGUST 2024 SPEECH BY EDUCATION CABINET SECRETARY HON. DR. EZEKIEL MACHOGU, EGH, DURING THE FLAG-OFF OF THE 2024 ELIMU SHOLARSHIPS ON 19TH JANUARY, 2024 AT THE BOMAS OF KENYA PRESS STATEMENT ON THE RELEASE OF THE 2023 KCPE EXAMINATION RESULTS BY HON EZEKIEL MACHOGU, CBS, CABINET SECRETARY, MINISTRY OF EDUCATION, ON NOVEMBER 23, 2023 AT KNEC OFFICES, IN SOUTH C, NAIROBI SPEECH BY THE CABINET SECRETARY, MINISTRY OF EDUCATION, HON. EZEKIEL MACHOGU, CBS, DURING THE CLOSING OF THE UNIVERSITY LEADERSHIP TRAINING WORKSHOP AT SAROVA WHITESANDS HOTEL, MOMBASA, 14TH 0CTOBER, 2023 OPENING REMARKS BY MINISTER FOR EDUCATION DR. J.G. KIANO, EGH, PHD, DURING THE SECOND CONFERENCE ON TEACHER EDUCATION IN 6TH MAY, 1968 SPEECH BY THE CABINET SECRETARY FOR EDUCATION HON. EZEKIEL MACHOGU, CBS, DURING THE STAKEHOLDERS’ ENGAGEMENT ON NEW GRADING SYSTEM FOR KCSE EXAMINATION AND LAUNCH OF 2023 NATIONAL EXAMINATIONS AND ASSESSMENTS SEASON AT NEW MITIHANI HOUSE, SOUTH C ON MONDAY, 25TH SEPTEMBER 2023 REMARKS BY CABINET SECRETARY, HON. EZEKIEL MACHOGU, CABINET SECRETARY FOR EDUCATION ON THE STATUS OF THE IMPLEMENTATION OF THE RECOMMENDATIONS OF THE PRESIDENTIAL WORKING PARTY ON EDUCATION REFORMS SPEECH BY HON. EZEKIEL MACHOGU, CBS, CABINET SECRETARY, MINISTRY OF EDUCATION, DURING THE RELEASE OF THE 2023/2024 UNIVERSITIES AND COLLEGES STUDENT PLACEMENT RESULTS AND LAUNCH OF APPLICATION PORTAL FOR LOANS AND SCHOLARSHIPS AT THE KENYA SCHOOL OF GOVERNMENT, KABETE, ON JULY 31, 2023 SPEECH BY THE PRINCIPAL SECRETARY, STATE DEPARTMENT FOR BASIC EDUCATION, DR BELIO KIPSANG, CBS, DURING THE CLOSING CEREMONY OF THE 4TH AFRICAN CURRICULUM ASSOCIATION CONFERENCE ON 26TH JULY, 2023 AT THE KENYA INSTITUTE OF CURRICULUM DEVELOPMENT, NAIROBI SPEECH BY THE CABINET SECRETARY OF THE MINISTRY OF EDUCATION, HONOURABLE EZEKIEL MACHOGU, CBS, DURING THE OPENING OF THE 46 TH ANNUAL NATIONAL KENYA SECONDARY SCHOOL HEADS ASSOCIATION CONFERENCE HELD ON 28 TH JUNE 2023, AT SHEIKH ZAYED HALL, MOMBASA",https://www.education.go.ke/speeches-0,Speeches,2026-07-22
EDU_0022,Education,en,"The Institute’s core function is to conduct research and develop curricula for all levels of education below the university.The Institute also develops print and electronic curriculum support materials,initiates and conducts curriculum based research organizing and conducting in-service and orientation programmes for curriculum implementers. Curriculum and research is a core department in the Institute with the following divisions offering different services: Curriculum Relevant Content Catering & Accommodation The National Educator Information Resources The Kenya Institute of Curriculum Development (KICD) is an Institute established through the KICD Act No. 4 of 2013 of the laws of Kenya. Design by Digital Vision EA © 2026 Kenya Institute of Curriculum Development. All Rights Reserved Kenya Institute of Curriculum Development Desai Rd, Off Muranga Rd, Nairobi, Kenya. Telephone Contacts 0748029186 0748029681 KICD Bookshop 0748028763 Email Address info@kicd.ac.ke",https://kicd.ac.ke/our-services/curriculum-research,Curriculum Development & Research,2026-07-22
EDU_0023,Education,en,"Educational Media is one of the Departments at KICD. Educational Media department performs the role of dissemination of Curriculum material to the Public. Educational Media is in charge of the Edu Channel and Educational Radio Programs that are aired on KBC. Please find recorded episodes and videos from EDU Channel here: EDU TV Youtube . Please find the KICD Radio Lessons Timetable shared below: View Fullscreen Skip to PDF content 🔊 Listen to this Curriculum Relevant Content Catering & Accommodation The National Educator Information Resources The Kenya Institute of Curriculum Development (KICD) is an Institute established through the KICD Act No. 4 of 2013 of the laws of Kenya. Design by Digital Vision EA © 2026 Kenya Institute of Curriculum Development. All Rights Reserved Kenya Institute of Curriculum Development Desai Rd, Off Muranga Rd, Nairobi, Kenya. Telephone Contacts 0748029186 0748029681 KICD Bookshop 0748028763 Email Address info@kicd.ac.ke",https://kicd.ac.ke/our-services/educational-media,Educational Media,2026-07-22
EDU_0024,Education,en,"For more information, please visit the KEC website . Curriculum Relevant Content Catering & Accommodation The National Educator Information Resources The Kenya Institute of Curriculum Development (KICD) is an Institute established through the KICD Act No. 4 of 2013 of the laws of Kenya. Design by Digital Vision EA © 2026 Kenya Institute of Curriculum Development. All Rights Reserved Kenya Institute of Curriculum Development Desai Rd, Off Muranga Rd, Nairobi, Kenya. Telephone Contacts 0748029186 0748029681 KICD Bookshop 0748028763 Email Address info@kicd.ac.ke",https://kicd.ac.ke/our-services/kec-ac-ke,Kenya Education Cloud,2026-07-22
EDU_0025,Education,en,"Navigation Table Example Click on an item below to navigate to the corresponding page: Curriculum Relevant Content Catering & Accommodation The National Educator Information Resources The Kenya Institute of Curriculum Development (KICD) is an Institute established through the KICD Act No. 4 of 2013 of the laws of Kenya. Design by Digital Vision EA © 2026 Kenya Institute of Curriculum Development. All Rights Reserved Kenya Institute of Curriculum Development Desai Rd, Off Muranga Rd, Nairobi, Kenya. Telephone Contacts 0748029186 0748029681 KICD Bookshop 0748028763 Email Address info@kicd.ac.ke",https://kicd.ac.ke/cbc-materials/curriculum-designs,Curriculum Designs,2026-07-22
EDU_0026,Education,en,"Curriculum Relevant Content Catering & Accommodation The National Educator Information Resources The Kenya Institute of Curriculum Development (KICD) is an Institute established through the KICD Act No. 4 of 2013 of the laws of Kenya. Design by Digital Vision EA © 2026 Kenya Institute of Curriculum Development. All Rights Reserved Kenya Institute of Curriculum Development Desai Rd, Off Muranga Rd, Nairobi, Kenya. Telephone Contacts 0748029186 0748029681 KICD Bookshop 0748028763 Email Address info@kicd.ac.ke",https://kicd.ac.ke/cbc-materials/values-based-education-materials,Values-based Education Materials,2026-07-22
EDU_0027,Education,en,"The role of the National Steering Committee will be to oversee the activities of the Technical Committee and Working Committees by Curriculum Relevant Content Catering & Accommodation The National Educator Information Resources The Kenya Institute of Curriculum Development (KICD) is an Institute established through the KICD Act No. 4 of 2013 of the laws of Kenya. Design by Digital Vision EA © 2026 Kenya Institute of Curriculum Development. All Rights Reserved Kenya Institute of Curriculum Development Desai Rd, Off Muranga Rd, Nairobi, Kenya. Telephone Contacts 0748029186 0748029681 KICD Bookshop 0748028763 Email Address info@kicd.ac.ke",https://kicd.ac.ke/curriculum-reform,Curriculum Reform,2026-07-22
EDU_0028,Education,en,"Public and Private universities in Kenya are allocated government grants based on the number of governments sponsored students and the program they are undertaking. In addition, universities have other sources of income that supplement government grants. This is in addition to other Sources of Income in public universities such as Government allocation, Recurrent Expenditure, Capital Expenditure, Tuition fees, Income generating activities and other incomes. To ensure equity, transparency and sustainability in apportioning funds, the Universities funding framework has been developed. It stipulates the condition for institutional and student eligibility for funding. For implementation purposes, the framework is presented in a funding model that uses measurable and objective parameters. The framework is applicable to accredited universities and/or recognized by CUE and students placed by KUCCPS and/or admitted in those universities.",https://www.universitiesfund.go.ke/scholarship-funding,Scholarship & Funding,2026-07-22
EDU_0029,Education,en,"The Student-Centred Funding Model (SCFM) was unveiled by President William Ruto on May 3, 2023, to address challenges facing public universities and Technical and Vocational Education and Training (TVET) institutions due to increased enrolment and inadequate funding. The funding framework phased out the Differentiated Unit Cost (DUC) system, shifting from institution-based funding to a student-focused approach, in which funding for undergraduate education is provided through Government scholarships and loans, as well as household contributions. The model delinks university placement from funding, which is determined through a Means Testing Instrument (MTI) to assess the level of financial need. The Universities Fund will offer scholarships to students ranging from 30% to 70% based on their level of need. Any remaining deficit will be covered through household contributions and loans. Students interested in receiving scholarships must formally apply through the Higher Education Financing (HEF) portal, accessible at www.hef.co.ke. The Means Testing Instrument (MTI) tool will be utilised to assess the level of need for funding students who apply for scholarships. The Student-Centred Funding Model is being implemented by various Government agencies including, the Universities Fund (UF), Higher Education Loans Board (HELB), Kenya Universities and Colleges Central Placement Service (KUCCPS) and the State Department for Technical and Vocational Education and Training. The Universities Fund provides scholarships to university students, HELB offers loans, KUCCPS places KCSE graduates to higher learning institutions, while the State Department for Technical and Vocational Education and Training provides scholarships to students placed in TVET institutions. The Universities Fund offers partial scholarships to cover tuition costs for students enrolled in public universities based on the student’s financial need. Any deficit is catered for through government loans provided by HELB and household contributions from parents or guardians. Students interested in scholarships must formally apply through the Higher Education Financing (HEF) portal accessible at www.hef.co.ke . Since the introduction of the model in 2023, more than 400,000 students have benefited from the scholarship, with the first cohort expected to graduate in 2027. The funds are disbursed directly to public universities to cover students’ tuition fees. Eligible students can apply for Government scholarships through the Higher Education Financing (HEF) Portal at www.hef.co.ke . The portal can also be accessed through the Universities Fund website. Continuing students can submit their applications using * USSD 642# through the mobile phone number registered on the HEF Portal. Before starting your application, ensure you have the following:",https://www.universitiesfund.go.ke/new-higher-education-funding-model,Student-Centred Funding Model,2026-07-22
EDU_0030,Education,en,"The Education Management Directorate is established pursuant to Sections 4( a), (b), (g); and 15 (5) of the Legal Notice No. 19 of 12th February, 2010. It is responsible for coordinating training programs and activities in the Institute . The functions of the directorate include:",https://www.kemi.ac.ke/training-department,Education Management Directorate,2026-07-22
EDU_0031,Education,en,Steps: 1. Log in to the payment portal with your e-citizen Credentials 2. Click Continuing trainee and enter your Admission No 3. Choose the Course and ensure details entered are correct 4. Enter the amount then proceed with payment Nb: When you choose Mpesa you are given two options. If option one fails scroll down and use the second option,https://www.kemi.ac.ke/payment-of-fees-ongoing-students,payment of fees (ongoing students),2026-07-22
EDU_0032,Education,en,"The Kenya Education Management Institute (KEMI) on 19th June 2026 marked a significant milestone in its history by successfully hosting its 10th Graduation Ceremony on the Institute’s grounds in Nairo The Kenya Education Management Institute successfully hosted its inaugural international conference at the Safari Park Hotel, Nairobi, bringing together delegates from over 15 countries to advance education leadership and governance. Between the 26th and the 30th of January 2026, the Kenya Education Management Institute (KEMI) kicked off a nationwide capacity-building of Boards of Management (BOM) The Kenya Education Management Institute (KEMI) has lost a distinguished professional whose career spanned teaching, institutional leadership, and strategic development in education management. Mr. Wycliffe KEMI in conjunction with the Ministry of Education, has commenced the KEMIS Training of Trainers (TOT) training workshop at Kyaka Hotel in Machakos, marking a Dr. Maurice Odondo Wins Prestigious Transformational Leadership Award 2025 On December 12, 2025, Dr. Maurice Odondo, Chief Executive Officer of the Kenya Education Management Institute",https://www.kemi.ac.ke/blog,Kenya Education Management Institute News,2026-07-22
EDU_0033,Education,en,"Promoting skills development, youth empowerment and long-term socio-economic impact and shape the education agenda beyond 2030 Education transforms lives and is at the heart of UNESCO’s mission to build peace, eradicate poverty and drive sustainable development. It is a human right for all throughout life. The Organization is the only United Nations agency with a mandate to cover all aspects of education. It has been entrusted to lead the Global Education 2030 Agenda through Sustainable Development Goal 4. UNESCO provides global and regional leadership in education, strengthens education systems worldwide and responds to contemporary global challenges through education with gender equality as an underlying principle. Its work encompasses quality educational development from pre-school to higher education and beyond. Steering technology in education on our terms Leading the transformation of learning to address the climate crisis as part of education for sustainable development Empowering and supporting teachers and educators to ensure quality education for all Implementing the UNESCO Recommendation on Education for Peace, Human Rights and Sustainable Development. Education is a fundamental human right. It empowers individuals, strengthens communities and fosters inclusive societies. At the heart of UNESCO’s mission, education is a lifelong process that equips learners with the knowledge, skills and values needed to build a better future. Here is what you need to know about education, why it matters, and UNESCO’s actions to ensure that everyone, everywhere, has access to quality learning. UNESCO is leading efforts to advance education across Africa, driven by its strong commitment to ensure inclusive, equitable quality education for all. Various initiatives aimed at improving access to education, enhancing the quality of teaching, and promoting lifelong learning opportunities are making positive impact throughout the continent. 10 July 2026, UNESCO Headquarters, Paris, France Education in the age of AI: Facts | Frictions | Frontiers. 8-11 September 2026, UNESCO Headquarters, Paris, France allocate less than 4% of their GDP to education lack basic literacy skills (UIS, 2025) must be recruited to achieve universal primary and secondary education by 2030 are out of school globally Become part of a global community for researchers, educators, policy makers, students and other professionals, who are passionate about ensuring education is a right for all. Engage with new content, share your own practices, resources and more, participate in meaningful conversation and join networking opportunities! We use cookies on this site to enhance your user experience. For more information on how we use cookies, read our privacy notice .",https://www.unesco.org/en/education,Skip to main content,2026-07-22
EDU_0034,Education,fr,"Promouvoir le développement des compétences, l’autonomisation des jeunes et un impact socio-économique à long terme à l’heure où 113 pays dépensent plus pour le service de la dette que dans l’éducation L’éducation transforme la vie et est au cœur de la mission de l’UNESCO pour construire la paix, éradiquer la pauvreté et conduire le développement durable. C'est un droit humain pour tous, tout au long de la vie. L’Organisation est la seule agence des Nations Unies dont la mission couvre tous les aspects de l’éducation. Elle a reçu le mandat de conduire l’Agenda mondial Éducation 2030 par l’intermédiaire de l’Objectif de développement durable 4. L'UNESCO agit comme chef de file mondial et régional en matière d’éducation, œuvre à renforcer les systèmes éducatifs partout dans le monde et relève les défis planétaires contemporains par l'éducation avec l'égalité des genres comme principe fondamental. Son action porte sur le développement d'une éducation de qualité du préscolaire à l'enseignement supérieur et au-delà. Utiliser la technologie dans l’éducation selon nos conditions Mener la transformation de l'apprentissage face à la crise climatique Soutenir et donner aux enseignants et éducateurs les moyens permettant de garantir une éducation de qualité pour tous Mettre en œuvre la Recommandation de l'UNESCO pour la paix, les droits de l'homme et le développement durable, L’éducation est un droit humain fondamental. Elle favorise l’autonomie, renforce les communautés et façonne des sociétés inclusives. Au cœur de la mission de l’UNESCO, l’éducation est un processus qui accompagne les apprenants tout au long de leur vie et leur transmet les connaissances, les compétences et les valeurs dont ils ont besoin pour construire un meilleur avenir. Voici ce qu'il faut savoir sur l’éducation, son importance et les actions menées par l’UNESCO pour veiller à ce que toute personne, où qu’elle vive, ait accès à une éducation de qualité. L’UNESCO est en première ligne pour faire progresser l’éducation en Afrique, portée par son engagement à garantir une éducation inclusive, de qualité et équitable pour tous. Les nombreuses initiatives menées pour améliorer l’accès à l’éducation, la qualité de l’enseignement et promouvoir l’apprentissage tout au long de la vie ont un impact positif à travers le continent. 10 juillet 2026, Siège de l'UNESCO, Paris, France L'éducation à l'ère de l'IA : Faits | Frictions | Frontières. 8-11 septembre 2026, Siège de l'UNESCO, Paris, France allouent moins de 4% de leur PIB à l'éducation ne disposent pas des compétences de base en alphabétisation (UIS, 2025) doivent être recrutés dans le primaire et le secondaire pour atteindre l'éducation pour tous en 2030 sont déscolarisés à travers le monde Rejoignez une communauté mondiale de chercheurs, d'éducateurs, de décideurs politiques, d'étudiants et d'autres professionnels travaillant à faire de l'éducation un droit pour tous. Vous y découvrirez des contenus sur l'éducation, pourrez partager vos pratiques, vos ressources, participer à des échanges enrichissants et élargir votre réseau. Nous utilisons des cookies sur ce site pour améliorer votre expérience utilisateur. Pour en savoir plus sur la manière dont nous utilisons les cookies, veuillez lire notre avis de confidentialité .",https://www.unesco.org/fr/education?facet=app&mode=light,Français,2026-07-22
EDU_0035,Education,es,"Cómo la formación técnica potencia las vidas de los jóvenes en un contexto en que 113 países gastan más en deuda que en educación La educación transforma vidas y está en el centro de la misión de la UNESCO de construir la paz, erradicar la pobreza e impulsar el desarrollo sostenible. Es un derecho humano para todos a lo largo de la vida. La Organización es el único organismo de las Naciones Unidas con un mandato que abarca todos los aspectos de la educación. Se le ha encomendado liderar la Agenda Mundial de Educación 2030 a través del Objetivo de Desarrollo Sostenible 4. La UNESCO ejerce un liderazgo mundial y regional en materia de educación, fortalece los sistemas educativos en todo el mundo y responde a los desafíos mundiales contemporáneos a través de la educación con la igualdad de género como principio subyacente. Su labor abarca el desarrollo de la educación de calidad desde la educación preescolar hasta la educación superior y más allá. Utilizar la tecnología en la educación según nuestros términos Liderando la transformación del aprendizaje para abordar la crisis climática Apoyar y capacitar a los docentes y educadores para garantizar una educación de calidad para todos Implementar la Recomendación sobre Educación para la Paz, los Derechos Humanos y el Desarrollo Sostenible Education is a fundamental human right. It empowers individuals, strengthens communities and fosters inclusive societies. At the heart of UNESCO’s mission, education is a lifelong process that equips learners with the knowledge, skills and values needed to build a better future. Here is what you need to know about education, why it matters, and UNESCO’s actions to ensure that everyone, everywhere, has access to quality learning. La UNESCO, en su firme compromiso con el continente, se sitúa a la vanguardia de la promoción del aprendizaje en África y se esfuerza por garantizar una educación de calidad inclusiva y equitativa para todos. Diversas iniciativas centradas en la mejora del acceso a la educación, la mejora de la calidad de la enseñanza, y la promoción de oportunidades de aprendizaje a lo largo de toda la vida están teniendo un impacto positivo en todo el continente. 10 de julio de 2026, Sede de la UNESCO, París, Francia 8-11 de septiembre de 2026, Sede de la UNESCO, París, Francia destinan menos del 4% de su PIB a la educación carecen de conocimientos básicos de lectura y escritura (UIS, 2025) deben ser contratados para lograr la educación primaria y secundaria universal en 2030 están sin escolarizar en todo el mundo Become part of a global community for researchers, educators, policy makers, students and other professionals, who are passionate about ensuring education is a right for all. Engage with new content, participate in meaningful conversation and join networking opportunities! We encourage you to share your own practices, resources and more. Usamos cookies en este sitio para mejorar su experiencia de usuario. Para obtener más información sobre cómo usamos las cookies, lea nuestro aviso de privacidad .",https://www.unesco.org/es/education?facet=app&mode=light,Español,2026-07-22
EDU_0036,Education,en,"يُغيّر التعليم حياة البشر، ويتبوأ مكانة مركزية في مهام اليونسكو الرامية إلى بناء حصون السلام، واجتثاث الفقر من جذوره، ودفع عجلة التنمية المستدامة، وهو حق من حقوق الإنسان للجميع من المهد إلى اللّحد. وإنّ اليونسكو هي منظمة الأمم المتحدة الوحيدة التي تشمل ولايتها جوانب التعليم كافة، إذ عُهد إليها بتوجيه دفة جدول أعمال التعليم حتى عام 2030 من خلال الهدف 4 من أهداف التنمية المستدامة. وتضطلع اليونسكو بدور قيادي في مضمار التعليم على الصعيدَين الإقليمي والعالمي، وتُعزّز النظم التعليمية في شتّى بقاع الأرض، وتتصدّى إلى التحديات العالميّة المعاصرة من على صهوة التعليم الذي تمثل المساواة بين الجنسين أحد مبادئه الأساسيّة. ويشمل عمل المنظمة تطوير التعليم بشتّى مراحله بدءاً من رياض الأطفال إلى مرحلة التعليم العالي وما بعدها. Education is a fundamental human right. It empowers individuals, strengthens communities and fosters inclusive societies. At the heart of UNESCO’s mission, education is a lifelong process that equips learners with the knowledge, skills and values needed to build a better future. Here is what you need to know about education, why it matters, and UNESCO’s actions to ensure that everyone, everywhere, has access to quality learning. As the African Union celebrates 2024 as year of education , UNESCO and the SDG4 High-Level Steering Committee want to leverage the voices of education champions, including youth, teachers, political leaders, influencers, civil society, and the private sector to continue growing the global movement for education on the African continent and beyond. UNESCO is teaming up with the internationally acclaimed Ivorian band, Magic System, to launch a new version of the band’s hit song ‘Magic in the Air’. Entitled ‘Education in the Air’, the song has been rewritten to promote the message that education is key to unlock Africa’s economic and human potential. تُخصّص أقل من 4% من إجمالي ناتجها المحلي للتعليم يفتقرون إلى أساسيّات القراءة والكتابة لتعميم التعليم الابتدائي والثانوي بحلول عام 2030 غير ملتحقين بالمدارس على مستوى العالم Become part of a global community for researchers, educators, policy makers, students and other professionals, who are passionate about ensuring education is a right for all. Engage with new content, participate in meaningful conversation and join networking opportunities! We encourage you to share your own practices, resources and more. نستخدم ملفات تعريف الارتباط (الكوكيز) على هذا الموقع لتحسين تجربة المستخدم الخاصة بك. لمزيد من المعلومات حول كيفية استخدامنا للكوكيز، يُرجى قراءة إشعار الخصوصية الخاص بنا .",https://www.unesco.org/ar/education?facet=app&mode=light,العربية,2026-07-22
EDU_0037,Education,en,"Oops, it seems we're having trouble connecting to the internet. Attempting to reconnect",https://accounts.ecitizen.go.ke/en/ministries/ministry-of-education?department=state-department-for-higher-education-and-research,Skip to main content,2026-07-22
EDU_0038,Education,en,"Address: P.o. Box 195 - 80108, Kilifi, Kenya Phone: +254 725 916 145 Email : info@pu.ac.ke",https://www.pu.ac.ke/index.php/upcoming-events/admissions/academic-downloads,Academic Downloads,2026-07-22
EDU_0039,Education,en,"Our mission is to enable all students to become self-directed and self-reflective learners, and strengthen the Capacity of the Faculty in Teaching, Research and Industry linkages, and establish the School as key players in the International Scientific Community in the relative research fields. In a climate of trust, we engage them in opportunities to improve their academic performance, develop their interpersonal skills, and achieve an understanding of their roles and responsibilities as citizens of our democratic society. We provide a nurturing environment in which students feel safe to explore new challenges while still knowing there are caring, supportive adults to join in celebrating their success and guiding them through difficult times. The School’s Departments attach major importance to research, as a key path through which the School’s foremost mission- Learning, is accomplished. Research also enables Our Science to contribute to industry and, more generally, to the Pwani (Coast) and Kenyan Society at large, in sectors such as Economy, Education and Training and Health among others. Our School also recognizes the significance of basic, as well as of applied research which is a key pillar in Industrial and Socio-economic development. SPAS is one of the Schools at Pwani University, the school is engaged in numerous collaborative projects with various institutions including Kenya Medical Research Institute (KEMRI-Wellcome Trust, Kilifi) (Bioinformatics, Immunology and Vector research), University College Dublin (UCD Ireland, on non-invasive approaches to Wildlife monitoring); University of Glasgow UK (Immunology, Genomics and gene sequencing training); University of New South Wales, Australia (GOAP Ocean Accounting, Kilifi Kenya) among others. The School offer various undergraduate degree and postgraduate degree programmes in its Departments, leading to Master's and PhD degrees, that are fully compatible with global standards, thus producing young scientists who are well trained and able to meet the current and future challenges in science. The School continues to seek for strategic collaborations in all fields of Pure and Applied Science with focus to enhancing excellency and establish Centres of Excellence in its diverse departments and programmes, and welcomes all research and development partners for new collaborations and continued dialogue.",https://spas.pu.ac.ke,School of Pure and Applied Sciences,2026-07-22
EDU_0040,Education,en,"Undergraduate Entry Requirements Minimum of Mean grade C+ (plus) in the Kenya Certificate of Secondary Education (K.C.S.E) or equivalent qualifications ---- A holder of a Bachelors degree with a minimum of Second Class Honours Upper Division or its equivalent in the relevant discipline, from a recognised institution. ---- A holder of a Masters degree from a recognized institution in an area or subject relevant to the proposed area of study Once the application form is filled return to the following address: The Admissions Office , Pwani University, P.O. Box 195 – 80108, Kilifi – Kenya. The following documents must accompany the completed application form Professional and academic Certificates/Transcripts Current letter of appointment (where applicable) Four (4) recently taken one by one inch (“1x1”) Photographs of good quality Address: P.o. Box 195 - 80108, Kilifi, Kenya Phone: +254 725 916 145 Email : info@pu.ac.ke",https://pu.ac.ke/index.php/upcoming-events/admissions/how-to-apply,How to Apply,2026-07-22
